song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
5TRPicyLGbAF2LGBFbHGvO,90.482,audio_features,-7.578,0,0.0399,0.386,0.43,0.639,0.628,0.0381,0.0
58ge6dfP91o9oXMzq3XkIS,140.267,audio_features,-5.866,1,0.0543,0.0733,0.234,0.52,0.852,0.00237,5.79e-05
7rbECVPkY5UODxoOUVKZnA,191.385,audio_features,-8.665,1,0.0831,0.125,0.124,0.542,0.466,0.141,0.000445
4iz9lGMjU1lXS51oPmUmTe,86.917,audio_features,-7.059,1,0.189,0.115,0.918,0.667,0.747,0.337,0.0
0j2T0R9dR9qdJYsB7ciXhf,103.992,audio_features,-7.858,0,0.153,0.408,0.49,0.617,0.717,0.00564,0.0
6SpLc7EXZIPpy0sVko0aoU,172.977,audio_features,-3.677,1,0.0735,0.113,0.731,0.517,0.906,0.00272,9.26e-06
0mEdbdeRFQwBhN4xfyIeUM,80.029,audio_features,-6.133,0,0.039,0.82,0.102,0.596,0.62,0.0122,0.0
2bLqfJjuC5syrsgDsZfGmn,114.759,audio_features,-6.492,0,0.1,0.319,0.765,0.731,0.807,0.181,0.751
3Zwu2K0Qa5sT6teCCHPShP,154.837,audio_features,-5.057,0,0.0623,0.106,0.588,0.459,0.891,0.00511,0.0
28IEbk5a7twNTbUEvWslUb,106.031,audio_features,-3.486,0,0.0456,0.233,0.861,0.644,0.939,0.157,0.0
0JJP0IS4w0fJx01EcrfkDe,181.04,audio_features,-3.126,1,0.0805,0.206,0.572,0.459,0.895,0.00725,0.0
1tkMs9wDPknQ3ZHcKDw1ES,80.028,audio_features,-8.141,1,0.119,0.0677,0.605,0.693,0.549,0.0109,0.0
4eAwB5pnKFTmsgc3zWoYO0,132.078,audio_features,-3.509,1,0.0518,0.0543,0.607,0.611,0.95,0.00141,1.59e-06
2yPoXCs7BSIUrucMdK5PzV,174.028,audio_features,-4.603,1,0.134,0.0426,0.575,0.583,0.829,0.00864,0.0
4ZPdLEztrlZqbJkgHNw54L,82.962,audio_features,-6.881,1,0.346,0.439,0.487,0.439,0.808,0.00305,0.0
3FtYbEfBqAlGO46NUDQSAt,103.04,audio_features,-3.713,1,0.0351,0.348,0.561,0.763,0.803,0.0709,0.285
18lR4BzEs7e3qzc0KVkTpU,120.119,audio_features,-5.285,1,0.0324,0.138,0.287,0.623,0.93,0.0141,1.64e-06
1ixbwbeBi5ufN4noUKmW5a,172.253,audio_features,-6.175,1,0.222,0.65,0.485,0.447,0.848,0.033,7.46e-05
1hGy2eLcmC8eKx7qr1tOqx,130.009,audio_features,-6.075,0,0.0687,0.256,0.769,0.762,0.661,0.15,0.0
5Y77SQxEr1eiofPeUTPHxM,130.159,audio_features,-6.008,0,0.47,0.297,0.703,0.412,0.876,0.102,0.0
6ic8OlLUNEATToEFU3xmaH,113.324,audio_features,-3.131,1,0.0334,0.0723,0.382,0.788,0.844,0.25,0.000678
7e8utCy2JlSB8dRHKi49xM,112.115,audio_features,-5.29,0,0.0288,0.144,0.821,0.646,0.813,0.00178,2.26e-05
66TRwr5uJwPt15mfFkzhbi,140.141,audio_features,-2.18,1,0.0786,0.0468,0.803,0.736,0.74,0.515,0.0
0UFDKFqW2oGspYeYqo9wjA,140.127,audio_features,-3.647,0,0.0508,0.61,0.596,0.529,0.967,0.114,0.0
7x8dCjCr0x6x2lXKujYD34,172.984,audio_features,-4.04,1,0.0431,0.028,0.365,0.433,0.959,0.000917,0.0
1Jo0Zg7XlrA6z0mFTZVdkn,122.668,audio_features,-5.582,0,0.0643,0.0535,0.542,0.835,0.669,0.0336,6.92e-05
1RGIjMFMgJxkZHMDXVYzOJ,104.961,audio_features,-8.504,1,0.0628,0.224,0.436,0.832,0.391,0.0564,0.0
0NrtwAmRAdLxua31SzHvXr,80.23,audio_features,-6.969,1,0.265,0.151,0.765,0.631,0.623,0.463,1.7e-06
1jJci4qxiYcOHhQR247rEU,122.961,audio_features,-3.871,1,0.0719,0.361,0.172,0.451,0.931,0.00076,0.0049
1NrJYpdAi7uosDRPmSYrsG,118.008,audio_features,-6.12,1,0.0339,0.102,0.502,0.593,0.74,0.363,2.22e-05
4UQMOPSUVJVicIQzjAcRRZ,102.139,audio_features,-8.306,1,0.238,0.695,0.723,0.693,0.504,0.00299,0.0
0rFOs9paloAvEtzwDX1Kmc,127.904,audio_features,-6.663,1,0.0351,0.11,0.249,0.697,0.474,0.603,0.0
5rX6C5QVvvZB7XckETNych,102.997,audio_features,-3.629,1,0.0283,0.0956,0.887,0.7,0.864,0.0212,0.0
6MXXY2eiWkpDCezVCc0cMH,84.164,audio_features,-5.488,1,0.116,0.149,0.515,0.48,0.631,0.0791,0.000105
6kopmMZiyLmw7h66uXcXR7,105.809,audio_features,-4.898,1,0.0633,0.0995,0.889,0.699,0.83,0.00243,0.00024
266Vb7ItE3o1q8HdJ9QOvn,78.011,audio_features,-6.809,1,0.327,0.148,0.492,0.827,0.58,0.309,0.0
7wZUrN8oemZfsEd1CGkbXE,104.036,audio_features,-5.886,1,0.0357,0.146,0.225,0.638,0.656,0.188,0.0
0YJ9FWWHn9EfnN0lHwbzvV,165.653,audio_features,-6.085,0,0.0479,0.0741,0.807,0.462,0.832,0.108,0.00416
1JdKrFyoU05abww0Zv0ayQ,131.094,audio_features,-3.607,1,0.0429,0.141,0.632,0.528,0.831,9.43e-05,0.0
4E6cwWJWZw2zWf7VFbH7wf,123.055,audio_features,-3.142,0,0.0301,0.188,0.573,0.583,0.786,0.0208,0.0
1uigwk5hNV84zRd5YQQRTk,110.021,audio_features,-3.896,0,0.0454,0.0769,0.655,0.721,0.88,0.191,0.0
6CFPFnS9EcLs2I0nWqtWci,109.97,audio_features,-5.784,0,0.0356,0.0951,0.828,0.81,0.538,0.528,0.0
45hOioMDJktr86iKDHC8gr,163.983,audio_features,-2.433,1,0.102,0.209,0.669,0.56,0.959,0.000722,0.000221
2RqZFOLOnzVmHUX7ZMcaES,94.967,audio_features,-5.167,0,0.215,0.209,0.781,0.806,0.721,0.197,0.0
