song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
4osgfFTICMkcGbbigdsa53,93.51,audio_features,-9.112,1,0.0919,0.16,0.37,0.762,0.508,0.0584,0.00126
0YsGMHid6sFq5PcToe3JZE,103.139,audio_features,-7.04,0,0.0841,0.235,0.123,0.541,0.674,0.00649,9.76e-05
2wAJTrFhCnQyNSD3oUgTZO,93.004,audio_features,-6.903,1,0.106,0.307,0.216,0.831,0.427,0.0531,0.0
6LxSe8YmdPxy095Ux6znaQ,151.894,audio_features,-7.16,0,0.106,0.0917,0.425,0.636,0.566,0.365,0.000353
0SA0mMXWh23raZ6xzOCU2V,83.375,audio_features,-6.495,0,0.233,0.613,0.459,0.35,0.621,0.256,3.44e-05
1auxYwYrFRqZP7t3s7w4um,140.022,audio_features,-5.542,1,0.311,0.349,0.775,0.789,0.858,0.127,0.0
73CMRj62VK8nUS4ezD2wvi,107.993,audio_features,-3.882,0,0.0249,0.112,0.446,0.603,0.67,0.00408,1.68e-06
7w87IxuO7BDcJ3YUqCyMTT,127.975,audio_features,-5.849,0,0.0292,0.0956,0.965,0.733,0.71,0.145,0.115
0JbSghVDghtFEurrSO8JrC,105.97,audio_features,-4.532,1,0.0462,0.0834,0.671,0.645,0.904,0.0293,0.0
0zo4aX57COch7Wh3NRImTM,119.954,audio_features,-7.002,0,0.127,0.0445,0.294,0.8,0.545,0.00369,0.000461
6qn9YLKt13AGvpq9jfO8py,127.986,audio_features,-4.485,1,0.0383,0.108,0.6,0.734,0.766,0.025,0.00138
0GO8y8jQk1PkHzS31d699N,112.96,audio_features,-5.835,1,0.0439,0.161,0.371,0.56,0.936,0.00847,0.0
4wCmqSrbyCgxEXROQE6vtV,129.062,audio_features,-7.036,1,0.037,0.0992,0.72,0.864,0.495,0.591,0.000133
1c8gk2PeTE04A1pIDH9YMk,104.948,audio_features,-5.114,1,0.0298,0.0473,0.507,0.73,0.769,0.138,0.0
1zwMYTA5nlNjZxYrvBB2pV,135.187,audio_features,-8.251,1,0.0281,0.0996,0.294,0.556,0.319,0.893,0.0
05ZACkzW8YbRq3eFgIfSNB,104.023,audio_features,-5.935,1,0.0255,0.185,0.927,0.692,0.809,0.1,9.77e-05
4Kz4RdRCceaA9VgTqBhBfa,201.8,audio_features,-8.558,1,0.356,0.111,0.39,0.766,0.442,0.000107,6.12e-05
1oHNvJVbFkexQc0BpQp7Y4,125.008,audio_features,-2.457,0,0.075,0.251,0.751,0.747,0.716,0.135,0.0
047fCsbO4NdmwCBn8pcUXl,111.519,audio_features,-17.341,0,0.0921,0.0705,0.312,0.492,0.26,0.646,0.00178
4QNpBfC0zvjKqPJcyqBy9W,129.024,audio_features,-3.206,1,0.161,0.298,0.53,0.671,0.939,0.191,0.0
1cktZnxiONH0hR6Q3DKy8h,113.044,audio_features,-4.452,1,0.0318,0.293,0.946,0.626,0.913,0.00635,0.0
0RUGuh2uSNFJpGMSsD1F5C,150.017,audio_features,-6.826,1,0.0486,0.082,0.476,0.576,0.835,0.337,0.0
7fyG2MquxykO3Ufiku1Dj2,73.489,audio_features,-19.489,0,0.0359,0.111,0.142,0.612,0.196,0.706,0.319
5Qy6a5KzM4XlRxsNcGYhgH,79.119,audio_features,-5.429,1,0.304,0.318,0.606,0.364,0.752,0.0007,0.0
0qOnSQQF0yzuPWsXrQ9paz,89.99,audio_features,-3.293,1,0.0976,0.267,0.796,0.646,0.795,0.0319,0.0
6lanRgr6wXibZr8KgzXxBl,139.028,audio_features,-7.445,1,0.0267,0.11,0.161,0.421,0.407,0.309,0.000961
2FbGlEPAjNhWvrVvlentVq,139.92,audio_features,-11.18,0,0.147,0.13,0.158,0.441,0.403,0.255,1.27e-05
1eyzqe2QqGZUmfcPZtrIyt,105.009,audio_features,-6.525,0,0.0356,0.179,0.32,0.526,0.712,0.0161,0.0
3Yt9lRtS5V4nbJnwcgFgvC,127.05,audio_features,-5.377,0,0.0425,0.126,0.863,0.702,0.715,0.503,2.44e-05
0laYHRpNTS6i8FXdupHkJ4,117.009,audio_features,-3.87,0,0.0469,0.0741,0.922,0.858,0.678,0.0761,0.0
7xapw9Oy21WpfEcib2ErSA,161.993,audio_features,-9.049,0,0.0467,0.0794,0.854,0.657,0.56,0.498,0.0
11BKm0j4eYoCPPpCONAVwA,99.998,audio_features,-6.365,0,0.03,0.113,0.432,0.591,0.637,0.0107,1.95e-06
3ts6xK5GzfMAAriT9AIBmP,172.017,audio_features,-4.679,1,0.0402,0.196,0.812,0.599,0.807,0.202,0.0
3Fq4shhJdENQhwlLk9qoDx,91.996,audio_features,-12.843,1,0.0299,0.0975,0.339,0.565,0.308,0.907,7.76e-05
124NFj84ppZ5pAxTuVQYCQ,121.845,audio_features,-10.358,0,0.265,0.0888,0.299,0.629,0.515,0.0267,1.22e-05
24Nt4OalWDICkEKVy81X6k,151.914,audio_features,-3.51,1,0.0319,0.0841,0.719,0.546,0.838,0.27,1.24e-05
6nek1Nin9q48AVZcWs9e9D,139.631,audio_features,-6.761,1,0.0268,0.0833,0.212,0.449,0.585,0.0509,8.75e-05
0lLdorYw7lVrJydTINhWdI,94.775,audio_features,-11.714,1,0.0375,0.341,0.363,0.339,0.214,0.908,7.47e-06
7G59EUBvMPfIy1FTuobrqj,74.956,audio_features,-6.67,0,0.0247,0.164,0.435,0.548,0.539,0.138,1.83e-05
7c1KTn1z8Gw8ouYdcF4qaG,111.934,audio_features,-4.02,0,0.0278,0.228,0.375,0.616,0.728,0.0275,0.0
1nVLAEzhBXMJLR5zAl90Nl,151.343,audio_features,-3.842,1,0.031,0.271,0.257,0.366,0.651,0.000415,0.00526
0lHAMNU8RGiIObScrsRgmP,126.06,audio_features,-3.673,0,0.103,0.127,0.301,0.604,0.788,0.0678,0.153
0m1KYWlT6LhFRBDVq9UNx4,98.21,audio_features,-8.744,0,0.252,0.0795,0.359,0.444,0.627,0.123,0.0
4jBfUB4kQJCWOrjGLQqhO0,120.097,audio_features,-9.987,0,0.0441,0.0797,0.191,0.682,0.51,0.143,4.46e-06
25ypHCQpDX2nrDFly7eZLZ,161.798,audio_features,-6.041,1,0.332,0.373,0.284,0.506,0.745,0.0594,0.0
5G1sTBGbZT5o4PNRc75RKI,166.3,audio_features,-7.837,1,0.068,0.0997,0.607,0.356,0.872,0.00417,0.00975
62zFEHfAYl5kdHYOivj4BC,120.05,audio_features,-3.035,0,0.0499,0.335,0.648,0.67,0.855,0.0124,0.0
3MAgQuClHcAV8E9CbeBS6f,70.189,audio_features,-4.959,0,0.115,0.0881,0.345,0.512,0.598,0.611,0.0
0b4M7hd7mzLTm99MrMeZsp,100.14,audio_features,-4.831,1,0.119,0.242,0.0841,0.364,0.841,0.000402,0.0
2Fw5S2gaOSZzdN5dFoC2dj,157.74,audio_features,-6.883,1,0.24,0.108,0.582,0.609,0.799,0.33,0.0
3z7kvwJVRfA4HCOfm9ngog,136.455,audio_features,-9.764,1,0.0344,0.0762,0.182,0.49,0.18,0.7,3.96e-05
3loYYWdPlLiUCq1jiSPfT6,115.013,audio_features,-3.467,0,0.0365,0.316,0.584,0.571,0.937,0.0064,0.0
5yDL13y5giogKs2fSNf7sj,126.885,audio_features,-3.873,0,0.0639,0.108,0.452,0.722,0.851,0.0319,0.0
608a1wIsSd5KzMEqm1O7w3,149.33,audio_features,-3.499,0,0.318,0.631,0.438,0.413,0.807,0.0536,0.0
4NTWZqvfQTlOMitlVn6tew,143.067,audio_features,-3.839,1,0.115,0.155,0.65,0.591,0.889,0.0189,0.0
1mB7dCUM7sPyNab6R43nlj,145.133,audio_features,-3.266,1,0.151,0.127,0.644,0.548,0.855,0.0149,0.0
6tjituizSxwSmBB5vtgHZE,151.251,audio_features,-8.308,1,0.0428,0.0882,0.699,0.647,0.465,0.865,0.0
2r7BPog74oaTG5shNYiUnV,88.989,audio_features,-8.419,1,0.0342,0.275,0.228,0.662,0.511,0.00237,0.0036
6JFLZH9vCzgqnUToBdiHQb,149.762,audio_features,-6.938,1,0.245,0.262,0.33,0.74,0.574,0.411,0.0
6Z01gUquJsjJC67uNWm6P0,143.015,audio_features,-11.714,1,0.235,0.567,0.177,0.566,0.465,0.0555,0.0
0jF2AdhsalO1L7KkhK4LE5,104.675,audio_features,-15.327,1,0.0876,0.12,0.31,0.446,0.239,0.574,7.76e-05
3rfhI32Il2hVRKDkuGeeen,128.024,audio_features,-3.428,0,0.0884,0.259,0.762,0.595,0.912,0.0434,0.0
7t1lBIr3WIEtqQEOdZFMUf,134.369,audio_features,-14.669,0,0.34,0.0967,0.271,0.495,0.351,0.485,0.0
5hUYsaOyMY32yjRXeuQwGj,74.267,audio_features,-7.291,0,0.0866,0.104,0.401,0.328,0.622,0.858,0.0
7r6PigmGzlB3YPB7wvBBbi,92.773,audio_features,-7.509,0,0.105,0.167,0.557,0.654,0.75,0.244,0.0178
0V4l4GQhgnWQGtCWpvA7va,160.152,audio_features,-9.057,0,0.238,0.229,0.294,0.418,0.546,0.227,0.0
5A6OHHy73AR5tLxgTc98zz,164.02,audio_features,-4.524,0,0.0675,0.271,0.538,0.684,0.834,0.0646,0.0
5HQVUIKwCEXpe7JIHyY734,95.078,audio_features,-6.425,1,0.137,0.115,0.531,0.715,0.655,0.0525,0.0
0Uybrtb766jul6WpkjqbID,133.23,audio_features,-13.641,1,0.0333,0.102,0.4,0.597,0.172,0.934,7.45e-06
0GROiXm03OrMC5ltXLhGIu,101.733,audio_features,-9.527,0,0.0406,0.0878,0.163,0.645,0.58,0.22,0.0
0IkKz2J93C94Ei4BvDop7P,129.993,audio_features,-4.21,0,0.142,0.266,0.359,0.75,0.727,0.0189,0.0
4eSGSqP2TZvvX0kadZZttM,101.275,audio_features,-15.698,0,0.0445,0.108,0.123,0.397,0.172,0.841,6.78e-05
6D60klaHqbCl9ySc8VcRss,116.044,audio_features,-4.282,1,0.0475,0.112,0.684,0.562,0.939,0.046,0.0
5lN1EH25gdiqT1SFALMAq1,130.121,audio_features,-4.632,1,0.0475,0.069,0.565,0.505,0.833,0.00772,7.9e-05
5UqCQaDshqbIk3pkhy4Pjg,126.04,audio_features,-5.941,0,0.0343,0.309,0.464,0.584,0.889,0.0462,0.828
0QkWikH5Z3U0f79T9iuF6c,131.001,audio_features,-3.83,0,0.0744,0.355,0.535,0.661,0.937,0.000967,1.59e-05
4Yw8TyBm9J8cpy2guHUYog,133.853,audio_features,-10.522,0,0.0854,0.116,0.0608,0.638,0.335,0.505,0.0139
