song_id,song_name,song_duration,song_popularity,artist_id,album_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness,album_release_date,album_popularity,Year,artist_genres,artist_popularity
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,241106,89,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,150.273,audio_features,-7.463,1,0.0384,0.0708,0.35,0.336,0.627,0.164,0.0,1994-10-28,80,1994,"dance pop, pop, urban contemporary",77
3PIDciSFdrQxSQSihim3hN,Christmas (Baby Please Come Home),153240,77,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,127.148,audio_features,-7.444,1,0.0317,0.109,0.704,0.561,0.782,0.022,0.0,1994-10-28,80,1994,"dance pop, pop, urban contemporary",77
3B7FO3kJ5kv3mX7yiaB7sT,O Holy Night,266933,69,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,173.977,audio_features,-7.208,1,0.0285,0.154,0.192,0.368,0.505,0.367,6.63e-06,1994-10-28,80,1994,"dance pop, pop, urban contemporary",77
1f2lkuLldqRzvaFjJdjGXX,Santa Claus Is Comin' to Town,204173,66,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,143.113,audio_features,-7.984,1,0.0396,0.698,0.422,0.549,0.75,0.209,0.0,1994-10-28,80,1994,"dance pop, pop, urban contemporary",77
1sFWEpf1aPYN576LS1aa4Y,Silent Night,219293,64,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,174.903,audio_features,-11.667,1,0.0343,0.113,0.236,0.172,0.363,0.812,0.0,1994-10-28,80,1994,"dance pop, pop, urban contemporary",77
2OggiWqL8exckT6kOrcDuA,Joy to the World,257933,56,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,120.396,audio_features,-9.085,1,0.046,0.528,0.237,0.566,0.785,0.0809,0.0,1994-10-28,80,1994,"dance pop, pop, urban contemporary",77
74VQqRHWXDUyErPqwdeG5D,Hark! The Herald Angels Sing / Gloria (In Excelsis Deo),179440,56,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,92.933,audio_features,-12.139,1,0.0274,0.168,0.281,0.273,0.236,0.848,0.0,1994-10-28,80,1994,"dance pop, pop, urban contemporary",77
1uQRAiaDstq15Vd52ryoI7,Miss You Most (At Christmas Time),271560,55,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,139.765,audio_features,-12.999,1,0.0337,0.104,0.144,0.329,0.221,0.851,0.0,1994-10-28,80,1994,"dance pop, pop, urban contemporary",77
6xkryXuiZU360Lngd4sx13,Fantasy,243493,79,4iHNK0tOyZPYnBU7nGAgpQ,1ibYM4abQtSVQFQWvDSo4J,102.322,audio_features,-7.588,1,0.0353,0.123,0.807,0.669,0.727,0.139,0.0,1995-10-03,73,1995,"dance pop, pop, urban contemporary",77
2aBxt229cbLDOvtL7Xbb9x,Always Be My Baby,258133,75,4iHNK0tOyZPYnBU7nGAgpQ,1ibYM4abQtSVQFQWvDSo4J,78.946,audio_features,-8.335,1,0.0364,0.249,0.487,0.65,0.531,0.457,0.0,1995-10-03,73,1995,"dance pop, pop, urban contemporary",77
7ySbfLwdCwl1EM0zNCJZ38,One Sweet Day,281066,71,4iHNK0tOyZPYnBU7nGAgpQ,1ibYM4abQtSVQFQWvDSo4J,128.234,audio_features,-8.964,1,0.0299,0.0839,0.303,0.568,0.495,0.353,0.0,1995-10-03,73,1995,"dance pop, pop, urban contemporary",77
2AlO5CLisJAA9X5JybMtuz,Fantasy (feat. O.D.B.) - Bad Boy Fantasy,291360,59,4iHNK0tOyZPYnBU7nGAgpQ,4aK77BPpiigFVQaLqs7AI4,102.467,audio_features,-6.519,0,0.102,0.0409,0.804,0.812,0.661,0.0501,0.0,1995-09-12,48,1995,"dance pop, pop, urban contemporary",77
0jsANwwkkHyyeNyuTFq2XO,Heartbreaker (feat. Jay-Z),285706,67,4iHNK0tOyZPYnBU7nGAgpQ,1iSTXHBhLc9ImaqyvVZGft,200.031,audio_features,-5.872,1,0.37,0.349,0.789,0.524,0.816,0.383,0.0,1999-11-02,60,1999,"dance pop, pop, urban contemporary",77
1RS3LStQYhju50eBdD9Uul,Thank God I Found You (feat. Joe & 98°),257360,62,4iHNK0tOyZPYnBU7nGAgpQ,1iSTXHBhLc9ImaqyvVZGft,129.297,audio_features,-5.882,1,0.0331,0.106,0.148,0.348,0.532,0.592,0.0,1999-11-02,60,1999,"dance pop, pop, urban contemporary",77
2itAOPLerxnnc8KXHMqPWu,Fantasy (feat. O.D.B.),290466,61,4iHNK0tOyZPYnBU7nGAgpQ,7GTZRYNB0eAig7UTsb54XG,102.497,audio_features,-9.658,1,0.116,0.05,0.821,0.837,0.548,0.0407,0.0,2003-10-14,54,2003,"dance pop, pop, urban contemporary",77
3LmvfNUQtglbTrydsdIqFU,We Belong Together,201400,73,4iHNK0tOyZPYnBU7nGAgpQ,43iBTEWECK7hSnE0p6GgNo,139.986,audio_features,-7.89,1,0.0601,0.09,0.762,0.837,0.462,0.0339,0.0,2005-04-12,64,2005,"dance pop, pop, urban contemporary",77
4VKnkoNNM6yTb4cXXX3wqD,Shake It Off,232840,62,4iHNK0tOyZPYnBU7nGAgpQ,43iBTEWECK7hSnE0p6GgNo,134.086,audio_features,-6.516,1,0.126,0.108,0.82,0.777,0.493,0.181,0.0,2005-04-12,64,2005,"dance pop, pop, urban contemporary",77
7zL9xrz5krsuC6qVNluQQw,It's Like That,203360,56,4iHNK0tOyZPYnBU7nGAgpQ,43iBTEWECK7hSnE0p6GgNo,95.953,audio_features,-4.875,0,0.0514,0.0315,0.836,0.8,0.633,0.0901,0.0,2005-04-12,64,2005,"dance pop, pop, urban contemporary",77
1HkVSmzBbdZ5Bzdd00IZgh,Don't Forget About Us - Radio Edit,233866,61,4iHNK0tOyZPYnBU7nGAgpQ,7MMpjM0wynysTbhpvKjHrm,143.635,audio_features,-6.859,0,0.0383,0.1,0.431,0.699,0.543,0.0457,0.0,2005-04-12,54,2005,"dance pop, pop, urban contemporary",77
2aEuXA1KswHlCGPOuPmCOW,Touch My Body,204733,76,4iHNK0tOyZPYnBU7nGAgpQ,31MluXLYC0ZnCSfUZ5T4GX,78.515,audio_features,-7.736,0,0.0509,0.226,0.842,0.714,0.665,0.0996,0.0,2008-04-15,67,2008,"dance pop, pop, urban contemporary",77
3IcIIZMMS7UArJJPtEHXG8,Obsessed,242200,71,4iHNK0tOyZPYnBU7nGAgpQ,3RPImDZ7Ihh5YR5iJh1gH1,86.443,audio_features,-5.557,0,0.0625,0.826,0.369,0.742,0.468,0.0465,0.0,2009-09-29,62,2009,"dance pop, pop, urban contemporary",77
0SgbP5ZZOsUiHlE8EfeHma,It's A Wrap,238866,62,4iHNK0tOyZPYnBU7nGAgpQ,3RPImDZ7Ihh5YR5iJh1gH1,179.869,audio_features,-7.166,0,0.0631,0.0552,0.401,0.626,0.357,0.354,0.0,2009-09-29,62,2009,"dance pop, pop, urban contemporary",77
04t8HpnAGcLaWnBwzVR7H1,Oh Santa!,211000,61,4iHNK0tOyZPYnBU7nGAgpQ,4q88opkbXkvvL0iIvbs0pv,78.482,audio_features,-3.653,1,0.178,0.22,0.52,0.661,0.916,0.0197,2.86e-05,2010-11-02,54,2010,"dance pop, pop, urban contemporary",77
7EZC6E7UjZe63f1jRmkWxt,Zombie,306440,86,7t0rwkOPGlDPEhaOcVtOt9,1Bwo9JkbVwxGyvtQNMRK21,166.915,audio_features,-8.994,1,0.035,0.367,0.312,0.309,0.649,0.0158,0.00591,1994-10-03,76,1994,"irish rock, pop rock, rock",71
5kcsc92tGAjS0uvhDY3Mok,Ode To My Family,271533,74,7t0rwkOPGlDPEhaOcVtOt9,1Bwo9JkbVwxGyvtQNMRK21,93.953,audio_features,-10.11,1,0.0235,0.344,0.149,0.365,0.443,0.0472,1.44e-06,1994-10-03,76,1994,"irish rock, pop rock, rock",71
4X0YxjnkSXCeVcYOkkAsyH,I Can't Be With You,187840,59,7t0rwkOPGlDPEhaOcVtOt9,1Bwo9JkbVwxGyvtQNMRK21,130.715,audio_features,-10.429,1,0.0314,0.122,0.708,0.469,0.752,0.0778,1.66e-05,1994-10-03,76,1994,"irish rock, pop rock, rock",71
3EXrtClWmgsM7dw75Mw2M1,When You're Gone,296200,60,7t0rwkOPGlDPEhaOcVtOt9,5G3I9bLpCZxK4XeLyJ69iu,186.762,audio_features,-7.128,1,0.0267,0.0691,0.348,0.454,0.524,0.351,4.32e-05,1996-04-30,56,1996,"irish rock, pop rock, rock",71
1ayRJ4dlr48VJ3FK6uPq2i,Salvation,142906,59,7t0rwkOPGlDPEhaOcVtOt9,5G3I9bLpCZxK4XeLyJ69iu,169.082,audio_features,-4.525,1,0.0861,0.317,0.889,0.341,0.977,0.000553,1.41e-05,1996-04-30,56,1996,"irish rock, pop rock, rock",71
3J58Ccc5iTbCRnYx2xjo6d,Animal Instinct,211066,67,7t0rwkOPGlDPEhaOcVtOt9,2v9PjvIkQVnyQdtD1iQD7e,132.174,audio_features,-5.411,0,0.0307,0.256,0.604,0.61,0.85,0.089,0.0,1999-04-19,62,1999,"irish rock, pop rock, rock",71
0f0k0OJ9VbaLHX4J1t2qUy,Just My Imagination,221293,65,7t0rwkOPGlDPEhaOcVtOt9,2v9PjvIkQVnyQdtD1iQD7e,100.464,audio_features,-5.315,1,0.0252,0.0884,0.852,0.545,0.797,0.257,3.86e-06,1999-04-19,62,1999,"irish rock, pop rock, rock",71
2Qdnk7tbc4onLOIPd1eSNE,When You're Gone,232200,65,7t0rwkOPGlDPEhaOcVtOt9,1JXjYl5WVr3wFgV3DMIHMl,187.525,audio_features,-6.893,1,0.0271,0.254,0.371,0.45,0.525,0.522,2.43e-06,2002-09-16,57,2002,"irish rock, pop rock, rock",71
6L89mwZXSOwYl76YXfX13s,Basket Case,181533,84,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,85.064,audio_features,-3.205,1,0.0602,0.091,0.781,0.442,0.943,0.00293,8.71e-06,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,178000,81,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,97.546,audio_features,-4.236,1,0.034,0.231,0.814,0.531,0.909,0.0175,0.0,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
5kr3j5Clb9rjEposoMyLVt,Welcome to Paradise,224133,72,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,89.428,audio_features,-4.162,0,0.0378,0.0563,0.717,0.37,0.96,0.000241,0.0116,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
3LRJbFT9rKoKv4aW7PuBJC,Longview,233240,69,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,142.504,audio_features,-7.594,0,0.0536,0.0854,0.814,0.381,0.732,0.00834,0.0101,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
4wsQGsdf8D0Bj26cGdvreB,She,134293,70,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,93.307,audio_features,-3.939,0,0.0356,0.0904,0.874,0.37,0.937,7.37e-05,0.00817,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
7dVDWf0wud70V4PgYfKnaG,Burnout,127533,62,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,90.861,audio_features,-5.261,1,0.0355,0.0959,0.891,0.5,0.921,0.000165,0.00118,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
0eUJzAGs9OKSOmLVpsng7e,Having a Blast,164666,57,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,89.695,audio_features,-6.36,1,0.0455,0.353,0.825,0.449,0.938,0.00181,0.0,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
435j8ueVosOip0Vjm3vvj5,Coming Clean,94893,55,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,171.552,audio_features,-4.907,1,0.073,0.214,0.681,0.338,0.992,0.000138,0.000228,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
5z2XqieaqxpCJc3ntZ6Ye3,Pulling Teeth,150826,55,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,128.211,audio_features,-5.064,1,0.0492,0.109,0.877,0.531,0.872,0.00171,0.0863,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
1Cq8IdsiaMiieYuLN8iEm0,Chump,174040,55,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,173.569,audio_features,-8.396,1,0.0537,0.159,0.638,0.221,0.887,0.00023,0.177,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
4oqF9y2thGJh7hFd1hqItt,Sassafras Roots,157626,54,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,182.451,audio_features,-5.104,1,0.0409,0.257,0.881,0.172,0.97,5.03e-05,0.00479,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
4GSyhhe5HHAytp7KlmWlZX,In the End,106400,54,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,139.54,audio_features,-5.844,1,0.0442,0.233,0.772,0.323,0.951,5.75e-05,1.78e-06,1994-02-01,79,1994,"modern rock, permanent wave, punk, rock",78
1nLnpLXvl68RZCSjfkyiaa,Brain Stew,193000,73,7oPftvlwr6VrsViSDV7fJY,7d3nOmFvL51roNElAdpi9d,75.958,audio_features,-5.429,1,0.302,0.0577,0.337,0.559,0.543,0.00133,2e-05,1995-10-10,65,1995,"modern rock, permanent wave, punk, rock",78
6uWp8yAt8dN5ZaT7REJ6RV,Jaded,90226,57,7oPftvlwr6VrsViSDV7fJY,7d3nOmFvL51roNElAdpi9d,159.336,audio_features,-3.068,1,0.0669,0.0392,0.843,0.254,0.995,3.01e-05,4.14e-05,1995-10-10,65,1995,"modern rock, permanent wave, punk, rock",78
5Mhe8G8RHdQWR30lStPvO5,Walking Contradiction,151173,55,7oPftvlwr6VrsViSDV7fJY,7d3nOmFvL51roNElAdpi9d,154.343,audio_features,-2.597,1,0.0765,0.0839,0.874,0.456,0.985,0.000473,0.0,1995-10-10,65,1995,"modern rock, permanent wave, punk, rock",78
4mI4HF4OVBg3tl2IWzSaoX,Geek Stink Breath,135293,54,7oPftvlwr6VrsViSDV7fJY,7d3nOmFvL51roNElAdpi9d,131.268,audio_features,-2.114,1,0.0431,0.104,0.791,0.51,0.996,5.11e-05,1.04e-05,1995-10-10,65,1995,"modern rock, permanent wave, punk, rock",78
4qjfQnccStTR8zNsb6Mizo,Minority,168226,64,7oPftvlwr6VrsViSDV7fJY,3ifIxGNsG1XmLdoanRRIWB,137.841,audio_features,-2.772,1,0.0452,0.171,0.708,0.551,0.965,0.00576,0.0,2000-10-03,61,2000,"modern rock, permanent wave, punk, rock",78
390SemxFYgPZ3FfGVqiIqt,Waiting,192360,59,7oPftvlwr6VrsViSDV7fJY,3ifIxGNsG1XmLdoanRRIWB,137.69,audio_features,-4.371,1,0.0335,0.329,0.659,0.557,0.834,0.0219,0.0,2000-10-03,61,2000,"modern rock, permanent wave, punk, rock",78
0ue0gFLwvXd8qZIPg35Qiu,Warning,221666,60,7oPftvlwr6VrsViSDV7fJY,3ifIxGNsG1XmLdoanRRIWB,120.989,audio_features,-2.828,1,0.0294,0.199,0.892,0.728,0.92,0.0673,1.61e-05,2000-10-03,61,2000,"modern rock, permanent wave, punk, rock",78
6nTiIhLmQ3FWhvrGafw2zj,American Idiot,176346,84,7oPftvlwr6VrsViSDV7fJY,5dN7F9DV0Qg1XRdIgW8rke,186.113,audio_features,-2.042,1,0.0639,0.368,0.769,0.38,0.988,2.64e-05,7.86e-05,2004-09-21,78,2004,"modern rock, permanent wave, punk, rock",78
64yrDBpcdwEdNY9loyEGbX,21 Guns,321093,77,7oPftvlwr6VrsViSDV7fJY,1AHZd3C3S8m8fFrhFxyk79,159.779,audio_features,-4.939,1,0.0355,0.626,0.416,0.268,0.742,0.0518,0.0,2009-05-15,71,2009,"modern rock, permanent wave, punk, rock",78
5qtwzv99vOr5UTwnTixn7j,Know Your Enemy,190986,70,7oPftvlwr6VrsViSDV7fJY,1AHZd3C3S8m8fFrhFxyk79,129.984,audio_features,-3.245,1,0.0412,0.0643,0.961,0.56,0.958,0.0016,4.96e-05,2009-05-15,71,2009,"modern rock, permanent wave, punk, rock",78
5TpPSTItCwtZ8Sltr3vdzm,Last Night on Earth,236533,69,7oPftvlwr6VrsViSDV7fJY,1AHZd3C3S8m8fFrhFxyk79,119.955,audio_features,-7.139,1,0.0329,0.164,0.243,0.556,0.486,0.0371,1.45e-06,2009-05-15,71,2009,"modern rock, permanent wave, punk, rock",78
5GorCbAP4aL0EJ16frG2hd,Boulevard of Broken Dreams,262333,82,7oPftvlwr6VrsViSDV7fJY,3id4t9IqRoB1f1smOERtrY,167.06,audio_features,-4.095,1,0.0294,0.0589,0.474,0.496,0.682,0.00552,2.94e-05,2017-11-17,72,2017,"modern rock, permanent wave, punk, rock",78
4VgEM12OeaN3GyBV487Me7,Holiday,232680,73,7oPftvlwr6VrsViSDV7fJY,3id4t9IqRoB1f1smOERtrY,146.525,audio_features,-3.409,1,0.0342,0.888,0.716,0.552,0.89,0.000143,0.0,2017-11-17,72,2017,"modern rock, permanent wave, punk, rock",78
2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,252746,82,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,84.492,audio_features,-7.247,0,0.273,0.143,0.773,0.78,0.575,0.43,0.0,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
5ByAIlEEnxYdvpnezg7HTX,Juicy - 2005 Remaster,302760,77,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,96.063,audio_features,-4.639,1,0.253,0.179,0.782,0.889,0.818,0.47,0.0,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
1xIxMz1sNQ4b6svH1GuTtF,Gimme the Loot - 2005 Remaster,285946,67,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,94.191,audio_features,-8.136,1,0.403,0.178,0.68,0.721,0.662,0.0888,0.0,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
2KFg8kjYy0rYjWsXGhEQHN,Who Shot Ya? - 2005 Remaster,319360,68,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,91.771,audio_features,-5.697,1,0.238,0.494,0.6,0.831,0.682,0.256,0.0,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
2bXI4Rbw1D7aVeHWLjn1Lb,Machine Gun Funk - 2005 Remaster,255893,66,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,93.725,audio_features,-5.325,0,0.3,0.0901,0.305,0.841,0.738,0.102,0.0235,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
33rsCCLHklTQav9klbpnAi,Warning - 2005 Remaster,220440,64,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,171.919,audio_features,-7.582,0,0.476,0.136,0.399,0.596,0.791,0.345,1.42e-05,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
4dTtYVQzlwBMpVyQ4h3wy2,The What - 2005 Remaster,237480,59,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,173.163,audio_features,-8.244,1,0.411,0.106,0.711,0.622,0.714,0.191,0.0,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
3bOvAqhaZNSWpGVIvHEx8B,Everyday Struggle - 2005 Remaster,319320,60,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,96.145,audio_features,-6.455,0,0.265,0.117,0.449,0.913,0.712,0.0643,0.00176,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
61fT12l0R16DiB9dd4zkfy,Just Playing (Dreams) - 2005 Remaster,163480,59,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,177.669,audio_features,-5.007,0,0.37,0.118,0.674,0.773,0.668,0.5,0.0,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
3UQAKY0SUEonxneROvv4jy,Ready to Die - 2005 Remaster,264546,58,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,84.991,audio_features,-5.713,1,0.31,0.487,0.504,0.727,0.831,0.0632,3.63e-05,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
7hdOchAKFm6FwzyevcQ56y,Things Done Changed - 2005 Remaster,238106,55,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,90.908,audio_features,-6.94,1,0.253,0.0726,0.127,0.743,0.63,0.0241,2.69e-06,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
5k8VqtBhkbAYakV5ZEFYNo,Suicidal Thoughts - 2005 Remaster,170213,55,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,78.61,audio_features,-10.171,0,0.425,0.091,0.0956,0.604,0.501,0.466,9.09e-06,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
4heC6SnTBxTZZDef4AIBOk,Unbelievable - 2005 Remaster,223720,54,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,182.884,audio_features,-7.705,0,0.245,0.277,0.786,0.749,0.788,0.181,0.00202,1994-09-13,77,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
00t7QTffOR3SA3L1BvSQVq,Suicidal Thoughts - 2005 Remaster,170213,69,5me0Irg2ANcsgc93uaYrpb,2ymwUMeW3BySLhKNp8UQZ3,78.61,audio_features,-10.171,0,0.425,0.091,0.0956,0.604,0.501,0.466,9.09e-06,1994-09-13,59,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
355RUwXtdecClzxv1zU98n,Juicy - 2005 Remaster,286000,59,5me0Irg2ANcsgc93uaYrpb,2yiX02xQ3Qo2fDXbfEQeS3,97.434,audio_features,-4.547,1,0.28,0.0591,0.598,0.902,0.756,0.417,0.0,1994-09-13,50,1994,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
4GIsskMpViPkt0uzPJTJSp,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",286186,70,5me0Irg2ANcsgc93uaYrpb,2M6rjUsC2T3KJ8Ku2uTTQG,106.328,audio_features,-7.041,1,0.141,0.282,0.645,0.833,0.628,0.0949,1.6e-06,2005-12-13,66,2005,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
2FaEEdFTp6Ub0oojqjpSif,Hold Ya Head (feat. Bob Marley),165746,66,5me0Irg2ANcsgc93uaYrpb,2M6rjUsC2T3KJ8Ku2uTTQG,79.94,audio_features,-6.862,1,0.246,0.482,0.292,0.719,0.556,0.0912,1.15e-05,2005-12-13,66,2005,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
6Tsu3OsuMz4KEGKbOYd6A0,Hypnotize - 2007 Remaster,230000,73,5me0Irg2ANcsgc93uaYrpb,5XqEf16OrHdmMoNS1b6WDg,93.944,audio_features,-4.384,1,0.275,0.292,0.632,0.895,0.694,0.176,0.0,2007-03-05,71,2007,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
63BcfK6YAzJYeISaTPr6IO,Big Poppa - 2007 Remaster,249866,72,5me0Irg2ANcsgc93uaYrpb,5XqEf16OrHdmMoNS1b6WDg,84.5,audio_features,-5.249,0,0.278,0.0506,0.798,0.765,0.671,0.344,0.0,2007-03-05,71,2007,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
7fXhkARAtS66kxexMIAx8O,One More Chance / Stay with Me - Remix; 2007 Remaster,268706,65,5me0Irg2ANcsgc93uaYrpb,5XqEf16OrHdmMoNS1b6WDg,90.964,audio_features,-6.037,1,0.224,0.127,0.695,0.725,0.68,0.149,0.0,2007-03-05,71,2007,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
3PA9dH8cT0wR5UW4XkC44Y,Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,274440,66,5me0Irg2ANcsgc93uaYrpb,5XqEf16OrHdmMoNS1b6WDg,91.153,audio_features,-4.32,1,0.294,0.171,0.912,0.711,0.871,0.398,1.69e-06,2007-03-05,71,2007,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
1ozdRCYFVt8Ui0dba1520D,Notorious Thugs (feat. Bone Thugs-n-Harmony) - 2007 Remaster,367226,62,5me0Irg2ANcsgc93uaYrpb,5XqEf16OrHdmMoNS1b6WDg,154.875,audio_features,-6.315,0,0.169,0.176,0.654,0.738,0.782,0.143,6.4e-06,2007-03-05,71,2007,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
2b7FqlHc3JrzlYtGEkzq22,Juicy - 2007 Remaster,301466,61,5me0Irg2ANcsgc93uaYrpb,5XqEf16OrHdmMoNS1b6WDg,96.067,audio_features,-4.645,1,0.256,0.146,0.79,0.873,0.816,0.483,0.0,2007-03-05,71,2007,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",74
6VoIBz0VhCyz7OdEoRYDiA,Say It Ain't So,258826,78,3jOstUTkEu2JkjvRdBA5Gu,1xpGyKyV26uPstk1Elgp9Q,151.779,audio_features,-7.136,1,0.0352,0.07,0.453,0.634,0.551,0.00737,1.82e-05,1994-05-10,73,1994,"alternative rock, modern power pop, modern rock, permanent wave, rock",70
3mwvKOyMmG77zZRunnxp9E,Buddy Holly,159226,76,3jOstUTkEu2JkjvRdBA5Gu,1xpGyKyV26uPstk1Elgp9Q,121.138,audio_features,-4.606,1,0.0367,0.117,0.771,0.556,0.92,0.00271,0.00021,1994-05-10,73,1994,"alternative rock, modern power pop, modern rock, permanent wave, rock",70
5WhtlIoxoZrMmuaWWEQhwV,Undone - The Sweater Song,305533,72,3jOstUTkEu2JkjvRdBA5Gu,1xpGyKyV26uPstk1Elgp9Q,80.184,audio_features,-6.682,1,0.0296,0.0679,0.579,0.457,0.618,0.00114,0.00257,1994-05-10,73,1994,"alternative rock, modern power pop, modern rock, permanent wave, rock",70
4nzyOwogJuWn1s6QuGFZ6w,My Name Is Jonas,204293,63,3jOstUTkEu2JkjvRdBA5Gu,1xpGyKyV26uPstk1Elgp9Q,186.186,audio_features,-5.247,1,0.0449,0.276,0.58,0.295,0.94,0.00021,0.00106,1994-05-10,73,1994,"alternative rock, modern power pop, modern rock, permanent wave, rock",70
3DkHNCA4QRBQgTzF2T18hm,Only In Dreams,479066,58,3jOstUTkEu2JkjvRdBA5Gu,1xpGyKyV26uPstk1Elgp9Q,78.049,audio_features,-9.051,1,0.0261,0.111,0.403,0.507,0.535,0.00215,0.495,1994-05-10,73,1994,"alternative rock, modern power pop, modern rock, permanent wave, rock",70
