song_id,song_name,song_duration,song_popularity,artist_id,album_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness,album_release_date,album_popularity,Year,artist_genres,artist_popularity
0IHrQNuGVj2c3dBwyw2lNC,Enséñame,189440,56,4EEZg8R3dxbTCCQ1DVWtHg,6wrBXd8mUK0dp3yMM29kWK,176.093,audio_features,-3.528,1,0.0311,0.078,0.622,0.516,0.628,0.389,0.0,1996-01-01,64,1996,"banda, grupera, musica mexicana, norteno, tejano",61
1tg7ZzCAkjDNENdWL7WuIr,Ojalá Te Animes,180560,61,4EEZg8R3dxbTCCQ1DVWtHg,4v2fdmkaVrrT0eYhy2ix3a,174.216,audio_features,-7.639,1,0.0664,0.0227,0.971,0.821,0.785,0.0577,0.0,2005-01-01,51,2005,"banda, grupera, musica mexicana, norteno, tejano",61
02ZdZqhpfrPnxwyakXgxB8,Lump,134200,73,1lZvg4fNAqHoj6I9N8naBM,7qh8188T5LB7bdCBlk6SO1,142.398,audio_features,-3.917,1,0.0337,0.177,0.907,0.507,0.882,0.0053,0.0,1995-01-01,66,1995,"alternative rock, grunge, pop rock",55
5huLMzIzFEdVcvEzt2hfk1,Peaches,171693,68,1lZvg4fNAqHoj6I9N8naBM,7qh8188T5LB7bdCBlk6SO1,93.77,audio_features,-4.198,1,0.0453,0.049,0.624,0.414,0.853,0.0181,0.0012,1995-01-01,66,1995,"alternative rock, grunge, pop rock",55
3AzL0SfUohWpceHzVV1R6W,Kick Out the Jams,86266,54,1lZvg4fNAqHoj6I9N8naBM,7qh8188T5LB7bdCBlk6SO1,172.783,audio_features,-3.736,1,0.0995,0.0623,0.861,0.436,0.965,0.000172,0.786,1995-01-01,66,1995,"alternative rock, grunge, pop rock",55
2hMhWwz82LOuFwMxcyvQG5,Kitty,203133,52,1lZvg4fNAqHoj6I9N8naBM,7qh8188T5LB7bdCBlk6SO1,185.025,audio_features,-5.92,1,0.37,0.0544,0.58,0.438,0.788,0.0907,0.0,1995-01-01,66,1995,"alternative rock, grunge, pop rock",55
7wck5ORA8dJB8To9rc10gi,Video Killed The Radio Star,202733,50,1lZvg4fNAqHoj6I9N8naBM,0Uc9upHhvAJm9sBZ5eclhd,140.719,audio_features,-6.868,1,0.0579,0.102,0.741,0.579,0.713,0.184,0.0,1998-02-12,41,1998,"alternative rock, grunge, pop rock",55
4vDBJeeQCbhP9FaPPMsYkY,Give Me One Reason,268333,74,7oPgCQqMMXEXrNau5vxYZP,3XsOzkIBoHsxZ7jP3QF2oB,100.22,audio_features,-10.016,1,0.0331,0.108,0.602,0.608,0.419,0.602,7.58e-06,1995-10-31,64,1995,"folk, lilith, singer-songwriter, women's music",67
2HO2bnoMrpnZUbUqiilLHi,The Promise,327866,62,7oPgCQqMMXEXrNau5vxYZP,3XsOzkIBoHsxZ7jP3QF2oB,141.397,audio_features,-17.234,1,0.0318,0.0951,0.36,0.496,0.0975,0.703,0.000714,1995-10-31,64,1995,"folk, lilith, singer-songwriter, women's music",67
6uQKuonTU8VKBz5SHZuQXD,This Is How We Do It,238800,68,0iVrCROxeyon7MZUW3MfzT,4GZFWGyRE8SfRw8wEu3WoL,103.649,audio_features,-9.374,1,0.0812,0.43,0.773,0.799,0.623,0.0141,0.0,1995-01-01,57,1995,"contemporary r&b, hip pop, new jack swing, r&b, urban contemporary",55
1poBO3pO6fkqPYG6n8J5cX,This Is How We Do It,277293,61,0iVrCROxeyon7MZUW3MfzT,6VTrm81s50qmidaYI6EjiQ,103.648,audio_features,-9.86,1,0.12,0.523,0.788,0.775,0.606,0.042,0.0,1995-01-01,50,1995,"contemporary r&b, hip pop, new jack swing, r&b, urban contemporary",55
7jIujRjK5JKNrMCcAvYUTN,Keep Their Heads Ringin',305573,68,6DPYiyq5kWVQS4RGwxzPC7,28jbQJCBOGrZHnrkTb6uw5,90.575,audio_features,-4.238,0,0.0956,0.159,0.238,0.672,0.777,0.0379,0.00141,1995-04-11,58,1995,"g funk, gangster rap, hip hop, rap, west coast rap",77
7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,222293,82,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,133.974,audio_features,-1.299,1,0.0774,0.163,0.621,0.924,0.74,0.0827,0.0,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
503OTo2dSqe7qk76rgsbep,Still D.R.E.,270586,85,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,93.431,audio_features,-3.323,1,0.234,0.0543,0.527,0.816,0.775,0.16,0.00031,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
4LwU4Vp6od3Sb08CsP99GC,The Next Episode,161506,82,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,95.295,audio_features,-2.429,0,0.27,0.0856,0.309,0.922,0.909,0.0281,0.0,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
1SWVDBtw6h3tm9OehOkDhv,What's The Difference,244200,78,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,91.921,audio_features,-0.14,0,0.25,0.148,0.77,0.772,0.821,0.223,0.0,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
0Ed7MeXx64f6OcIuoTRCg1,Xxplosive,215200,73,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,168.96,audio_features,-4.361,1,0.116,0.139,0.929,0.765,0.88,0.176,1e-05,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
1iQ5E4z6CJ38dIzvMI9Wdo,The Watcher,206546,73,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,97.582,audio_features,-3.488,1,0.207,0.264,0.517,0.939,0.486,0.172,0.0,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
4FI0rdztOAYJZMupujL5Gp,Fuck You,205453,65,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,92.236,audio_features,-3.764,1,0.431,0.121,0.756,0.876,0.573,0.294,0.0,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
0EZMXJMWf0tLKRWwCiA6Sx,Let's Get High,147426,60,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,99.375,audio_features,-2.795,0,0.331,0.0903,0.498,0.905,0.85,0.055,0.0,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
2sXaZphe2LlqAyZVKvHbU1,Bang Bang,222320,63,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,95.323,audio_features,-2.435,0,0.138,0.102,0.788,0.865,0.884,0.121,2.31e-06,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
2BMRUAA1oTc7e9JPlr6xbZ,Big Ego's,238306,60,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,88.69,audio_features,-1.257,0,0.223,0.2,0.524,0.827,0.81,0.57,1.28e-05,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
6WgxXdBZrtdQFGBcxQxpiv,The Message,304026,61,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,82.448,audio_features,-4.008,0,0.0754,0.123,0.791,0.711,0.608,0.0446,7.56e-05,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
0zkE78jc1kjLXrTYd9ZxpO,Murder Ink,148293,56,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,88.152,audio_features,-1.157,0,0.274,0.503,0.838,0.781,0.898,0.0234,2.79e-05,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
5XkeTGKcCkGF8l6fA9YpsS,Bitch Niggaz,253560,56,6DPYiyq5kWVQS4RGwxzPC7,7q2B4M5EiBkqrlsNW8lB7N,75.888,audio_features,-1.454,0,0.395,0.277,0.61,0.695,0.717,0.359,0.0,1999-11-16,82,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
5ddME3ojStqcg5IAMpqv5n,Still D.R.E.,270560,55,6DPYiyq5kWVQS4RGwxzPC7,4zAy084VKE74mjySXPMlaW,93.458,audio_features,-2.769,1,0.253,0.0697,0.51,0.813,0.827,0.197,7e-05,1999-11-16,53,1999,"g funk, gangster rap, hip hop, rap, west coast rap",77
1U8Ho1nOzKXYDvfigOuHG4,Kush - Main,235120,66,6DPYiyq5kWVQS4RGwxzPC7,7r3ZRX5UIxKteuTMu7vL7B,94.968,audio_features,-6.217,1,0.111,0.105,0.375,0.444,0.866,0.000622,4.72e-05,2010-11-18,54,2010,"g funk, gangster rap, hip hop, rap, west coast rap",77
70ATm56tH7OrQ1zurYssz0,I Need A Doctor,283733,72,6DPYiyq5kWVQS4RGwxzPC7,45IcnOlgrZDKNwwbNO7CAn,155.826,audio_features,-4.521,1,0.452,0.306,0.397,0.594,0.946,0.0869,0.0,2011-02-01,61,2011,"g funk, gangster rap, hip hop, rap, west coast rap",77
6DoXuH326aAYEN8CnlLmhP,7 Words,223893,71,6Ghvu1VvMGScGpOUJBAHNH,30YN03R4Bjl8Qwz8wPRoXG,125.459,audio_features,-6.13,1,0.0945,0.123,0.53,0.431,0.906,0.0001,0.0001,1995-09-29,67,1995,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
0PicuPCfXDJyyRtOR1ukGW,Bored,245973,67,6Ghvu1VvMGScGpOUJBAHNH,30YN03R4Bjl8Qwz8wPRoXG,79.863,audio_features,-6.951,1,0.035,0.198,0.314,0.365,0.538,0.00039,0.0869,1995-09-29,67,1995,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
5vVKkF3xih38Vcoo4HgAo8,Engine No. 9,204880,66,6Ghvu1VvMGScGpOUJBAHNH,30YN03R4Bjl8Qwz8wPRoXG,93.744,audio_features,-5.13,1,0.178,0.386,0.382,0.358,0.981,9.3e-05,0.000193,1995-09-29,67,1995,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
2jkZB94i573H134wKmsw2y,Root,220826,61,6Ghvu1VvMGScGpOUJBAHNH,30YN03R4Bjl8Qwz8wPRoXG,91.303,audio_features,-7.812,1,0.0518,0.386,0.549,0.27,0.837,0.000454,0.00384,1995-09-29,67,1995,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
4Bj9dhsxbIwrblcmBs9BpZ,One Weak,268973,58,6Ghvu1VvMGScGpOUJBAHNH,30YN03R4Bjl8Qwz8wPRoXG,153.325,audio_features,-7.565,0,0.06,0.115,0.496,0.274,0.658,0.00148,0.0276,1995-09-29,67,1995,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
5zFalOg043nNnRYtU7TS1T,Minus Blindfold,244293,57,6Ghvu1VvMGScGpOUJBAHNH,30YN03R4Bjl8Qwz8wPRoXG,146.9,audio_features,-6.947,1,0.064,0.272,0.56,0.457,0.873,0.000498,0.0607,1995-09-29,67,1995,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
5JspPZ5QoUxVmhefk0UVgB,Nosebleed,266000,53,6Ghvu1VvMGScGpOUJBAHNH,30YN03R4Bjl8Qwz8wPRoXG,170.218,audio_features,-7.797,0,0.0643,0.241,0.568,0.278,0.838,6.9e-05,0.053,1995-09-29,67,1995,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
0gWVilx5PbHEf0zrpp1TmQ,Birthmark,258466,51,6Ghvu1VvMGScGpOUJBAHNH,30YN03R4Bjl8Qwz8wPRoXG,135.084,audio_features,-7.003,0,0.0375,0.0927,0.115,0.302,0.749,5.49e-05,0.265,1995-09-29,67,1995,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
51c94ac31swyDQj9B3Lzs3,Change (In the House of Flies),299533,81,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,141.581,audio_features,-4.647,0,0.0854,0.118,0.179,0.269,0.853,0.000249,0.000246,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
2jSJm3Gv6GLxduWLenmjKS,Digital Bath,255373,71,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,92.966,audio_features,-4.938,0,0.0824,0.0936,0.504,0.338,0.859,0.00122,0.211,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
7IoK6jZBxY7NMoQPoPXZCF,Passenger,368666,68,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,117.987,audio_features,-6.152,1,0.0551,0.145,0.223,0.345,0.797,0.00188,0.0668,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
42Kv1RoTAm09FeytxiuZIB,Knife Prty,289200,65,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,74.483,audio_features,-3.897,0,0.0446,0.137,0.118,0.295,0.883,0.00025,0.0234,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
6HgrJfzfj9WRBABdussy8z,Rx Queen,268026,62,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,143.155,audio_features,-6.596,1,0.0457,0.171,0.548,0.571,0.919,0.000106,0.274,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
0Qrb3L8JgreLBW8g4qyan9,Back to School (Mini Maggit),237360,64,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,85.117,audio_features,-3.022,1,0.107,0.0924,0.256,0.3,0.986,0.000386,0.000136,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
0FrT8a39eo6siL1yIxVGTP,Pink Maggit,453226,59,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,89.64,audio_features,-6.622,1,0.048,0.11,0.0362,0.144,0.668,0.00633,0.308,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
0FpYnuKYFJXHAmHbS1CycY,Feiticeira,189760,57,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,153.186,audio_features,-4.692,1,0.26,0.288,0.114,0.196,0.97,0.000404,0.0631,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
5qNr7GnEmD3zA2oQTAdI3a,Street Carp,161600,56,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,161.434,audio_features,-4.112,1,0.0597,0.214,0.503,0.197,0.941,5.89e-05,0.0,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
3jnYlchDDAiLzfkPPy12ig,Elite,241800,56,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,90.877,audio_features,-3.298,0,0.0818,0.321,0.206,0.46,0.992,0.000638,0.866,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
3JVtnUPy4JhlbhQnfzw85l,Teenager,200466,55,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,134.327,audio_features,-10.152,0,0.0979,0.0706,0.771,0.762,0.753,0.445,0.0175,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
7cYKGj2j9AWNwQukTl2Jev,Korea,203600,55,6Ghvu1VvMGScGpOUJBAHNH,5LEXck3kfixFaA3CqVE7bC,88.463,audio_features,-3.645,1,0.0854,0.134,0.149,0.271,0.91,1.51e-05,4.34e-05,2000-05-16,74,2000,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
1gzWd0ILFaCoHUfQSkCIvl,Minerva,257813,65,6Ghvu1VvMGScGpOUJBAHNH,6252G7bGCVijXlqAjtjeDP,124.055,audio_features,-5.518,0,0.0644,0.281,0.0788,0.349,0.934,0.000152,0.623,2003-05-19,63,2003,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
1oTKnx7AgEhA5wUs3Z8rrr,Needles and Pins,203066,64,6Ghvu1VvMGScGpOUJBAHNH,6252G7bGCVijXlqAjtjeDP,140.471,audio_features,-5.153,1,0.0512,0.394,0.624,0.374,0.916,8.64e-06,0.216,2003-05-19,63,2003,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
66ace8nbTVjgHTed107cDn,Bloody Cape,215626,59,6Ghvu1VvMGScGpOUJBAHNH,6252G7bGCVijXlqAjtjeDP,96.243,audio_features,-5.067,1,0.0649,0.349,0.422,0.431,0.947,2.69e-05,0.794,2003-05-19,63,2003,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
2xgvuJvwjnaJHFHb66E3nq,Hexagram,250893,57,6Ghvu1VvMGScGpOUJBAHNH,6252G7bGCVijXlqAjtjeDP,97.502,audio_features,-4.393,1,0.078,0.0921,0.236,0.224,0.967,8.18e-05,0.769,2003-05-19,63,2003,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
09QuitJuAP87RoBSpiCXPs,Deathblow,328173,56,6Ghvu1VvMGScGpOUJBAHNH,6252G7bGCVijXlqAjtjeDP,128.064,audio_features,-6.099,0,0.0284,0.121,0.383,0.556,0.689,0.00173,0.536,2003-05-19,63,2003,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
2ouqll9zsD2cjcGUfgtInW,Battle-axe,301866,56,6Ghvu1VvMGScGpOUJBAHNH,6252G7bGCVijXlqAjtjeDP,130.008,audio_features,-4.894,1,0.0588,0.143,0.244,0.379,0.919,5.02e-06,0.717,2003-05-19,63,2003,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
70L6nHORQsblY813yNqUR3,Cherry Waves,317706,78,6Ghvu1VvMGScGpOUJBAHNH,4ilqDlqD37nilewk9x8tyZ,124.01,audio_features,-3.663,1,0.0537,0.142,0.17,0.47,0.859,0.000362,0.00691,2006-10-25,71,2006,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
2ASygm7048ssav4ekbehPS,Beware,360666,70,6Ghvu1VvMGScGpOUJBAHNH,4ilqDlqD37nilewk9x8tyZ,145.156,audio_features,-5.393,1,0.0375,0.137,0.1,0.265,0.714,0.000129,0.432,2006-10-25,71,2006,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
5Bpc360LNUScK53FrM8nvB,Hole in the Earth,249320,67,6Ghvu1VvMGScGpOUJBAHNH,4ilqDlqD37nilewk9x8tyZ,205.784,audio_features,-3.944,0,0.206,0.349,0.304,0.139,0.937,5.39e-05,0.0572,2006-10-25,71,2006,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
5hxcxipGOjgTzrPOkfsyyS,Xerces,221800,64,6Ghvu1VvMGScGpOUJBAHNH,4ilqDlqD37nilewk9x8tyZ,120.041,audio_features,-5.267,0,0.0346,0.469,0.252,0.547,0.736,0.000598,0.25,2006-10-25,71,2006,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
4m8wPzkI1y0sUdqEh4A7fq,Kimdracula,194306,63,6Ghvu1VvMGScGpOUJBAHNH,4ilqDlqD37nilewk9x8tyZ,154.108,audio_features,-3.829,0,0.049,0.284,0.467,0.293,0.831,1.18e-05,0.142,2006-10-25,71,2006,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
7vfUhnW7qDtkFId4GJnvtA,Mein,238040,59,6Ghvu1VvMGScGpOUJBAHNH,4ilqDlqD37nilewk9x8tyZ,124.99,audio_features,-2.746,1,0.0515,0.0763,0.239,0.428,0.932,8.47e-06,0.574,2006-10-25,71,2006,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
7MMr2rAbKCecToZUbDAQg9,Beauty School,287840,57,6Ghvu1VvMGScGpOUJBAHNH,4RQnFSkkZlA65Xxchhnaha,106.448,audio_features,-5.968,0,0.0589,0.228,0.204,0.397,0.9,5.9e-05,0.024,2010-04-23,55,2010,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
4HpIh5wWfkq5sSuCLLSwYR,Please Please Please Let Me Get What I Want - 2005 Remaster,124173,67,6Ghvu1VvMGScGpOUJBAHNH,7rLUzHOq0d0mRGGEIqKfli,190.747,audio_features,-4.645,1,0.0613,0.136,0.149,0.111,0.843,4.02e-06,0.409,2011-04-16,61,2011,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
2HrgY8IeC2nE5Hrr17jIii,Sleep Walk,150680,63,6Ghvu1VvMGScGpOUJBAHNH,7rLUzHOq0d0mRGGEIqKfli,111.556,audio_features,-12.292,1,0.034,0.114,0.21,0.308,0.337,0.796,0.91,2011-04-16,61,2011,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
4FEr6dIdH6EqLKR0jB560J,Rosemary,413346,75,6Ghvu1VvMGScGpOUJBAHNH,4PIVdqvL1Rc7T7Vfsr8n8Q,126.628,audio_features,-6.412,1,0.0421,0.114,0.0772,0.285,0.613,0.0185,0.1,2012-11-09,70,2012,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
4bLCPfBLKlqiONo6TALTh5,Entombed,299240,70,6Ghvu1VvMGScGpOUJBAHNH,4PIVdqvL1Rc7T7Vfsr8n8Q,130.055,audio_features,-3.882,1,0.0375,0.366,0.167,0.399,0.753,0.00593,0.128,2012-11-09,70,2012,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
2OUR8g12h5qsGDs1v5lqvp,Swerve City,164986,64,6Ghvu1VvMGScGpOUJBAHNH,4PIVdqvL1Rc7T7Vfsr8n8Q,111.972,audio_features,-2.963,1,0.0656,0.67,0.372,0.457,0.964,0.0001,0.00811,2012-11-09,70,2012,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
23ZfYXdy2deoaf4u1XObHZ,Romantic Dreams,278106,61,6Ghvu1VvMGScGpOUJBAHNH,4PIVdqvL1Rc7T7Vfsr8n8Q,78.875,audio_features,-4.143,0,0.151,0.654,0.27,0.152,0.959,1.49e-05,4.83e-05,2012-11-09,70,2012,"alternative metal, nu metal, rap metal, rock, sacramento indie",75
2stkLJ0JNcXkIRDNF3ld6c,You've Got a Friend in Me,124160,71,3HQyFCFFfJO3KKBlUfZsyW,47OFnLtLVi5WrPYNXAwFGh,115.835,audio_features,-12.134,0,0.0307,0.285,0.471,0.689,0.333,0.817,5.13e-06,1995-01-01,62,1995,"movie tunes, singer-songwriter",57
5JypFayfT1V5OG4xJ8q7jK,Strange Things,198586,54,3HQyFCFFfJO3KKBlUfZsyW,47OFnLtLVi5WrPYNXAwFGh,135.516,audio_features,-11.079,1,0.0307,0.29,0.685,0.544,0.533,0.153,0.00444,1995-01-01,62,1995,"movie tunes, singer-songwriter",57
5e0O7MjhNHq9G67qDFM8nR,"Monsters, Inc.",126386,58,3HQyFCFFfJO3KKBlUfZsyW,7hguux6E8wOGlNsKnZB6Sz,109.972,audio_features,-8.353,1,0.029,0.136,0.847,0.68,0.465,0.743,0.676,2001-01-01,55,2001,"movie tunes, singer-songwriter",57
3LklW07tvdx2AHsgfi1Mng,I Wish,249293,66,55Pp4Ns5VfTSFsBraW7MQy,34hLOvajp6WQOGlt6CNLSA,97.885,audio_features,-7.146,1,0.147,0.38,0.572,0.669,0.809,0.00137,0.0,1995-09-02,55,1995,west coast rap,49
0QMHVTnrFTQJoaqmkdsKhT,I Wish - Radio Edit,252306,67,55Pp4Ns5VfTSFsBraW7MQy,74QhQQa0lhpkOSrz9HXWyE,97.877,audio_features,-10.139,1,0.157,0.26,0.573,0.715,0.738,0.00826,0.0,1995-08-08,55,1995,west coast rap,49
1G8jae4jD8mwkXdodqHsBM,Name,270000,68,2sil8z5kiy4r76CRTXxBCA,1JjGR7DtSA3aRpG99KbhxJ,73.97,audio_features,-5.943,1,0.0341,0.0766,0.407,0.464,0.701,0.0691,0.00182,1995-03-10,58,1995,"neo mellow, permanent wave, pop rock, post-grunge",69
1J307YEKcn9pH7QT5fXTLt,Long Way Down,208506,51,2sil8z5kiy4r76CRTXxBCA,1JjGR7DtSA3aRpG99KbhxJ,168.49,audio_features,-6.033,0,0.104,0.15,0.462,0.326,0.926,0.00105,0.0,1995-03-10,58,1995,"neo mellow, permanent wave, pop rock, post-grunge",69
6Qyc6fS4DsZjB2mRW9DsQs,Iris,289533,87,2sil8z5kiy4r76CRTXxBCA,4UMjBXcRqIgMZ1XumU2x5T,155.925,audio_features,-8.072,0,0.0362,0.0942,0.497,0.315,0.715,0.00125,7.97e-06,1998-09-11,77,1998,"neo mellow, permanent wave, pop rock, post-grunge",69
0nnwn7LWHCAu09jfuH1xTA,Slide,212066,74,2sil8z5kiy4r76CRTXxBCA,4UMjBXcRqIgMZ1XumU2x5T,112.423,audio_features,-4.476,1,0.0374,0.0404,0.481,0.395,0.843,0.00483,0.0,1998-09-11,77,1998,"neo mellow, permanent wave, pop rock, post-grunge",69
5zmaypMaWb21FUGBxbw8hT,Black Balloon,249533,63,2sil8z5kiy4r76CRTXxBCA,4UMjBXcRqIgMZ1XumU2x5T,104.68,audio_features,-8.57,1,0.028,0.229,0.334,0.339,0.625,0.057,0.000102,1998-09-11,77,1998,"neo mellow, permanent wave, pop rock, post-grunge",69
1RC9slv335IfLce5vt9KTW,Acoustic #3,116573,59,2sil8z5kiy4r76CRTXxBCA,4UMjBXcRqIgMZ1XumU2x5T,125.753,audio_features,-11.617,1,0.0291,0.175,0.714,0.554,0.38,0.37,1.99e-05,1998-09-11,77,1998,"neo mellow, permanent wave, pop rock, post-grunge",69
0RZuCBV900eNA2FXCQ3uUM,Broadway,238533,55,2sil8z5kiy4r76CRTXxBCA,4UMjBXcRqIgMZ1XumU2x5T,132.791,audio_features,-5.704,1,0.0424,0.0852,0.757,0.527,0.878,0.000555,0.0,1998-09-11,77,1998,"neo mellow, permanent wave, pop rock, post-grunge",69
5fIrBv7PrI2MBcktQOcmpI,Sympathy,178146,64,2sil8z5kiy4r76CRTXxBCA,740t2GhGBLY6qIPRNhSo9M,129.556,audio_features,-5.757,1,0.0283,0.123,0.569,0.546,0.631,0.25,0.0,2002-04-08,57,2002,"neo mellow, permanent wave, pop rock, post-grunge",69
4KqTGPPmXowMPEoShSVOta,Here Is Gone,238173,59,2sil8z5kiy4r76CRTXxBCA,740t2GhGBLY6qIPRNhSo9M,102.192,audio_features,-5.178,1,0.0322,0.109,0.221,0.338,0.685,0.00052,0.000512,2002-04-08,57,2002,"neo mellow, permanent wave, pop rock, post-grunge",69
6vrUTGn5p8IrfTZ0J6sIVM,Iris,289906,76,2sil8z5kiy4r76CRTXxBCA,0UccZZgelTAbbk3OSPZymO,155.667,audio_features,-5.683,0,0.0363,0.0811,0.513,0.291,0.79,0.00133,5.61e-06,2007-11-06,65,2007,"neo mellow, permanent wave, pop rock, post-grunge",69
53oWwSxPuyH2cjYKXH8fgO,Get Money,274937,66,3r0OeTcOw37N9juMYyyw39,02GVhWjMuoQBQUtNhjWsnG,91.224,audio_features,-5.835,0,0.284,0.251,0.899,0.736,0.828,0.477,0.0,1995-08-15,55,1995,"dirty south rap, east coast hip hop",50
2lp8xjq0WTm3HZKHuDEweg,Tell Me,236066,68,7opRqRgF9lvnVraBFCMvIj,0VVegiriO1eyyfOKrLmxtc,93.059,audio_features,-10.849,0,0.0634,0.0667,0.888,0.8,0.362,0.035,3.99e-06,1995-07-25,57,1995,"contemporary r&b, new jack swing",46
