song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness,year
24qj0Qd0qjiqJlejTIA6ik,78.992,audio_features,-5.013,1,0.22,0.09,0.253,0.714,0.689,0.0144,0.0,1998
27AG99NmWMFLRoyZMMPNW2,145.84,audio_features,-4.084,1,0.0311,0.14,0.267,0.342,0.613,0.705,0.0,1998
5wQPzPYb5vE6OLWFFats8U,102.665,audio_features,-8.734,0,0.0422,0.0656,0.935,0.841,0.67,0.425,0.000276,1998
6jSOQzZ92aPKN0p2m09y2n,92.145,audio_features,-17.809,1,0.0288,0.105,0.199,0.407,0.0944,0.992,0.611,1998
6iXcPsToMyTheci6e1L2ya,84.121,audio_features,-6.096,1,0.074,0.115,0.34,0.778,0.568,0.368,0.0,1998
5nXQHx4yYKsZqrm7y4bj03,96.955,audio_features,-9.452,1,0.0641,0.123,0.642,0.856,0.472,0.14,0.0,1998
4sf4Lq52b2iCoAgpge7a9g,165.77,audio_features,-4.365,1,0.0951,0.105,0.845,0.421,0.943,0.0741,6.68e-05,1998
0Rg5tIACULED7Jv2sEzWSd,132.741,audio_features,-7.336,1,0.0273,0.176,0.182,0.547,0.373,0.504,0.0,1998
5omgFpiMt1CGHjQGfkwzvz,145.751,audio_features,-15.522,1,0.033,0.104,0.742,0.715,0.358,0.743,0.0133,1998
7rAKlP1M9qDfYImf6VYnEI,170.446,audio_features,-8.765,1,0.0668,0.323,0.948,0.703,0.76,0.202,6.14e-06,1998
4zetUxeSCCDwrr1jJT0SuD,125.132,audio_features,-13.111,1,0.0294,0.11,0.411,0.57,0.398,0.43,0.00638,1998
6BJTagJUFeUxHpVWxTmatw,113.475,audio_features,-6.374,1,0.031,0.155,0.565,0.634,0.796,0.0427,0.0309,1998
4KqOiOYOS9ufuOlzdh1kJ5,162.049,audio_features,-6.254,1,0.0477,0.364,0.772,0.431,0.487,0.417,3.5e-06,1998
0kyM6MaS573Gt9Yna1rsqd,94.352,audio_features,-8.609,1,0.0759,0.0723,0.919,0.625,0.815,0.275,0.0288,1998
0JyfYLKuXRmPhMkIPVstu5,94.744,audio_features,-4.429,0,0.239,0.4,0.542,0.721,0.723,0.0101,0.00108,1998
60SskFg8mhPrzBLLZJ1BK7,88.166,audio_features,-8.724,1,0.0313,0.285,0.211,0.296,0.421,0.000658,0.931,1998
3ka86fe6ZwFyCAYE4O0A6S,74.192,audio_features,-8.632,1,0.0288,0.185,0.347,0.596,0.496,0.424,5.58e-05,1998
1pZbQrvzJExLxvhYcrsYdG,108.946,audio_features,-10.113,1,0.027,0.0804,0.384,0.66,0.34,0.54,0.0,1998
2iKtCnQnLVuYyrqhhz15Uz,203.059,audio_features,-6.441,1,0.124,0.0568,0.772,0.542,0.664,0.0445,6.48e-05,1998
2B44GIBurvsKCiNb34Xrnj,137.979,audio_features,-10.31,1,0.0292,0.0524,0.308,0.666,0.566,0.0882,0.0695,1998
14Ai4sTxWbQpNymhpQKuES,90.945,audio_features,-7.076,1,0.393,0.112,0.745,0.724,0.887,0.134,0.0,1998
6fAgsEWreF327VmKHhKQYf,155.204,audio_features,-9.642,1,0.0596,0.0377,0.926,0.759,0.797,0.338,0.000182,1998
4G8Eu3EDQZYhHPfJMFCv8V,102.592,audio_features,-8.867,0,0.0401,0.117,0.784,0.639,0.679,0.0182,1.08e-05,1998
0FpLfrOyHblbDlHUsrPN1N,116.438,audio_features,-4.507,1,0.0926,0.119,0.519,0.797,0.934,0.204,0.0,1998
2PXnV9PBUGW4v5u6WJpCjG,135.946,audio_features,-6.998,0,0.0535,0.333,0.507,0.492,0.883,0.082,0.917,1998
7tx1TUJrT6qxXFXAELqbev,92.04,audio_features,-6.407,1,0.281,0.138,0.558,0.816,0.597,0.147,0.0,1998
3QkxmJ4tgA7GcoBr60r0Ci,97.206,audio_features,-3.917,1,0.11,0.298,0.682,0.66,0.969,0.152,0.0,1998
2dRsv442SvSRWf6fIu9kCS,156.009,audio_features,-8.522,1,0.0311,0.379,0.886,0.645,0.725,0.327,0.000346,1998
414J8tKHbtF16XOiHGBEso,81.032,audio_features,-10.199,0,0.0366,0.0891,0.504,0.547,0.356,0.954,0.917,1998
7xXy5wG7nUXwCz6zrnwiTI,103.56,audio_features,-9.917,1,0.244,0.245,0.355,0.71,0.714,0.00619,7.11e-05,1998
1XWvnO1jAnW8izUOczEdZu,143.932,audio_features,-9.493,0,0.0339,0.0744,0.495,0.645,0.585,0.37,0.742,1998
7hObovvcbBpXgZHQ9if4WU,115.032,audio_features,-8.694,1,0.038,0.106,0.101,0.623,0.342,0.0134,0.00412,1998
10FLYqpqDN4uo6eWtD6WEB,114.024,audio_features,-15.172,1,0.0662,0.0713,0.96,0.869,0.406,0.447,0.903,1998
3gY25vepRvvspuoAfxCyRO,148.357,audio_features,-3.557,1,0.137,0.317,0.408,0.29,0.937,0.000238,0.0589,1998
2GtgLDMkFr4QL6ZU8uretH,103.008,audio_features,-5.341,1,0.15,0.13,0.818,0.927,0.746,0.112,0.0,1998
7HgkQxxpt8CW8NqUVJF0Eh,111.534,audio_features,-4.462,1,0.038,0.278,0.727,0.497,0.762,0.354,5.89e-05,1998
3CisGh5CyKBDnGtjmsszSo,134.909,audio_features,-5.105,1,0.0352,0.139,0.776,0.703,0.985,0.214,0.918,1998
2bcvooA6HEmVUneEGJnNZD,120.689,audio_features,-7.359,0,0.0368,0.0982,0.606,0.725,0.387,0.527,0.00013,1998
6k5zdQsyk5yHD2vzKgKDBU,84.93,audio_features,-7.692,1,0.0531,0.106,0.74,0.833,0.477,0.413,0.000286,1998
6VXAy172dRoR4S0tn8HhdZ,79.063,audio_features,-4.259,1,0.291,0.275,0.528,0.753,0.833,0.297,0.0,1998
5csdrJ0JtFn0qvwlvSh2EI,97.136,audio_features,-12.129,0,0.0337,0.373,0.723,0.496,0.563,0.000835,0.804,1998
1hqcDw6dKtC8d0ueGsFMWM,143.958,audio_features,-10.836,1,0.0495,0.172,0.967,0.839,0.607,0.345,0.0662,1998
0q90594hk25yo0xZmBTqCd,136.467,audio_features,-8.096,1,0.0289,0.473,0.253,0.433,0.551,0.501,1.77e-06,1998
6xXmjuHS6UbfA3MnGXzHtC,86.953,audio_features,-6.502,0,0.0871,0.175,0.268,0.712,0.794,0.0632,1.48e-06,1998
5NelxeQ8Yd4ytdhdGog8c5,186.947,audio_features,-10.842,1,0.0743,0.134,0.805,0.408,0.518,0.534,0.0,1998
7mYvtEeBdMqRSyj1Qpv6my,81.125,audio_features,-11.241,1,0.291,0.18,0.527,0.727,0.445,0.339,0.0,1998
0CUYFHDVPANZRwa2SQsoWs,147.141,audio_features,-4.67,1,0.0947,0.408,0.81,0.377,0.824,0.00756,0.000446,1998
2l2hVRyIl7LW6YJdNRohhz,80.043,audio_features,-8.905,1,0.0279,0.363,0.91,0.631,0.682,0.263,0.0612,1998
5ka9tzfUYOsFAz6cSUvFX6,91.658,audio_features,-9.938,0,0.43,0.167,0.287,0.759,0.449,0.0112,0.0,1998
07bN8cB9mNxEc8MXZTeIHz,106.403,audio_features,-5.248,0,0.0411,0.0398,0.691,0.881,0.8,0.0234,0.0,1998
31O7SFeM96OU5rxSmArDey,81.861,audio_features,-24.37,0,0.0342,0.1,0.0944,0.188,0.0995,0.994,0.868,1998
4ukiv6Rp5N4tQZSBT9JRLo,101.174,audio_features,-6.531,0,0.038,0.404,0.358,0.509,0.91,8.78e-06,0.102,1998
7p9dd71JR2ucoAuO1Sy0VZ,125.495,audio_features,-6.344,1,0.0341,0.11,0.643,0.546,0.931,0.000299,2.92e-05,1998
4XhzDUvgDIokNmvMtHsmOz,119.471,audio_features,-5.294,1,0.0489,0.687,0.954,0.683,0.883,0.156,3.81e-06,1998
2ik5qJAcmrjbpON5QPxmRr,104.117,audio_features,-10.633,1,0.0366,0.0908,0.881,0.531,0.48,0.256,0.000136,1998
0nqItUdx96RDxP32foWt7H,134.398,audio_features,-7.412,0,0.0368,0.121,0.405,0.345,0.806,0.0172,0.00305,1998
1Cu3MCxugh9oia9betnm8i,199.87,audio_features,-3.749,1,0.344,0.142,0.702,0.335,0.975,0.000222,0.391,1998
24SM5UDYgjEzNUcVu2cURV,82.991,audio_features,-8.136,1,0.0243,0.0935,0.308,0.586,0.477,0.593,0.0,1998
54eTnlQykIMrG7zgX0WgLR,121.503,audio_features,-5.41,0,0.104,0.0559,0.698,0.673,0.563,0.153,0.00356,1998
3b0dX6Q2lxp7OX5lFt0nba,91.982,audio_features,-5.381,1,0.225,0.0714,0.674,0.865,0.841,0.022,0.0,1998
533gQEec1M9rfipUWJq3GP,87.981,audio_features,-4.557,1,0.0479,0.0828,0.581,0.725,0.834,0.474,0.0,1998
69Yia3qCLw6N9U80WhLwLn,79.176,audio_features,-6.293,0,0.0346,0.144,0.347,0.158,0.572,0.000926,0.893,1998
3iZKQU7zgHw2tFuqD7mdqL,96.73,audio_features,-7.726,1,0.246,0.116,0.259,0.79,0.692,0.425,9.42e-06,1998
7nY3NA1AvORewLU3BU7GNX,92.082,audio_features,-9.104,1,0.203,0.108,0.61,0.847,0.689,0.038,3.34e-05,1998
2FaZoB6xQohJKWmq8KlYke,95.838,audio_features,-4.711,1,0.188,0.0419,0.363,0.845,0.921,0.00766,9.77e-06,1998
32F0zqsDgqpIEYApk2b8sr,81.268,audio_features,-6.835,1,0.0701,0.11,0.2,0.348,0.898,0.0367,3.73e-05,1998
2RPhXg9D4JOkryUznL0aaB,97.939,audio_features,-7.41,0,0.142,0.139,0.691,0.808,0.6,0.049,2.36e-05,1998
1VTmlCO0jODdzh0m9i1Q0d,123.982,audio_features,-11.879,1,0.0457,0.0735,0.752,0.626,0.441,0.221,2.4e-06,1998
7ygWc80Ao1nhcV2D6Q3zPa,142.035,audio_features,-5.543,1,0.0358,0.311,0.663,0.594,0.833,0.0848,7.8e-05,1998
51FDXDr71U8e9D7Umn9V6r,78.716,audio_features,-5.465,1,0.0267,0.0796,0.85,0.691,0.656,0.182,3.12e-06,1998
1igWS2rkcWldABqxIaUiHP,112.61,audio_features,-8.861,1,0.0334,0.0787,0.964,0.699,0.495,0.436,0.00235,1998
12Y1GaS44vga0G3rUtjFAY,69.271,audio_features,-11.125,0,0.0341,0.151,0.653,0.356,0.355,0.295,0.000107,1998
1OYI6krxTVn9ctYYBneTwY,140.682,audio_features,-8.245,1,0.0345,0.0765,0.342,0.576,0.495,0.6,2.26e-06,1998
2pOyQcM91HM3tZEiwZCraG,94.334,audio_features,-8.777,0,0.0293,0.188,0.465,0.315,0.306,0.757,0.0,1998
7lMIJ4EFWRVoAIPDpeGyM3,127.999,audio_features,-11.498,0,0.0598,0.466,0.729,0.829,0.965,0.227,0.000122,1998
6EQ4orawx8eo0aXH0pOKLE,107.647,audio_features,-4.801,1,0.295,0.0584,0.528,0.931,0.815,0.221,4.31e-06,1998
4h7KTxO9eS389M2qG3jm6O,159.918,audio_features,-7.937,0,0.0324,0.267,0.0994,0.347,0.741,6.73e-06,0.115,1998
6WdoToI0z5f4A4kbZ3SXoa,114.605,audio_features,-6.443,1,0.0411,0.169,0.465,0.48,0.792,0.00238,0.0,1998
6sEqGYDoVKk88agceDbYGk,133.004,audio_features,-10.102,1,0.0541,0.103,0.031,0.157,0.515,0.152,0.935,1998
1qwxoareNYzR62kM9iK9Ww,79.55,audio_features,-7.982,0,0.103,0.116,0.895,0.721,0.439,0.338,0.000289,1998
3uhJllxR54wXP82uVAJbcg,134.93,audio_features,-11.001,1,0.0447,0.0932,0.969,0.838,0.469,0.141,0.056,1998
5Qynb3I7ZGXKYro6cwT9K0,157.068,audio_features,-8.165,1,0.126,0.0452,0.754,0.639,0.74,0.147,1.43e-05,1998
6tinyeimCbUv1CPuPBBQOH,154.994,audio_features,-3.639,0,0.0514,0.439,0.636,0.499,0.956,0.00441,2.57e-06,1998
5lXX4SAV6HBaVnZ6sUQPNE,88.718,audio_features,-11.498,1,0.0261,0.271,0.449,0.458,0.275,0.944,0.0194,1998
1Pd1zzDTp8G32vnSLWIlbI,159.929,audio_features,-4.352,1,0.0466,0.194,0.757,0.609,0.954,0.0245,8.29e-06,1998
7r3KzVwHtr2iMZtqJvFn9A,93.193,audio_features,-8.168,0,0.191,0.203,0.766,0.667,0.736,0.135,0.0,1998
76709jfVPvKWp7ChPQjCk7,122.501,audio_features,-8.344,1,0.0747,0.151,0.508,0.452,0.755,0.113,0.0,1998
131yybV7A3TmC34a0qE8u8,150.008,audio_features,-5.637,1,0.178,0.0616,0.687,0.794,0.977,0.526,0.00196,1998
3pM7gfel0ho7yVJw4KK5Eq,86.86,audio_features,-10.846,1,0.031,0.123,0.458,0.567,0.509,0.449,0.0684,1998
2R8t1qlB2wMiWwho1u3eYq,182.142,audio_features,-4.84,0,0.0667,0.97,0.581,0.132,0.868,0.000855,0.95,1998
5K4Dl7nz6NSUONT4fl4sJV,120.736,audio_features,-4.64,1,0.0289,0.356,0.82,0.681,0.731,0.192,0.0,1998
3zG1YiTu53KCt8W56psgs2,129.337,audio_features,-4.886,1,0.0758,0.243,0.72,0.636,0.924,0.367,0.0,1998
2prt7Yn1NheVqcNcpoplSp,108.573,audio_features,-5.241,1,0.0824,0.122,0.615,0.538,0.93,0.0993,3.13e-06,1998
5yssJ3vVVA8IlNS2YFYtxW,111.943,audio_features,-8.1,0,0.0273,0.123,0.69,0.79,0.419,0.477,0.0,1998
7IGOGLcMgrcvhgTjoD5yic,154.586,audio_features,-14.394,1,0.0512,0.131,0.394,0.643,0.33,0.983,0.834,1998
5ED4wu4LKC0iNR28iMtAyv,180.24,audio_features,-2.855,1,0.314,0.593,0.677,0.41,0.864,0.044,0.0,1998
2Qq2O47kcBU3FksKmDSiPn,92.966,audio_features,-6.41,1,0.231,0.319,0.357,0.737,0.733,0.138,0.000898,1998
6aN8TKLXGFkELIwJfCWZzi,78.947,audio_features,-7.51,1,0.0801,0.338,0.629,0.579,0.661,0.295,0.000364,1998
4EhRKeEN4RE7AWaI9pWXQ5,99.879,audio_features,-6.456,0,0.0308,0.138,0.924,0.917,0.571,0.0391,0.0116,1998
2zee8Zcesqwnnwliw2Jy8M,87.286,audio_features,-7.715,0,0.0542,0.073,0.63,0.69,0.664,0.000447,0.0343,1998
2PV8oZJo3K3bXENO7FRRtp,142.385,audio_features,-9.89,1,0.0583,0.0759,0.691,0.576,0.83,0.362,0.0118,1998
1mIpDPCehnf3EPk6J4ZCUF,94.092,audio_features,-2.695,1,0.467,0.0915,0.812,0.832,0.738,0.256,1.19e-06,1998
761FhLirwe3hFnJKgHUN8y,99.206,audio_features,-11.451,0,0.0616,0.334,0.966,0.801,0.414,0.101,0.0,1998
5NiFSI8iIDtVm1NCwdYrHS,135.134,audio_features,-6.099,1,0.155,0.075,0.954,0.683,0.885,0.629,0.0,1998
0ecuZefr04QYl0cGpT53Nz,119.509,audio_features,-6.785,1,0.0342,0.138,0.725,0.632,0.742,0.225,0.00115,1998
2yPgZgA0kJSKt2x4dUvTeu,89.854,audio_features,-9.232,1,0.131,0.167,0.929,0.639,0.506,0.348,1.15e-06,1998
2awJPHamaNQY8a1davj5k4,193.27,audio_features,-11.681,1,0.155,0.281,0.849,0.595,0.531,0.163,0.0,1998
5CQmmcGVX9L0NOOkLR6uve,119.115,audio_features,-6.546,0,0.0293,0.126,0.545,0.57,0.742,0.0143,0.000113,1998
7ItpUlCUwTRyiXZ0YclPQ7,150.483,audio_features,-11.287,1,0.0317,0.218,0.753,0.593,0.626,0.0931,0.166,1998
2w3XMjQfcfO2cS1T0xXcDu,87.721,audio_features,-7.971,0,0.0337,0.0433,0.646,0.638,0.707,0.295,0.672,1998
1k29zSC5RfaFYK5bTpK5O3,177.914,audio_features,-4.271,1,0.329,0.202,0.308,0.423,0.983,0.017,0.0,1998
0dIipTYASaFwX1QxVrVFV7,140.643,audio_features,-5.011,1,0.063,0.0673,0.325,0.466,0.981,0.00041,0.0108,1998
6CtFzFcak77qpA0ll1guMN,97.879,audio_features,-5.895,1,0.0268,0.102,0.715,0.66,0.525,0.726,1.61e-06,1998
2II03llydk4YnkBBvoYB3B,108.017,audio_features,-10.917,1,0.0353,0.149,0.31,0.602,0.616,0.662,0.0153,1998
5547x0ZawobhfSeh2QKAca,76.938,audio_features,-8.873,1,0.0378,0.0945,0.0565,0.161,0.295,0.717,3.18e-06,1998
1NJbYkBhZhcsAVvabqgo08,125.026,audio_features,-3.414,1,0.0703,0.0807,0.14,0.556,0.995,0.0117,0.0221,1998
5QRAfvKPyQpwt897Jc0glg,128.007,audio_features,-11.471,0,0.0582,0.39,0.765,0.822,0.969,0.259,0.000153,1998
6PuaQbH3oPmj9XojS0SRaO,88.007,audio_features,-7.43,1,0.0274,0.0769,0.558,0.721,0.498,0.182,0.0,1998
59YF0TRYWRyS4O3taW5Wuc,112.145,audio_features,-4.992,1,0.0407,0.144,0.967,0.781,0.664,0.111,0.0,1998
13ZS2V2RsGWguOYYvIqDN5,110.034,audio_features,-6.785,1,0.0352,0.201,0.106,0.572,0.859,2.94e-05,0.253,1998
5MzhfnyleWwDozKzGQHBdN,99.42,audio_features,-8.852,1,0.0782,0.136,0.467,0.598,0.837,0.0108,0.000228,1998
47WX4SHMvBCTKqa1IohI2k,86.218,audio_features,-8.03,1,0.43,0.124,0.657,0.894,0.531,0.118,0.000397,1998
1Xp8MKmfoFDib6dHM6JF53,82.428,audio_features,-14.434,0,0.0402,0.105,0.0711,0.224,0.294,0.911,0.0133,1998
3GP271M8xEpmtEFEfC56df,139.565,audio_features,-10.104,0,0.0324,0.104,0.481,0.658,0.431,0.548,0.733,1998
2jPgfwVXOKnUl2QLQsnIAT,137.444,audio_features,-16.572,0,0.0377,0.143,0.18,0.417,0.123,0.993,0.0125,1998
5MnXRG5LzgSzdpIkg5nagT,132.784,audio_features,-8.788,1,0.323,0.058,0.75,0.879,0.626,0.312,0.0,1998
6thjKtlVjr9KgBXkjm3EGe,87.889,audio_features,-16.431,1,0.0286,0.123,0.0579,0.263,0.178,0.976,0.698,1998
7wpXvwGmn5U8DIU8HtEnX1,91.238,audio_features,-3.918,0,0.331,0.0514,0.748,0.694,0.89,0.1,0.0,1998
4qBobmlG6sV9C1hpZ7x4k0,100.399,audio_features,-13.985,1,0.0312,0.0727,0.772,0.749,0.441,0.475,0.0969,1998
1XLDwj2XXXNPOJvpvjHOas,93.906,audio_features,-6.978,1,0.0384,0.886,0.534,0.564,0.834,0.00129,0.0,1998
7wck5ORA8dJB8To9rc10gi,140.719,audio_features,-6.868,1,0.0579,0.102,0.741,0.579,0.713,0.184,0.0,1998
5mxVKAuunOKqcBfR5ivbRf,178.727,audio_features,-5.34,0,0.446,0.199,0.528,0.54,0.738,0.272,0.0,1998
1FkgoPdajl8gwC1hlyvHtC,90.099,audio_features,-6.747,1,0.393,0.209,0.46,0.87,0.574,0.0106,0.0,1998
6VSm4HuSiOGWjbt6zpPnvh,106.077,audio_features,-6.159,0,0.0471,0.611,0.826,0.749,0.802,0.0332,0.0499,1998
6W8xPUq3muUFRnxVcVjdIK,96.927,audio_features,-11.643,1,0.331,0.136,0.641,0.889,0.317,0.459,0.0652,1998
48GijRrdKv2UUFud0CTyCe,147.805,audio_features,-10.51,0,0.242,0.147,0.398,0.848,0.497,0.0224,6.23e-06,1998
1k4lRM7YrGxJerGbf9VzXk,102.015,audio_features,-5.658,0,0.0728,0.121,0.708,0.663,0.932,0.00101,0.00444,1998
0R0m9mTXa81zp1qtcU3dSR,145.547,audio_features,-6.368,1,0.0325,0.272,0.757,0.342,0.938,0.0187,0.125,1998
2kfy5uzINhvThNfTqgXNPt,136.507,audio_features,-4.803,1,0.034,0.282,0.681,0.505,0.69,0.281,0.0,1998
1c5933EOm7iYCsbVLHNxq7,138.239,audio_features,-4.24,1,0.103,0.109,0.384,0.729,0.622,0.276,0.0,1998
73WX2V6JVfyQYYIG3K76i8,102.692,audio_features,-10.324,1,0.0347,0.158,0.398,0.405,0.297,0.933,9.71e-05,1998
71vDXik9RZPIueEK69F3p6,156.047,audio_features,-3.316,1,0.0415,0.0953,0.587,0.477,0.995,0.000374,0.00477,1998
5nQwa2BR3sqtMsAr9hpuiL,138.059,audio_features,-10.058,1,0.0625,0.146,0.893,0.61,0.535,0.142,1.69e-05,1998
6lquLzGE5CRoq2htyr2QGS,105.384,audio_features,-10.517,1,0.0237,0.0727,0.536,0.575,0.48,0.468,0.000539,1998
0Uu8BPsWQGZk5AiRN3uBwn,101.18,audio_features,-5.41,0,0.362,0.0479,0.374,0.927,0.678,0.0471,0.0,1998
53QqFzAWnl7D8IVBvCmRtc,110.543,audio_features,-5.525,0,0.0369,0.197,0.355,0.533,0.834,0.000892,0.532,1998
1ULovMYbbglXIn9TQzMsKz,131.7,audio_features,-5.395,1,0.123,0.135,0.121,0.219,0.827,0.0477,0.0,1998
4w9o81y0dXFKgraEwfEgTz,68.609,audio_features,-10.84,0,0.0603,0.0983,0.262,0.429,0.328,0.866,5e-05,1998
2pwnlWON3eOm9LFjbh2qoh,145.938,audio_features,-8.457,1,0.0261,0.339,0.478,0.63,0.643,0.083,0.000149,1998
50G4bmpZt73jslY5PzymvY,135.013,audio_features,-15.077,1,0.0428,0.106,0.359,0.558,0.105,0.904,0.8,1998
4tcRxE0u4DESAjidCNYD2i,117.989,audio_features,-11.376,1,0.0313,0.111,0.116,0.344,0.313,0.606,2.71e-05,1998
51R2M1JgyFfRS3e6v5wCt3,85.04,audio_features,-6.417,0,0.0688,0.431,0.774,0.68,0.594,0.469,0.0,1998
2m1hi0nfMR9vdGC8UcrnwU,148.726,audio_features,-4.918,1,0.0488,0.612,0.684,0.434,0.897,0.0103,0.0,1999
1KGi9sZVMeszgZOWivFpxs,92.909,audio_features,-4.267,0,0.0953,0.0685,0.59,0.743,0.675,0.0251,0.000717,1999
1G391cbiT3v3Cywg8T7DM1,88.969,audio_features,-4.803,1,0.0295,0.108,0.547,0.595,0.717,0.0779,0.00274,1999
5cZqsjVs6MevCnAkasbEOX,108.948,audio_features,-6.659,1,0.13,0.166,0.624,0.432,0.884,0.0127,0.000527,1999
48UPSzbZjgc449aqz8bxox,96.483,audio_features,-2.788,0,0.027,0.127,0.328,0.592,0.767,0.0021,0.00165,1999
4LJhJ6DQS7NwE7UKtvcM52,157.66,audio_features,-7.419,1,0.0692,0.0878,0.468,0.391,0.951,0.0126,0.000378,1999
7iXF2W9vKmDoGAhlHdpyIa,133.974,audio_features,-1.299,1,0.0774,0.163,0.621,0.924,0.74,0.0827,0.0,1999
503OTo2dSqe7qk76rgsbep,93.431,audio_features,-3.323,1,0.234,0.0543,0.527,0.816,0.775,0.16,0.00031,1999
7nnWIPM5hwE3DaUBkvOIpy,90.565,audio_features,-7.34,0,0.036,0.119,0.666,0.645,0.792,0.0562,0.0121,1999
2yxTGxTDbgcbMN0Ae102bn,67.196,audio_features,-8.749,1,0.0502,0.505,0.898,0.589,0.472,0.614,0.0,1999
64BbK9SFKH2jk86U3dGj2P,123.229,audio_features,-3.265,1,0.0574,0.0756,0.513,0.458,0.795,0.00316,0.000202,1999
1ZozJfi8u9cO2Ob8KwiwNT,155.827,audio_features,-6.254,1,0.0364,0.206,0.431,0.459,0.83,5.15e-05,0.00014,1999
3cfOd4CMv2snFaKAnMdnvK,104.019,audio_features,-5.881,1,0.032,0.0861,0.776,0.731,0.867,0.0395,0.0,1999
4LwU4Vp6od3Sb08CsP99GC,95.295,audio_features,-2.429,0,0.27,0.0856,0.309,0.922,0.909,0.0281,0.0,1999
47BBI51FKFwOMlIiX6m8ya,99.039,audio_features,-5.83,0,0.027,0.148,0.482,0.689,0.694,0.257,0.0,1999
33iv3wnGMrrDugd7GBso1z,103.408,audio_features,-2.757,1,0.0637,0.398,0.741,0.494,0.946,0.00129,0.0,1999
6leiB1fEsTnVCuPiielde5,171.8,audio_features,-5.679,1,0.0472,0.0567,0.847,0.507,0.85,0.378,0.0,1999
7H6ev70Weq6DdpZyyTmUXk,138.009,audio_features,-3.525,0,0.102,0.149,0.734,0.713,0.678,0.273,0.0,1999
3MjUtNVVq3C8Fn0MP3zhXa,92.96,audio_features,-5.745,0,0.0307,0.443,0.907,0.759,0.699,0.202,0.000131,1999
7EQvdUJqZ2i7SWvSB2VqGA,95.416,audio_features,-7.736,0,0.334,0.0773,0.792,0.856,0.84,0.0973,0.0,1999
5OQsiBsky2k2kDKy2bX2eT,135.997,audio_features,-4.025,1,0.0408,0.262,0.537,0.465,0.919,1.83e-05,2.07e-05,1999
2pXpURmn6zC5ZYDMms6fwa,112.874,audio_features,-12.25,1,0.0599,0.116,0.718,0.724,0.276,0.76,0.0,1999
25FTMokYEbEWHEdss5JLZS,94.661,audio_features,-3.904,1,0.0495,0.174,0.633,0.625,0.85,0.346,0.000233,1999
1TanmIWbaUj5NVwJ3k4XPd,123.867,audio_features,-7.468,1,0.0264,0.295,0.671,0.729,0.688,0.127,9.44e-06,1999
3XKIUb7HzIF1Vu9usunMzc,97.911,audio_features,-5.931,1,0.126,0.0348,0.68,0.777,0.601,0.0406,0.00201,1999
3rXCZRMiMZp0feGcYXpwYX,164.418,audio_features,-7.255,1,0.031,0.0982,0.455,0.467,0.622,0.365,0.00527,1999
2F6FfZ4w8z3eJpSxPotVO5,104.102,audio_features,-7.036,1,0.041,0.271,0.17,0.468,0.769,0.00014,0.00124,1999
75IN3CtuZwTHTnZvYM4qnJ,85.519,audio_features,-6.233,1,0.318,0.0914,0.815,0.869,0.68,0.0416,1.12e-06,1999
1Y13csEpu3TK5gQdzGLrd8,152.002,audio_features,-6.509,0,0.0693,0.115,0.278,0.579,0.812,0.00114,0.00333,1999
0eKyHwckh9vQb8ncZ2DXCs,138.852,audio_features,-8.412,1,0.0302,0.117,0.141,0.41,0.539,0.00425,0.00089,1999
15DLl1r2zi07Ssq5RT1yT0,93.345,audio_features,-4.119,1,0.104,0.417,0.327,0.382,0.996,0.00208,0.0,1999
6xpDh0dXrkVp0Po1qrHUd8,136.028,audio_features,-5.803,1,0.0348,0.364,0.382,0.52,0.775,0.034,0.0,1999
7m97yKVzPpXV9Z4ezEziOD,138.083,audio_features,-6.307,0,0.14,0.0584,0.942,0.88,0.814,0.168,0.00672,1999
7mnGQesk1TzQLzQ9bYWZPR,124.269,audio_features,-4.626,1,0.0363,0.0998,0.211,0.537,0.84,0.2,2.15e-06,1999
2f9XA7pBMjrHPO2cJW5XCu,172.013,audio_features,-6.917,0,0.113,0.0524,0.962,0.783,0.591,0.0577,0.0,1999
6x4tKaOzfNJpEJHySoiJcs,174.06,audio_features,-6.752,0,0.408,0.306,0.892,0.622,0.807,0.103,0.0,1999
11mwFrKvLXCbcVGNxffGyP,175.716,audio_features,-6.945,1,0.166,0.137,0.913,0.633,0.8,0.209,0.000123,1999
1cU34sZG9kF4FYHCoAD0Ib,121.472,audio_features,-6.51,1,0.0514,0.36,0.647,0.855,0.691,0.144,0.0,1999
4pmc2AxSEq6g7hPVlJCPyP,88.997,audio_features,-4.639,1,0.0567,0.0537,0.683,0.771,0.685,0.00543,0.00157,1999
1SWVDBtw6h3tm9OehOkDhv,91.921,audio_features,-0.14,0,0.25,0.148,0.77,0.772,0.821,0.223,0.0,1999
6mz1fBdKATx6qP4oP1I65G,142.024,audio_features,-9.359,0,0.086,0.115,0.966,0.749,0.605,0.00186,0.0381,1999
0Ph6L4l8dYUuXFmb71Ajnd,178.043,audio_features,-3.756,0,0.0476,0.0555,0.933,0.425,0.954,0.00414,0.0,1999
7rDcULv8vV16vetBjPJhuE,109.609,audio_features,-8.986,1,0.0311,0.0908,0.669,0.648,0.667,0.0534,6.94e-06,1999
0LWkaEyQRkF0XAms8Bg1fC,201.936,audio_features,-3.302,1,0.347,0.5,0.53,0.51,0.931,0.0738,0.0,1999
