artist_id,artist_genres,artist_popularity,year
3fMbdgg4jU18AjLCKBhRSm,"r&b, soul",80,1995
44WCHvwXBOMz6nm7Mu2ReO,"banda, grupera, gruperas inmortales, grupero romantico, musica mexicana, norteno",67,1995
4UuoJfJ9UybJft7a8E6UHX,"pop rock, post-grunge",46,1995
4iHNK0tOyZPYnBU7nGAgpQ,"dance pop, pop, urban contemporary",77,1995
7tHd518aPjJYUgyv9bidBz,movie tunes,51,1995
41Q0HrwWBtuUkJc7C1Rp6K,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion",58,1995
5z2cHsOmmmWcAPNG1oEhw0,"atl hip hop, contemporary r&b, girl group, hip pop, r&b, urban contemporary",49,1995
4qivGtDBIkQFLCeduRpi24,"contemporary country, country, country road",44,1995
296LotOmbj7eOX7r9l46fK,"boy band, contemporary r&b, new jack swing, r&b",51,1995
1sxekzjeHJaqkZbpaaGR9x,"banda, grupera, musica mexicana, norteno",65,1995
0EmeFodog0BfCgMzAIvKQp,"colombian pop, dance pop, latin pop, pop",84,1995
5spEJXLwD1sKUdC2bnOHPg,"gangster rap, hardcore hip hop, hip hop, ohio hip hop, rap",63,1995
1sxekzjeHJaqkZbpaaGR9x,"banda, grupera, musica mexicana, norteno",65,1995
6ns6XAOsw4B0nDUIovAOUO,"east coast hip hop, hardcore hip hop",60,1995
0sHeX8oQ6o7xic3wMf4NBU,"alternative rock, britpop, oxford indie",55,1995
4iudEcmuPlYNdbP3e1bdn1,"alternative metal, alternative rock, australian alternative rock, australian psych, australian rock, grunge, nu metal, post-grunge",55,1995
2B8mbONjmLnXk4wpqF5UPQ,"grupera, gruperas inmortales, musica mexicana, norteno",58,1995
0VrrQMGeZuVWmj4Rm2gfXv,"brega, brega saudade, pop nacional antigas",43,1995
1cXi8ALPQCBHZbf0EgP4Ey,"horror punk, new jersey hardcore, new jersey punk, punk",62,1995
41Q0HrwWBtuUkJc7C1Rp6K,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, rap rock, reggae fusion",58,1995
64tNsm6TnZe2zpcMVMOoHL,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",69,1995
26T6b8maqEVltcmE4kSDUl,"diva house, eurodance, europop, hip house",58,1995
6IE6z7DcZIT4Ml3Fh5Ivch,"mexican pop, tejano",67,1995
4Z8W4fKeB5YxbusRsdQVPb,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",78,1995
014WIDx7H4BRCHB1faiisK,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",73,1995
2Q4FnG5T6NTUcAAZwuMV5K,"melancholia, new wave pop, scottish rock",45,1995
0H1InhXaXQPL1aj0mvHemU,"classic italian pop, italian adult pop, mexican pop",57,1995
30fiiwr2EeZp1tAhzYCmyM,"east coast hip hop, hardcore hip hop, harlem hip hop",56,1995
3tJnB0s6c3oXPq1SCCavnd,"grupera, latin pop, musica mexicana, ranchera",72,1995
5e4Dhzv426EvQe3aDb64jL,"canadian country, canadian pop, contemporary country, country, country dawn",70,1995
70nxnxEqDQIEWneRjg2Q4O,"salsa, salsa venezolana, tropical",66,1995
266SmBZTt4zRzaKEANWbfQ,"contemporary r&b, r&b",44,1995
6S0GHTqz5sxK5f9HtLXn9q,"alternative rock, dance rock, electronic rock, permanent wave",55,1995
2vRfKzjQYJQd67X8x49MOh,"diva house, eurodance, german techno, hip house",50,1995
336vr2M3Va0FjyvB55lJEd,"indie soul, neo soul, soul",57,1995
2qWNYueLfc979iEdLOIK2C,"grupera, ranchera, tejano",57,1995
4Z8W4fKeB5YxbusRsdQVPb,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",78,1995
40Yq4vzPs9VNUrIBG5Jr2i,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",70,1995
0gDg7FEsF4Y1jWddJJgcn4,pop rock,51,1995
6xTk3EK5T9UzudENVvu9YB,"punk, ska, skate punk",56,1995
6ogn9necmbUdCppmNnGOdi,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",65,1995
5VfqJBmXcf6ZqXoGij5qTE,"contemporary r&b, new jack swing, r&b, urban contemporary",55,1995
1P8IfcNKwrkQP5xJWuhaOC,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",59,1995
6F3NW2aC9Sni1FH7QPSLvw,"pop rock, post-grunge",44,1995
5NDMothbpdpq2xHqSjrrWn,"contemporary r&b, hip pop, r&b, urban contemporary",62,1995
3l14gV4hIMAjmo7KUvEWTx,"britpop, candy pop",44,1995
4omQQTNN7ILiMsSB2k9eqX,eurodance,52,1995
6ogn9necmbUdCppmNnGOdi,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",65,1995
6ogn9necmbUdCppmNnGOdi,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",65,1995
2DaxqgrOhkeH0fpeiQq2f4,"beatlesque, britpop, madchester, permanent wave, rock",74,1995
6FbDoZnMBTdhhhLuJBOOqP,"alaska indie, ectofolk, lilith, permanent wave, pop rock, singer-songwriter",54,1995
1Yox196W7bzVNZI7RBaPnf,"alternative metal, hard rock, melodic thrash, metal, nu metal, old school thrash, rock, speed metal, thrash metal",67,1995
3fMbdgg4jU18AjLCKBhRSm,"r&b, soul",80,1995
7jy3rLJdDQY21OgRLCZ9sD,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",75,1995
4Z8W4fKeB5YxbusRsdQVPb,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",78,1995
7tHd518aPjJYUgyv9bidBz,movie tunes,51,1995
0cQbJU1aAzvbEmTuljWLlF,"dance pop, dance rock, permanent wave, pop rock, rock",65,1995
5xwugJ4uudppmOCCZateE5,"banda, grupera, gruperas inmortales, grupero romantico, musica mexicana, norteno, tejano",63,1995
3fMbdgg4jU18AjLCKBhRSm,"r&b, soul",80,1995
3qbnxnvUqR14MJ9g8QwZJK,"contemporary country, country, country road",55,1995
1r8tUG15NMJEj1j5NynES7,"banda, banda jalisciense, banda sinaloense, musica mexicana",50,1995
3PhoLpVuITZKcymswpck5b,"glam rock, mellow gold, piano rock, rock",80,1995
7jy3rLJdDQY21OgRLCZ9sD,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock",75,1995
4e5V1Q2dKCzbLVMQ8qbTn6,"alternative rock, grunge, pop rock, post-grunge, rock",57,1995
40FzPNKgu0k9VMvvidiKCl,"merengue, salsa, tropical",50,1995
5ihY290YPGc3aY2xTyx7Gy,"classical, late romantic era, norwegian classical",61,1995
6xTk3EK5T9UzudENVvu9YB,"punk, ska, skate punk",56,1995
2nszmSgqreHSdJA3zWPyrW,"bolero, latin pop",79,1995
4jSYHcSo85heWskYvAULio,"dream pop, slowcore",43,1995
6nzxy2wXs6tLgzEtqOkEi2,"contemporary r&b, hip pop, r&b, urban contemporary",59,1995
7mPcfx7PhnBh6n4HMCd61A,"contemporary country, country, country road",56,1995
1P8IfcNKwrkQP5xJWuhaOC,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",59,1995
0PN0fbe41KbuzlRYnoajNm,"mariachi, musica mexicana, norteno, ranchera",66,1995
1ZwdS5xdxEREPySFridCfh,"g funk, gangster rap, hip hop, rap, west coast rap",77,1995
1P8IfcNKwrkQP5xJWuhaOC,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",59,1995
5wTAi7QkpP6kp8a54lmTOq,"classical, german romanticism, late romantic era",64,1995
3eqjTLE0HfPfh78zjh6TqT,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",73,1995
0OhiQFSqbnnmB52NWEpsO5,"banda, musica mexicana, norteno, tecnobanda",61,1995
4Z8W4fKeB5YxbusRsdQVPb,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",78,1995
40Yq4vzPs9VNUrIBG5Jr2i,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",70,1995
6Ghvu1VvMGScGpOUJBAHNH,"alternative metal, nu metal, rap metal, rock, sacramento indie",75,1995
64tNsm6TnZe2zpcMVMOoHL,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",69,1995
336vr2M3Va0FjyvB55lJEd,"indie soul, neo soul, soul",57,1995
6AcOTCYBMvjKYy4zms0kaC,"banda, banda sinaloense, musica mexicana, norteno",68,1995
3EA9hVIzKfFiQI0Kikz2wo,"classical tenor, italian tenor, operatic pop",66,1995
6S0GHTqz5sxK5f9HtLXn9q,"alternative rock, dance rock, electronic rock, permanent wave",55,1995
5R3NywPPOyhLfdvutgg0me,"argentine rock, post-punk argentina, ska argentino",59,1995
45lorWzrKLxfKlWpV7r9CN,"neo mellow, pastoral",57,1995
2DaxqgrOhkeH0fpeiQq2f4,"beatlesque, britpop, madchester, permanent wave, rock",74,1995
2yQf6b8hxahZaT5dHlWaB1,"east coast hip hop, hardcore hip hop",65,1995
0EmeFodog0BfCgMzAIvKQp,"colombian pop, dance pop, latin pop, pop",84,1995
1eNkUXHPaXyuyC8NAgzykK,"contemporary r&b, new jack swing, r&b, urban contemporary",53,1995
7w29UYBi0qsHi5RTcv3lmA,"alternative rock, art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop",59,1995
7fmQXLCgx5q0vkGArvS6mm,"musica sonorense, sierreno",54,1995
6nzxy2wXs6tLgzEtqOkEi2,"contemporary r&b, hip pop, r&b, urban contemporary",59,1995
6ogn9necmbUdCppmNnGOdi,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",65,1995
36E7oYfz3LLRto6l2WmDcD,"alternative rock, britpop, permanent wave, sheffield indie",57,1995
5ksRONqssB7BR161NTtJAm,"eurodance, europop, new wave pop",62,1995
6sq1yF0OZEWA4xoXVKW1L9,"latin arena pop, latin pop, mariachi, mexican pop, musica mexicana, ranchera",72,1995
1sxekzjeHJaqkZbpaaGR9x,"banda, grupera, musica mexicana, norteno",65,1995
6O2zJ0tId7g07yzHtX0yap,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",64,1995
4463nfFMmK1cwAWBQDwT5e,"new romantic, new wave pop, soft rock, synthpop",58,1995
1eNkUXHPaXyuyC8NAgzykK,"contemporary r&b, new jack swing, r&b, urban contemporary",53,1995
5dmU7FrmtbQaSzIvGsE4Jp,"banda, musica mexicana",64,1995
1eNkUXHPaXyuyC8NAgzykK,"contemporary r&b, new jack swing, r&b, urban contemporary",53,1995
40Yq4vzPs9VNUrIBG5Jr2i,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",70,1995
1XgFuvRd7r5g0h844A5ZUQ,"boy band, europop, talent show",62,1995
0L8ExT028jH3ddEcZwqJJ5,"alternative rock, funk metal, funk rock, permanent wave, rock",80,1995
1ZVoRDO29AlDXiMkRLMZSK,"chilean rock, latin alternative, latin pop, latin rock, rock en espanol",62,1995
4mxWe1mtYIYfP040G38yvS,country,68,1995
7fmQXLCgx5q0vkGArvS6mm,"musica sonorense, sierreno",54,1995
2ApaG60P4r0yhBoDCGD8YG,"alternative rock, indie rock, melancholia, singer-songwriter",62,1995
3hYtANQYrE6pd2PbtEyTIy,"musica mexicana, norteno, ranchera",73,1995
25NQNriVT2YbSW80ILRWJa,"contemporary country, country, country dawn, country road",60,1995
5wTAi7QkpP6kp8a54lmTOq,"classical, german romanticism, late romantic era",64,1995
3qbnxnvUqR14MJ9g8QwZJK,"contemporary country, country, country road",55,1995
0cA5Tg15TwARIRZeiNT1RO,"classic rock, folk rock, mellow gold, singer-songwriter, soft rock, yacht rock",50,1995
014WIDx7H4BRCHB1faiisK,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",73,1995
3fMbdgg4jU18AjLCKBhRSm,"r&b, soul",80,1995
6IjhOxJSTPh15KgFTSZ68K,"east coast hip hop, harlem hip hop",45,1995
3eqjTLE0HfPfh78zjh6TqT,"heartland rock, mellow gold, permanent wave, rock, singer-songwriter",73,1995
1B8ySGDAiXTCvnJNH4HSCG,"boy band, contemporary r&b, r&b",52,1995
7y97mc3bZRFXzT2szRM4L4,"classical, early romantic era, polish classical",71,1995
5spEJXLwD1sKUdC2bnOHPg,"gangster rap, hardcore hip hop, hip hop, ohio hip hop, rap",63,1995
7FsRH5bw8iWpSbMX1G7xf1,"banda, grupera, musica mexicana, norteno, ranchera",74,1995
014WIDx7H4BRCHB1faiisK,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",73,1995
5spEJXLwD1sKUdC2bnOHPg,"gangster rap, hardcore hip hop, hip hop, ohio hip hop, rap",63,1995
6UE7nl9mha6s8z0wFQFIZ2,"dance pop, electropop, neo-synthpop, scandipop, swedish electropop, swedish pop",57,1995
2wOqMjp9TyABvtHdOSOTUS,"classical, classical era, early romantic era, german romanticism",69,1995
4Z8W4fKeB5YxbusRsdQVPb,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",78,1995
1ZwdS5xdxEREPySFridCfh,"g funk, gangster rap, hip hop, rap, west coast rap",77,1995
2cnMpRsOVqtPMfq7YiFE6K,"album rock, classic rock, hard rock, rock",70,1995
7qG3b048QCHVRO5Pv1T5lw,"dance pop, latin pop, mexican pop",75,1995
6Ghvu1VvMGScGpOUJBAHNH,"alternative metal, nu metal, rap metal, rock, sacramento indie",75,1995
4DovRSplr3yJIeE3r0RtHj,movie tunes,46,1995
3qbnxnvUqR14MJ9g8QwZJK,"contemporary country, country, country road",55,1995
4wLXwxDeWQ8mtUIRPxGiD6,"latin pop, modern salsa, salsa, tropical",73,1995
3hYtANQYrE6pd2PbtEyTIy,"musica mexicana, norteno, ranchera",73,1995
0b2XeWDPeBiLeskT6RFqMb,"g funk, popping, west coast rap",50,1995
4Z8W4fKeB5YxbusRsdQVPb,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",78,1995
3tJnB0s6c3oXPq1SCCavnd,"grupera, latin pop, musica mexicana, ranchera",72,1995
7qG3b048QCHVRO5Pv1T5lw,"dance pop, latin pop, mexican pop",75,1995
4S7UxwDIG6o3FJkcGPdaBq,"grupera, gruperas inmortales",54,1995
2qWNYueLfc979iEdLOIK2C,"grupera, ranchera, tejano",57,1995
3fMbdgg4jU18AjLCKBhRSm,"r&b, soul",80,1995
50NoVNy9GU1lCrDV8iGpyu,"east coast hip hop, hardcore hip hop, hip hop",62,1995
12VaqyEhgwDRuFfEqbnrpz,"alternative rock, art pop, melancholia, permanent wave, piano rock, singer-songwriter",56,1995
2fpDcOSlkE5VVZdL6BEczL,freestyle,39,1995
4BclNkZtAUq1YrYNzye3N7,classic oklahoma country,49,1995
7okwEbXzyT2VffBmyQBWLz,"latin arena pop, latin pop, latin rock, mexican pop, mexican rock, rock en espanol",75,1995
6ns6XAOsw4B0nDUIovAOUO,"east coast hip hop, hardcore hip hop",60,1995
6XpaIBNiVzIetEPCWDvAFP,pop,73,1995
0iVrCROxeyon7MZUW3MfzT,"contemporary r&b, hip pop, new jack swing, r&b, urban contemporary",55,1995
1cXi8ALPQCBHZbf0EgP4Ey,"horror punk, new jersey hardcore, new jersey punk, punk",62,1995
5ihY290YPGc3aY2xTyx7Gy,"classical, late romantic era, norwegian classical",61,1995
0OhiQFSqbnnmB52NWEpsO5,"banda, musica mexicana, norteno, tecnobanda",61,1995
6ns6XAOsw4B0nDUIovAOUO,"east coast hip hop, hardcore hip hop",60,1995
2ApaG60P4r0yhBoDCGD8YG,"alternative rock, indie rock, melancholia, singer-songwriter",62,1995
3hYtANQYrE6pd2PbtEyTIy,"musica mexicana, norteno, ranchera",73,1995
6nzxy2wXs6tLgzEtqOkEi2,"contemporary r&b, hip pop, r&b, urban contemporary",59,1995
0HLOP0AdsaWe5Pt5TNueGC,"alberta country, canadian contemporary country, canadian country, country, country dawn, country road",43,1995
0L8ExT028jH3ddEcZwqJJ5,"alternative rock, funk metal, funk rock, permanent wave, rock",80,1995
7u9m43vPVTERaALXXOzrRq,"banda, corrido, corridos clasicos, musica mexicana, norteno, sierreno",67,1995
0T7JQxpy1Li93vLNirbv0Z,"alternative metal, alternative rock, blues rock, grunge, supergroup",46,1995
0CF71zaDOJWCynIkW9bSK8,"alternative metal, hard rock, industrial metal, nu metal, post-grunge, rap metal, rock",53,1995
1yjuFciXmV3NaPCzwwHclC,"classic house, disco house, hip house, vocal house",43,1995
6IE6z7DcZIT4Ml3Fh5Ivch,"mexican pop, tejano",67,1995
014WIDx7H4BRCHB1faiisK,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",73,1995
6Ghvu1VvMGScGpOUJBAHNH,"alternative metal, nu metal, rap metal, rock, sacramento indie",75,1995
4iHNK0tOyZPYnBU7nGAgpQ,"dance pop, pop, urban contemporary",77,1995
4NJhFmfw43RLBLjQvxDuRS,"classical, classical era",72,1995
5e4Dhzv426EvQe3aDb64jL,"canadian country, canadian pop, contemporary country, country, country dawn",70,1995
4xtWjIlVuZwTCeqVAsgEXy,"rap rock, viral rap",62,1995
40Yq4vzPs9VNUrIBG5Jr2i,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",70,1995
336vr2M3Va0FjyvB55lJEd,"indie soul, neo soul, soul",57,1995
6sM2JCBjZprP7JLMTZZSxX,"american shoegaze, countrygaze, dreamo, grungegaze, post-hardcore, spacegrunge",41,1995
1SvG3y1gYAFOsv9785Xu9T,"classic country pop, outlaw country",48,1995
0EmeFodog0BfCgMzAIvKQp,"colombian pop, dance pop, latin pop, pop",84,1995
64mPnRMMeudAet0E62ypkx,"alternative metal, alternative rock, funk metal, funk rock, grunge, nu metal",54,1995
6etIM3JbzGPxTdfNWWfsVH,"bubblegum pop, classic garage rock, doo-wop, merseybeat, rock-and-roll",37,1995
0EmeFodog0BfCgMzAIvKQp,"colombian pop, dance pop, latin pop, pop",84,1995
488v7rQzthLNK22r0UvMie,"diva house, eurodance, europop, german techno",61,1995
6kBDZFXuLrZgHnvmPu9NsG,"ambient, braindance, electronica, intelligent dance music, uk experimental electronic",62,1995
1ZwdS5xdxEREPySFridCfh,"g funk, gangster rap, hip hop, rap, west coast rap",77,1995
73JEBdDEFeVaOLg3y0HhBD,"ectofolk, folk, lilith, singer-songwriter",49,1995
6FbDoZnMBTdhhhLuJBOOqP,"alaska indie, ectofolk, lilith, permanent wave, pop rock, singer-songwriter",54,1995
014WIDx7H4BRCHB1faiisK,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",73,1995
3Mcii5XWf6E0lrY3Uky4cA,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap",71,1995
7DMSw5KOzlQ7xdub0vrcVF,"g funk, west coast rap",34,1995
3kvy8do7n0qVqvlNFS4yOF,"classic country pop, country, country rock",51,1995
2u0gw0uCWBMiqV7h0N8kai,"boy band, new romantic, new wave pop, soft rock, sophisti-pop",52,1995
3g0RlUGYDE7rdAJSnLkNOv,"contemporary r&b, girl group, new jack swing, r&b",38,1995
4oV5EVJ0XFWsJKoOvdRPvl,"alternative pop, alternative rock, chamber pop, dayton indie, gbvfi, indie rock, lo-fi, modern power pop, noise pop, ohio indie, power pop, tape club",48,1995
1ZwdS5xdxEREPySFridCfh,"g funk, gangster rap, hip hop, rap, west coast rap",77,1995
3USpNaxpX1iNqNnQWqg9ob,"g funk, gangster rap, west coast rap",52,1995
5rvaaWutd0gsbc2iMNo9k5,"bachata, bachata dominicana",55,1995
1cXi8ALPQCBHZbf0EgP4Ey,"horror punk, new jersey hardcore, new jersey punk, punk",62,1995
0T7JQxpy1Li93vLNirbv0Z,"alternative metal, alternative rock, blues rock, grunge, supergroup",46,1995
1gALaWbNDnwS2ECV09sn2A,"disco house, hip house, uk dance, vocal house",59,1995
3PhoLpVuITZKcymswpck5b,"glam rock, mellow gold, piano rock, rock",80,1995
1z8Z3JjXWNa7xbeXcyFZMt,"banda, grupera, gruperas inmortales, musica mexicana, norteno, ranchera",62,1995
1wJ2aDtLBcymSre3vQUBoG,"grupera, gruperas inmortales, grupero romantico",44,1995
7qG3b048QCHVRO5Pv1T5lw,"dance pop, latin pop, mexican pop",75,1995
3cuVSUrq0yoSSP7gpvI6q1,"chicano rap, latin hip hop",50,1995
7oPgCQqMMXEXrNau5vxYZP,"folk, lilith, singer-songwriter, women's music",67,1995
5NDMothbpdpq2xHqSjrrWn,"contemporary r&b, hip pop, r&b, urban contemporary",62,1995
6FBDaR13swtiWwGhX1WQsP,"alternative metal, modern rock, pop punk, punk, rock, socal pop punk",78,1995
4Z8W4fKeB5YxbusRsdQVPb,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",78,1995
4ibNXJiMYOPibpS9DB9Qz3,"canadian metal, glam metal, hard rock",40,1995
1Yox196W7bzVNZI7RBaPnf,"alternative metal, hard rock, melodic thrash, metal, nu metal, old school thrash, rock, speed metal, thrash metal",67,1995
1mQ9wgWshECdFsDbT7ATzT,"country, country road",39,1995
7FsRH5bw8iWpSbMX1G7xf1,"banda, grupera, musica mexicana, norteno, ranchera",74,1995
6xTk3EK5T9UzudENVvu9YB,"punk, ska, skate punk",56,1995
5a2EaR3hamoenG9rDuVn8j,"funk, funk rock, minneapolis sound, rock, synth funk",68,1995
1SvG3y1gYAFOsv9785Xu9T,"classic country pop, outlaw country",48,1995
2zsLaQhHFdQPdFXqG1nRmM,"alternative metal, post-grunge",45,1995
6e7QpHYqEiyJGiM98IysLa,"country, country rock, outlaw country",57,1995
4vhNDa5ycK0ST968ek7kRr,"colombian pop, latin pop, vallenato",70,1995
7oPftvlwr6VrsViSDV7fJY,"modern rock, permanent wave, punk, rock",78,1995
40Yq4vzPs9VNUrIBG5Jr2i,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",70,1995
2UDplVRprMbazU74Hq8OLl,"alternative country, folk, roots rock",40,1995
5VCQ8900dCc1NXQlWnccIb,memphis hip hop,35,1995
2VYQTNDsvvKN9wmU5W7xpj,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",67,1995
2yQf6b8hxahZaT5dHlWaB1,"east coast hip hop, hardcore hip hop",65,1995
0djV4iaxhNfYWpH60ia85o,"ectofolk, lilith, new wave pop, pop rock, singer-songwriter",50,1995
7w29UYBi0qsHi5RTcv3lmA,"alternative rock, art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop",59,1995
5MspMQqdVbdwP6ax3GXqum,"new romantic, new wave, new wave pop, singer-songwriter, soft rock, synthpop",67,1995
3IhWQSrLj8EJjdvjFTpCyo,"classic oklahoma country, country, country road",58,1995
6TC6ZeVdvCuBSn32h5Msul,"chopped and screwed, crunk, dirty south rap, gangster rap, houston rap, trap",43,1995
0T7JQxpy1Li93vLNirbv0Z,"alternative metal, alternative rock, blues rock, grunge, supergroup",46,1995
3PhL2Vdao2v8SS8AptuhAr,"orchestral soundtrack, soundtrack",61,1995
5sUrlPAHlS9NEirDB8SEbF,"cantautor, latin arena pop, latin pop, mexican pop",72,1995
5sD1ZLf2dGQ9gQ3YJl1eAd,"alternative metal, alternative rock, grunge, pop rock, rock",58,1995
6ogn9necmbUdCppmNnGOdi,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",65,1995
3EA9hVIzKfFiQI0Kikz2wo,"classical tenor, italian tenor, operatic pop",66,1995
6wWVKhxIU2cEi0K81v7HvP,"german metal, industrial, industrial metal, industrial rock, neue deutsche harte",76,1995
3inCNiUr4R6XQ3W43s9Aqi,"alternative rock, chamber pop, indie rock, lo-fi, shoegaze",56,1995
7FsRH5bw8iWpSbMX1G7xf1,"banda, grupera, musica mexicana, norteno, ranchera",74,1995
4e5V1Q2dKCzbLVMQ8qbTn6,"alternative rock, grunge, pop rock, post-grunge, rock",57,1995
40Yq4vzPs9VNUrIBG5Jr2i,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",70,1995
1b1N51wmSK0ckxFAMPSSHO,"chicago soul, classic soul, funk, quiet storm, soul",45,1995
6ogn9necmbUdCppmNnGOdi,"canadian pop, canadian singer-songwriter, lilith, neo mellow, pop rock, singer-songwriter",65,1995
3F2Y683ovlWT53WKCeq0oj,"atl hip hop, conscious hip hop, dirty south rap, hardcore hip hop, old school atlanta hip hop, southern hip hop",43,1995
7w29UYBi0qsHi5RTcv3lmA,"alternative rock, art pop, electronica, experimental pop, experimental vocal, icelandic experimental, icelandic pop, icelandic singer-songwriter, metropopolis, permanent wave, trip hop",59,1995
4KPkl90SSF2y1VYNt7dmba,"grupera, gruperas inmortales",54,1995
64tNsm6TnZe2zpcMVMOoHL,"alternative metal, alternative rock, grunge, hard rock, nu metal, rock",69,1995
4iudEcmuPlYNdbP3e1bdn1,"alternative metal, alternative rock, australian alternative rock, australian psych, australian rock, grunge, nu metal, post-grunge",55,1995
4ibNXJiMYOPibpS9DB9Qz3,"canadian metal, glam metal, hard rock",40,1995
4j8vpKIiYuutIuboCX2WPh,,30,1995
3tJnB0s6c3oXPq1SCCavnd,"grupera, latin pop, musica mexicana, ranchera",72,1995
6e7QpHYqEiyJGiM98IysLa,"country, country rock, outlaw country",57,1995
1urjDGTd4iBze91Z1W1gu7,"contemporary r&b, hip pop, r&b",52,1995
014WIDx7H4BRCHB1faiisK,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",73,1995
1Fj0R2t4HaJa3oUe8azB8R,"country, country road",34,1995
73JEBdDEFeVaOLg3y0HhBD,"ectofolk, folk, lilith, singer-songwriter",49,1995
3THMgU4KdL7LlO5TEREs2g,"classic oklahoma country, contemporary country, country, country road",58,1995
6fBjnfeYEU3VFuQl8RPrp8,"banda, grupera, gruperas inmortales, grupero romantico, musica mexicana, norteno",56,1995
36jRzJQUvAeKRukEMtm44w,"banda, banda jalisciense, musica mexicana, tecnobanda",54,1995
6ZLTlhejhndI4Rh53vYhrY,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, nu metal, rock",69,1995
1SvG3y1gYAFOsv9785Xu9T,"classic country pop, outlaw country",48,1995
30fiiwr2EeZp1tAhzYCmyM,"east coast hip hop, hardcore hip hop, harlem hip hop",56,1995
5IaAggho4F1gWHE5REe1e8,"grupera, gruperas inmortales, musica mexicana, norteno",63,1995
6ZLTlhejhndI4Rh53vYhrY,"album rock, alternative metal, birmingham metal, classic rock, glam metal, hard rock, metal, nu metal, rock",69,1995
36jRzJQUvAeKRukEMtm44w,"banda, banda jalisciense, musica mexicana, tecnobanda",54,1995
3LIJJJkO7R5RasRwt7xIn5,"crunk, dirty south rap, gangster rap, new orleans rap",53,1995
0jRqFvRKCDryHOgrgFqsKG,german pop rock,55,1995
2t9iBcBG9KoBeOZHevRzsc,gruperas inmortales,38,1995
2qWNYueLfc979iEdLOIK2C,"grupera, ranchera, tejano",57,1995
4P0dddbxPil35MNN9G2MEX,"chicano rap, gangster rap, hip hop, rap rock, west coast rap",64,1995
4NJhFmfw43RLBLjQvxDuRS,"classical, classical era",72,1995
3HQyFCFFfJO3KKBlUfZsyW,"movie tunes, singer-songwriter",57,1995
1sxekzjeHJaqkZbpaaGR9x,"banda, grupera, musica mexicana, norteno",65,1995
21ysNsPzHdqYN2fQ75ZswG,"acid rock, album rock, blues rock, classic rock, glam metal, hard rock, heartland rock, rock, southern rock",50,1995
4Z8W4fKeB5YxbusRsdQVPb,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",78,1995
2fpDcOSlkE5VVZdL6BEczL,freestyle,39,1995
3fMbdgg4jU18AjLCKBhRSm,"r&b, soul",80,1995
1lZvg4fNAqHoj6I9N8naBM,"alternative rock, grunge, pop rock",55,1995
3qbnxnvUqR14MJ9g8QwZJK,"contemporary country, country, country road",55,1995
