song_id,song_name,song_duration,song_popularity,artist_id,album_id,year
0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,241106,89,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,1994
7EZC6E7UjZe63f1jRmkWxt,Zombie,306440,86,7t0rwkOPGlDPEhaOcVtOt9,1Bwo9JkbVwxGyvtQNMRK21,1994
6L89mwZXSOwYl76YXfX13s,Basket Case,181533,84,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,1994
2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,252746,82,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,1994
6VoIBz0VhCyz7OdEoRYDiA,Say It Ain't So,258826,78,3jOstUTkEu2JkjvRdBA5Gu,1xpGyKyV26uPstk1Elgp9Q,1994
1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,178000,81,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,1994
2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,318586,79,5xUf6j4upBrXZPg6AI4MRK,29sTacnS0qA9xri6YS8xLA,1994
6qLEOZvf5gI7kWE63JE7p3,Interstate Love Song - 2019 Remaster,194853,77,2UazAtjfzqBF0Nho2awK4z,57lcTrUlYgfMIPvBUsVU6h,1994
3mwvKOyMmG77zZRunnxp9E,Buddy Holly,159226,76,3jOstUTkEu2JkjvRdBA5Gu,1xpGyKyV26uPstk1Elgp9Q,1994
1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,257826,79,5LfGQac0EIXyAN8aUwmNAQ,7IDywTRaCI8qzS3X8tNU3x,1994
5PntSbMHC1ud6Vvl8x56qd,Loser,235000,74,3vbKDsSS70ZX9D2OcvbZmS,0iIGP4Sxw3KR4OCFv2yvz8,1994
3PIDciSFdrQxSQSihim3hN,Christmas (Baby Please Come Home),153240,77,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,1994
0Xg68XXMRWzKQvD5S6BFvI,Dust On The Bottle,224666,73,78OAtwN3XpjMcjibnF2Kw5,1hB7vz3JKWZ2sKEPeVolH9,1994
0Puj4YlTm6xNzDDADXHMI9,Sabotage,178440,77,03r4iKL2g2442PT9n2UKsx,6lfjbwFGzQ6aSNP1N3JlT8,1994
7nYvUtkQMx1v80S2FH2s9J,Regulate,248866,76,2B4ZHz4QDWJTXPFPgO5peE,2VMGv3inRLPM4GOMXf37qu,1994
1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,258693,81,47zz7sob9NUcODy0BTDvKx,3uSWaQxJAdm5MWKQkQJNoK,1994
5ByAIlEEnxYdvpnezg7HTX,Juicy - 2005 Remaster,302760,77,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,1994
4kKdvXD0ez7jp1296JmAts,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),155453,76,1Mxqyy3pSjf8kZZL4QVxS0,4XbPmVHP7EYBMoE7ZVjKCU,1994
2JuasWPUodaUxf5nwNpciQ,Nutshell,259200,74,64tNsm6TnZe2zpcMVMOoHL,4FCoFSNIFhK36holxHWCnc,1994
6qspW4YKycviDFjHBOaqUY,Waterfalls,279506,76,0TImkz4nPqjegtVSMZnMRq,5eg56dCpFn32neJak2vk0f,1994
2oDqmfa2g8W893LlwJG1qu,Closer,373000,70,0X380XXQSNBYuleKzav5UO,3nJnyDV8fwFpffo0EyHQto,1994
5JJDu0Z5DKe7mR31MGksSg,Come Out and Play,197800,75,5LfGQac0EIXyAN8aUwmNAQ,7IDywTRaCI8qzS3X8tNU3x,1994
1OFKUn2VLafrHj7ybnap0Q,Only Wanna Be With You,229586,72,08ct2eZF5lUPdJpHwNKWof,5AYmpTfdv1OoASUJ5rZB7K,1994
6Pur3hWy6Nzc27ilmsp5HA,Lamento Boliviano,222226,82,4TK1gDgb7QKoPFlzRrBRgR,3y63u5vmuMugqI8lfuUY3a,1994
6Jv7kjGkhY2fT4yuBF3aTz,"Lover, You Should've Come Over",404213,74,3nnQpaTvKb5jCQabZefACI,7yQtjAjhtNi76KRu05XWFS,1994
15VRO9CQwMpbqUYA7e6Hwg,The Man Who Sold The World - Live,261093,78,6olE6TJLqED3rqDCT0FyPh,1To7kv722A8SpZF789MZy7,1994
7qHAjAL7CpadaZLamuBZRm,Thuggish Ruggish Bone,281773,71,5spEJXLwD1sKUdC2bnOHPg,5g2FfZVMvBqRmuHjNsaf3l,1994
5WhtlIoxoZrMmuaWWEQhwV,Undone - The Sweater Song,305533,72,3jOstUTkEu2JkjvRdBA5Gu,1xpGyKyV26uPstk1Elgp9Q,1994
77YKoNCjP5hWqiXMRG2839,Shine,306040,72,4e5V1Q2dKCzbLVMQ8qbTn6,2B2KQTgQr3UhQf4n2VtoUG,1994
0trHOzAhNpGCsGBEu7dOJo,N.Y. State of Mind,293973,75,20qISvAhX20dpIbOOzGK3q,3kEtdS2pH6hKcMU9Wioob1,1994
2Pr1nZpt8A8WP7QYpyq6L3,Wildflowers,190320,70,2UZMlIwnkgAEDBsw1Rejkn,3ZGUBwDiY5HPOcWv4SBPQg,1994
65krtHkaYLPr0mEbjL61UP,Kiss of Life,251333,74,47zz7sob9NUcODy0BTDvKx,3uSWaQxJAdm5MWKQkQJNoK,1994
3Q9t1A12iUemHTAWnH7PjD,Watermelon Crawl,181973,68,0xxJO75NeIAF5jYruLYIDT,53g8c9eM74nQkKXDEE5tlu,1994
1jMaB19DiVR8OihLSuYFOt,Spoonman,246920,71,5xUf6j4upBrXZPg6AI4MRK,4K8bxkPDa5HENw0TK7WxJh,1994
1wlKw9NAWVWpx7OIAyg9EA,Fell On Black Days,283026,71,5xUf6j4upBrXZPg6AI4MRK,29sTacnS0qA9xri6YS8xLA,1994
48iWbsOaBUAGzMdoSmqyg1,Lightning Crashes,325600,70,6eoJpTIlcuxJNjV5fDzDJH,4ZsG3ifn9sIcrFT1ecw0gF,1994
1kCewNSs909Xj1naXr36X8,Amor Prohibido,172626,74,6IE6z7DcZIT4Ml3Fh5Ivch,6iv9WTw1nhNxSsgKaxMp4E,1994
1aWV3uY3SIEZVbmv45oFWS,Creep,268533,70,0TImkz4nPqjegtVSMZnMRq,5eg56dCpFn32neJak2vk0f,1994
1muLq1kBLWIT3pmNC2xl0g,Foe Tha Love of $,272440,68,5spEJXLwD1sKUdC2bnOHPg,5g2FfZVMvBqRmuHjNsaf3l,1994
0qxtQ8rf3W1nId3D2r0xH4,I Just Can't Wait to Be King,170880,71,5UdPkKWd8YNR5xGcmqH9QJ,3YA5DdB3wSz4pdfEXoMyRd,1994
7G3lxTsMfSx4yarMkfgnTC,The World Is Yours,290573,71,20qISvAhX20dpIbOOzGK3q,3kEtdS2pH6hKcMU9Wioob1,1994
5kr3j5Clb9rjEposoMyLVt,Welcome to Paradise,224133,72,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,1994
1pr9TZGOXeJUggIal1Wq3R,Blind,258266,72,3RNrq3jvMZxD9ZyoOZbQOD,7D3XFJlfZIkmGWqZXm2X8z,1994
5k3U0OGYBccHdKJJu3HrUN,Hakuna Matata,213600,71,0P0do9GwiSgweSF6Ui3mrv,3YA5DdB3wSz4pdfEXoMyRd,1994
0R8bei2Q3U688hu4XEwMq3,Ride,216333,72,3TQ9JTBI2n2hfo7aRONEYV,129ZZNyaPOWi5OsZEyQKIP,1994
3zLQtoEeXA6Lr1sNrbyYbs,Si Una Vez,167000,73,6IE6z7DcZIT4Ml3Fh5Ivch,6iv9WTw1nhNxSsgKaxMp4E,1994
3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,288426,76,5GtMEZEeFFsuHY8ad4kOxv,1mSECpFqHRW6leG4idqTE1,1994
2ImuQo1g14CTR9hZAZD3aQ,This D.J.,203026,70,2B4ZHz4QDWJTXPFPgO5peE,2VMGv3inRLPM4GOMXf37qu,1994
6XK6Zw6JkFsHXzAcMWNiIr,Send Me On My Way,263360,71,2M3vnW1p5w4uPRkLYTbvdB,2LjYjQN5yVZYiZNDIVIKDf,1994
7MooGz4ZPE4bNxjFegR6Jx,You Don't Know How It Feels,289440,66,2UZMlIwnkgAEDBsw1Rejkn,3ZGUBwDiY5HPOcWv4SBPQg,1994
2CPturRUlpvirYr7VpkXCV,It Ain't Hard to Tell,202106,70,20qISvAhX20dpIbOOzGK3q,3kEtdS2pH6hKcMU9Wioob1,1994
1fYypIR0kaFzaSRbzvtjl9,Indian Outlaw,182120,65,6roFdX1y5BYSbp60OTJWMd,18eJ4H4smFp29lRMsLygUc,1994
1lKI9y1DL6QnYTZguVmACX,La Media Vuelta,161040,80,2nszmSgqreHSdJA3zWPyrW,2e6Hp6xaTbUDVzcGLNTHm0,1994
500Tkm3vJmVtdUwdCVxCTb,Run-Around,279800,66,3pHeBYl1yujXcZqqfF1UyQ,5nNeSC4KNxT50MnliLuGRa,1994
1r28ZDlVxz24Rmy8Sq9REY,No Me Queda Más,200840,71,6IE6z7DcZIT4Ml3Fh5Ivch,6iv9WTw1nhNxSsgKaxMp4E,1994
3LRJbFT9rKoKv4aW7PuBJC,Longview,233240,69,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,1994
3NGT0Td7H4Is1qrlDQJxma,Check Yo Self - Remix,273106,73,3Mcii5XWf6E0lrY3Uky4cA,5WMLlQk7xLN9A40jipd3xo,1994
6YeDjSHCDmJKgU8foiaruL,Santa Claus Is Comin' to Town,154640,68,1Mxqyy3pSjf8kZZL4QVxS0,4XbPmVHP7EYBMoE7ZVjKCU,1994
6NGi23FFKq9tH5NR1NcTw2,Let Her Cry,318533,67,08ct2eZF5lUPdJpHwNKWof,5AYmpTfdv1OoASUJ5rZB7K,1994
3Ty7OTBNSigGEpeW2PqcsC,Glory Box,308626,74,6liAMWkVf5LH7YR9yfFy1Y,3539EbNgIdEDGBKkUf4wno,1994
4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,196466,70,6GI52t8N5F02MxU0g5U69P,1YrdGK2y2Edq2R5gFja2ai,1994
00t7QTffOR3SA3L1BvSQVq,Suicidal Thoughts - 2005 Remaster,170213,69,5me0Irg2ANcsgc93uaYrpb,2ymwUMeW3BySLhKNp8UQZ3,1994
56SkdBKyR2zOkjk6wVFI9s,Possum Kingdom,308333,64,2QMMktUMtwMSwUZATX1cRO,7tFTqVGHceSlXOaz8IylBN,1994
6N9uyMZf9pbNOuomveWscp,I Wanna Be Down,291666,67,05oH07COxkXKIMt6mIPRee,2yHJoGH0mIqYVAHUFKJcZ6,1994
27IRo2rYeizhRMDaNVplNM,Hook,289200,64,3pHeBYl1yujXcZqqfF1UyQ,5nNeSC4KNxT50MnliLuGRa,1994
1lh3TnDpfNBNfLfOWghNnp,El Chico Del Apartamento 512,208866,72,6IE6z7DcZIT4Ml3Fh5Ivch,6iv9WTw1nhNxSsgKaxMp4E,1994
4lRrk574qIHpoEEKC1zuam,At Your Best (You Are Love),291400,66,0urTpYCsixqZwgNTkPJOJ4,3E3QRjL4Cre7Krms420Irl,1994
4fjsOdrWMaKf70x21h5XbX,Vasoline - 2019 Remaster,176546,66,2UazAtjfzqBF0Nho2awK4z,57lcTrUlYgfMIPvBUsVU6h,1994
2B98ljvzqpCVgt5reTHq28,Better Man,268586,69,1w5Kfo2jwwIPruYS2UWh56,5pd9B3KQWKshHw4lnsSLNy,1994
61sQYdFNS6sEBYCyr1q5gn,I'll Make Love To You,236773,64,6O74knDqdv3XaWtkII7Xjp,1IWhZEOwEoXbOB4a40XaR3,1994
4UJmPSJsBsIR1U0N79BU1g,Lake Of Fire - Live,175973,69,6olE6TJLqED3rqDCT0FyPh,1To7kv722A8SpZF789MZy7,1994
1FrXO0TFnw6g0ygHxhiZ3p,La Mesa Del Rincón,203733,72,3hYtANQYrE6pd2PbtEyTIy,2cIEIezxCUx2ifez04CwCK,1994
5u5aVJKjSMJr4zesMPz7bL,"Clair de Lune, L. 32",268000,70,1Uff91EOsvd99rtAupatMP,4O5tv6jrLH80bmll46xEEe,1994
4PtZE0h5oyPhCtPjg3NeYQ,No Excuses,255573,67,64tNsm6TnZe2zpcMVMOoHL,4FCoFSNIFhK36holxHWCnc,1994
3pRaLNL3b8x5uBOcsgvdqM,Hallelujah,413826,72,3nnQpaTvKb5jCQabZefACI,7yQtjAjhtNi76KRu05XWFS,1994
00U1MDChdOTxWwtKoOoBXE,Stay (I Missed You),184333,65,1TMMyiSsNzmRiZCAkVLVb2,0candONErDvN9wWFhOWXrS,1994
2HbmLkHkkI15eES8kpWRuI,Ven Devórame Otra Vez,311400,70,5LmwELEKyxDFxrbZzR8K4U,21W5Yp75UyOaWI2QALA7PS,1994
1xIxMz1sNQ4b6svH1GuTtF,Gimme the Loot - 2005 Remaster,285946,67,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,1994
2wmEryA2YLaFwFvA63n3O2,Don't Take The Girl,249360,63,6roFdX1y5BYSbp60OTJWMd,18eJ4H4smFp29lRMsLygUc,1994
2M5WTwqnkyz7bW6P1CiD6q,I'm Broken,264800,68,14pVkFUHDL207LzLHtSA18,70GAqt2avSiKBJ2IEymou1,1994
4wsQGsdf8D0Bj26cGdvreB,She,134293,70,7oPftvlwr6VrsViSDV7fJY,4uG8q3GPuWHQlRbswMIRS6,1994
6HnZsLUDrG3HTSbh8sq2u3,I Stay Away,254400,65,64tNsm6TnZe2zpcMVMOoHL,4FCoFSNIFhK36holxHWCnc,1994
7njoWVpJbAiTkyT6rKwbze,If I Could Make a Living,133853,64,4MPkNgar5uTd8Sqvrr7par,3uO1R11G7IV6Y0FIKqWyTF,1994
60w5eL1G4Or7LlTSrR5r8a,Pickup Man,216200,62,3THMgU4KdL7LlO5TEREs2g,3DbH9awNYiSTpvyCNqxdkl,1994
54gaPLcsCWmPUmrgpib9mS,Ahí Estaré Yo,200666,72,3YbOSxo85kla7RID8ugnW3,1fvaT1qOl0H0gAHk5RHbts,1994
4WnYuVFXe6Si4fZqkxbnvS,Hold My Hand,258333,64,08ct2eZF5lUPdJpHwNKWof,5AYmpTfdv1OoASUJ5rZB7K,1994
3LpnzPxkMI6XS4JCbhNeek,I Alone,231133,66,6eoJpTIlcuxJNjV5fDzDJH,4ZsG3ifn9sIcrFT1ecw0gF,1994
2zwmugV2IbUwKq5JgOWEpv,Mary Jane (All Night Long),279240,65,1XkoF8ryArs86LZvFOkbyr,1OQ5l5rHKqUumPpn559zJC,1994
2FfZg072w8RoxlMOR7M4CT,Ants Marching,271186,62,2TI7qyDE0QfyOlnbtfDo7L,0SeRWS3scHWplJhMppd6rJ,1994
0sqE6XPi9VAaWl5NxDyMQK,All Over You,239546,65,6eoJpTIlcuxJNjV5fDzDJH,4ZsG3ifn9sIcrFT1ecw0gF,1994
6eB35pgMXdfhz5Z0WjwF1O,Hey Mr. D.J.,252400,65,6cjSmkVvMvyE6tCAo1M9Is,4Rj3sxQFk2chQQqfad4siz,1994
2KFg8kjYy0rYjWsXGhEQHN,Who Shot Ya? - 2005 Remaster,319360,68,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,1994
2tH28YyKYOldxhuBHoI79M,Just the Two of Us (feat. Bill Withers),237373,68,05YVYeV4HxYp5rrWalvuE1,0XmgSYx9bj4sqpcXVgKs2C,1994
4WUnM4KNZ0kjp0CUeoyOnS,I Swear,259853,72,1B8ySGDAiXTCvnJNH4HSCG,4L5ZA0GukWNWjsk9b7HHDy,1994
3pJfnBjO3kjudEchcPEDxS,Afuera,288600,76,1GImnM7WYVp95431ypofy9,2mPZNQNgW1zrkIPyL9XJcf,1994
3B7FO3kJ5kv3mX7yiaB7sT,O Holy Night,266933,69,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,1994
6CHENx8iqzMwavTIz8s0gm,Violet,204933,65,5SHQUMAmEK5KmuSb0aDvsn,2Rwf2nPYZQ9aIe4QXACTC7,1994
3lGBvPUgO7MJltUnBlOpe9,Mass Appeal,221026,65,5cMgGlA1xGyeAB2ctYlRdZ,67kl5m0df6Bn0aSe3g5Ea7,1994
3Nf8oGn1okobzjDcFCvT6n,I'll Stand by You,240760,74,0GByy3DcfbQwDvXGCWmzv9,6MH35oajuCbpS9YBmwTrPf,1994
551qy5vUgrUfEUc4dCNfht,Where Did You Sleep Last Night - Live,306066,69,6olE6TJLqED3rqDCT0FyPh,1To7kv722A8SpZF789MZy7,1994
1BkY0N8ChFk2mdLbAUu8ZK,Pass The Dutchie,205426,68,2CuzDPkRD6BJBvdWqCrt2I,7EaFCudrleGdoYFl2srjhi,1994
2LhhnqrHPWvXYveZVHLKrd,Life's a Bitch (feat. AZ & Olu Dara),210840,66,20qISvAhX20dpIbOOzGK3q,3kEtdS2pH6hKcMU9Wioob1,1994
0YkbYk24ODhuewb79zZZzM,You Wreck Me,202893,62,2UZMlIwnkgAEDBsw1Rejkn,3ZGUBwDiY5HPOcWv4SBPQg,1994
45wneA2j0Z0WMnYNDO6Ad0,Back & Forth,231093,64,0urTpYCsixqZwgNTkPJOJ4,3E3QRjL4Cre7Krms420Irl,1994
65N3RYCN1DgfY0Zcv5k9kr,Down On The Farm,178866,62,6roFdX1y5BYSbp60OTJWMd,18eJ4H4smFp29lRMsLygUc,1994
43kD7kP2cXd3uwBw9AoxmD,Baraja de Oro,209333,68,7u9m43vPVTERaALXXOzrRq,5QNjrUgXwBtY6c3aArcCfT,1994
7Fm3NhbAYHvTQUhboim9FB,Rotten Apple,418466,63,64tNsm6TnZe2zpcMVMOoHL,4FCoFSNIFhK36holxHWCnc,1994
2E6elGQS3KaKR7QdfzQXdP,Big Empty - 2019 Remaster,294800,62,2UazAtjfzqBF0Nho2awK4z,57lcTrUlYgfMIPvBUsVU6h,1994
5kcsc92tGAjS0uvhDY3Mok,Ode To My Family,271533,74,7t0rwkOPGlDPEhaOcVtOt9,1Bwo9JkbVwxGyvtQNMRK21,1994
7pY4ul6PNtKKHCCQgYVtT7,Be My Baby Tonight,172200,61,7mPcfx7PhnBh6n4HMCd61A,35RTe7YfQemPHk27qXWMxK,1994
1f2lkuLldqRzvaFjJdjGXX,Santa Claus Is Comin' to Town,204173,66,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,1994
4nzyOwogJuWn1s6QuGFZ6w,My Name Is Jonas,204293,63,3jOstUTkEu2JkjvRdBA5Gu,1xpGyKyV26uPstk1Elgp9Q,1994
2hMk3VNicbCoV8I81m7Z3q,Age Ain't Nothing But a Number,253960,65,0urTpYCsixqZwgNTkPJOJ4,3E3QRjL4Cre7Krms420Irl,1994
2bXI4Rbw1D7aVeHWLjn1Lb,Machine Gun Funk - 2005 Remaster,255893,66,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,1994
34nxgXFCPzDphUJGuRsn10,Be Prepared,220213,63,6QRb3jE2lCfMU1iUuVQMaV,3YA5DdB3wSz4pdfEXoMyRd,1994
5DTOOkooKFUvWj1XQTFa09,The End of the World,157573,68,5b2OzvLaL6nyxw5pbVbSdy,3KwArr7JHl7ykUNYrrja7N,1994
3sgHiiSR5V8V97FiQtne0u,La Niña Fresa,160626,65,6Vqqu9f1Xjq8qmYUYZr4uL,3QXuIFZnAGmlahOic59KsT,1994
6sM2l0nxPaYvELuhzIMnoI,Como Tú,237400,68,3YbOSxo85kla7RID8ugnW3,1fvaT1qOl0H0gAHk5RHbts,1994
0HU5JnVaKNTWf6GykV9Zn8,Circle of Life,239146,65,6O3ZB5Cz5CNT3wQWouKcNJ,3YA5DdB3wSz4pdfEXoMyRd,1994
6Hd8mrDwBQ8rLo70FwFG5C,I Second That Emotion,161226,64,6TKOZZDd5uV5KnyC5G4MUt,499ITeZ8gs03lrO9NULY7y,1994
3QRM0qZB7oMYavveH0iEqx,Here Comes the Hotstepper - Heartical Mix,250466,69,1VJspRsoC6c0bvqhnSiFCs,1fSD1yTlcwVUWdpK7Nr7v5,1994
4YS5ECd4qRZSA8NHqHiWD4,You Ain't Much Fun,147026,60,2bA6fzP0lMAQ4kz6CF61w8,0g1OHe0yigASaT0nVQkjQS,1994
11gSQLPiqjikM2Dyg0EdUZ,Carta Abierta,172226,66,3hYtANQYrE6pd2PbtEyTIy,7fhwdWmGl8rR2iVE6ivY42,1994
1sFWEpf1aPYN576LS1aa4Y,Silent Night,219293,64,4iHNK0tOyZPYnBU7nGAgpQ,61ulfFSmmxMhc2wCdmdMkN,1994
6DPrhGVJ1WTZvM9fKptnGe,Represent,252600,66,20qISvAhX20dpIbOOzGK3q,3kEtdS2pH6hKcMU9Wioob1,1994
5fMwvrqujbQjUxcNPcYrUF,Janie's Got A Gun,330533,65,7Ey4PD4MYsKc5I2dolUwbH,2uT123xlHuqvz14JR0KQSs,1994
3F3R4uyTMkX9jRCEVVmdz6,Bring The Pain,189760,64,4VmEWwd8y9MCLwexFMdpwt,26RDYvX2sIuiEUhqVPkNaf,1994
3ezGIgTmk2BZy9C3j0x1h9,Shoots and Ladders,322133,63,3RNrq3jvMZxD9ZyoOZbQOD,7D3XFJlfZIkmGWqZXm2X8z,1994
2RChe0r2cMoyOvuKobZy44,Always,353026,78,58lV9VcRSjABbAbfWS6skp,0tBfLeYdX3oBnl5NVpot4m,1994
6CU0zWIWVTEnmWpSjVHM93,You Gotta Be,245200,68,73ZPfpfg1LBVvDEArK4l5B,1Q9leCDLTJZIMmnXziq8mU,1994
6PBzdsMi6YNdYAevzozBRi,So Real,283506,64,3nnQpaTvKb5jCQabZefACI,7yQtjAjhtNi76KRu05XWFS,1994
33rsCCLHklTQav9klbpnAi,Warning - 2005 Remaster,220440,64,5me0Irg2ANcsgc93uaYrpb,2HTbQ0RHwukKVXAlTmCZP2,1994
57IEs29xqMQaAkjQ8iQuI0,Party Crowd,198440,60,78OAtwN3XpjMcjibnF2Kw5,1hB7vz3JKWZ2sKEPeVolH9,1994
6IEIPevuDocD80PovsX6kN,Gone Country,260493,60,4mxWe1mtYIYfP040G38yvS,18KH8hukVFk2r1GZbrbp39,1994
5E8yddtSG3sH4hw2SfwcgW,Can You Feel the Love Tonight,177786,63,5xk0kRuXn1zToTHpHAqpui,3YA5DdB3wSz4pdfEXoMyRd,1994
3P2XAL8UpPBM3nfvuEjHHE,Turn The Page - Live,302563,60,485uL27bPomh29R4JmQehQ,3RRcYI9ZM3nOiIo3bzaLeJ,1994
7glKwbR1DyuIuE6XvZvJbQ,#3,464293,66,6kBDZFXuLrZgHnvmPu9NsG,2SZZihZiCsFo87NKxDfxlH,1994
6olS0TmHmsGr0hXtcBsiVM,A Tout Le Monde - Remastered 2004,262133,70,1Yox196W7bzVNZI7RBaPnf,5UvUjC3G4UKSrwOeBA0qob,1994
710B9xFjNOisQtKtppZE9p,Black No. 1 (Little Miss Scare -All),675653,64,0blJzvevdXrp21YeI2vbco,22PP61GmfGKAhIQo2ZSRxG,1994
3yNVfRQlUPViUh8O2V9SQn,Just a Friend,238266,61,22282KfMxDo2PMjnBc82I4,2OKf5WlgqFgszrDsxMq07t,1994
6btlotyCLtZUlZogXYSLCy,La Quebradora,187022,64,6AcOTCYBMvjKYy4zms0kaC,32TIJn1x8SCsHVCswGnQZQ,1994
49t1GWE6ZiEoBgN92oMDdM,Doll Parts,211960,63,5SHQUMAmEK5KmuSb0aDvsn,2Rwf2nPYZQ9aIe4QXACTC7,1994
4tReFKumS5bcFahdXDiM1b,Paradise,217466,68,47zz7sob9NUcODy0BTDvKx,3uSWaQxJAdm5MWKQkQJNoK,1994
2rkVoKVEMuct8SmEIGKzBw,Before I Let You Go,299800,60,2P3cjUru4H3fhSXXNxE9kA,26yshjRCAGf1mLJtfTrlsb,1994
7C04W8ooqQD3vWKUSzeYnz,Go Rest High On That Mountain,315973,59,3IhWQSrLj8EJjdvjFTpCyo,33XyyiV7lMXdFbsorjt1sB,1994
0vQPY1VCcvZa2Mm6QM63Le,Gotta Get Away,232160,64,5LfGQac0EIXyAN8aUwmNAQ,7IDywTRaCI8qzS3X8tNU3x,1994
7wIaLkbQzG6HMnE28etnif,I Swear,262520,62,7mPcfx7PhnBh6n4HMCd61A,35RTe7YfQemPHk27qXWMxK,1994
6kYTywTCfycHZcH0WdLyRy,No Tears,146280,61,19KwjzvIL92r29IINtlPNP,2Z1lDWB2EfTUKV5ILxjdvu,1994
21REQ1bCUWphT2QK3bLWYQ,Sure Shot,199666,62,03r4iKL2g2442PT9n2UKsx,6lfjbwFGzQ6aSNP1N3JlT8,1994
1RXEb6UTxJ05RffnAWfUOE,Player's Ball,261266,61,1G9G7WwrXka3Z1r7aIDjI7,3l5AwLKqQ42VJbc5lTuP8G,1994
4tXR895KKljrC2VptgyEhJ,La Gota Fria,215493,69,4vhNDa5ycK0ST968ek7kRr,2WtC5PE25yxWNPpAinn2in,1994
2BjUvisO4UVAtTHs4lYiqu,Satellite,291640,57,2TI7qyDE0QfyOlnbtfDo7L,0SeRWS3scHWplJhMppd6rJ,1994
7MYmo0JJJDmu4MZTSAF9y3,On Bended Knee,329800,58,6O74knDqdv3XaWtkII7Xjp,1IWhZEOwEoXbOB4a40XaR3,1994
7ouW02587AzIaGnK0gh8St,"16 Waltzes, Op. 39: No. 15 In A Flat Major",94333,66,5wTAi7QkpP6kp8a54lmTOq,30JPDQFmVwnBN78AVvzXhD,1994
6oiKbZIaQ8A0Rnsq9jMJ1E,Seis Pies Abajo,176453,66,6AcOTCYBMvjKYy4zms0kaC,32TIJn1x8SCsHVCswGnQZQ,1994
20dt11ZTAtjsfcNJLP9u30,Time To Move On,195333,59,2UZMlIwnkgAEDBsw1Rejkn,3ZGUBwDiY5HPOcWv4SBPQg,1994
2le9fblYnfoLr9dkZIsJUa,"Baby, I Love Your Way",249520,69,0Jeckitay8SbvKwqAzWuYH,079QiYtMEMsGPv0TNAWZPe,1994
5WEK4szbQp9c7ZK6LkYd9k,The Keeper Of The Stars,247626,58,0xxJO75NeIAF5jYruLYIDT,53g8c9eM74nQkKXDEE5tlu,1994
1lo9k4PrxFd5Np4cAxXoKo,Hurt,375933,58,0X380XXQSNBYuleKzav5UO,3nJnyDV8fwFpffo0EyHQto,1994
7f5dRZ6W2Si4SoPLQxNHbm,Sending My Love,220960,59,6cjSmkVvMvyE6tCAo1M9Is,4Rj3sxQFk2chQQqfad4siz,1994
1N0UflnZhn7xOkrN2l8zxx,Time,296840,58,08ct2eZF5lUPdJpHwNKWof,5AYmpTfdv1OoASUJ5rZB7K,1994
6vTtCOimcPs5H1Jr9d0Aep,Sour Times,252266,66,6liAMWkVf5LH7YR9yfFy1Y,3539EbNgIdEDGBKkUf4wno,1994
5y9ivD2g37FSCEJpfhG7d5,Selling The Drama,205693,59,6eoJpTIlcuxJNjV5fDzDJH,4ZsG3ifn9sIcrFT1ecw0gF,1994
5SAEMjVQbmin3g7b0RG6me,5 Minutes Alone,347440,63,14pVkFUHDL207LzLHtSA18,70GAqt2avSiKBJ2IEymou1,1994
0ye53FFhP3oRFuaz5Ubcop,I Go Blind - 2019 Remaster,193186,58,08ct2eZF5lUPdJpHwNKWof,4Oi5WVWO8C8zYKQ5K4GQTI,1994
15gU2OepIEbeNTBbes6pIF,Livin' On Love,229560,57,4mxWe1mtYIYfP040G38yvS,18KH8hukVFk2r1GZbrbp39,1994
4ZcjNfK9Df94vbT43Gm8dt,Corazón Culpable,359773,62,06TVTkMAOR935MhkjX0i2A,3DMQ0XGeZlnUJtqHU8kDWm,1994
