artist_id,artist_genres,artist_popularity
06HL4z0CvFAxyc27GXpf02,pop,100
40ZNYROS4zLfyyBSs2PGe2,"classic oklahoma country, modern country pop",86
06HL4z0CvFAxyc27GXpf02,pop,100
13ZEDW6vyBF12HYcZRr4EV,"kentucky indie, kentucky roots, outlaw country",75
3Sz7ZnJQBIHsXLUSo0OQtM,"edmonton indie, lo-fi indie, pov: indie",77
5SXuuuRpukkTvsLuUknva1,"hip hop, rap",75
5SXuuuRpukkTvsLuUknva1,"hip hop, rap",75
6l3HvQ5sa6mXTsMTB19rO5,"conscious hip hop, hip hop, north carolina hip hop, rap",84
246dkjvS1zLTtiykXe5h60,"dfw rap, melodic rap, pop, rap",86
3XxNRirzbjfLdDli06zMaB,"noise pop, pov: indie",72
5zVu34ozw0BzXIcNHqkO0u,pov: indie,63
2rwALQ1SXdfUWPUd6WOfYS,,67
06HL4z0CvFAxyc27GXpf02,pop,100
6FugQjLquBF4JzATRN70bR,bedroom pop,65
2ICR2m4hOBPhaYiZB3rnLW,experimental r&b,67
4V8LLVI7PbaPR0K2TGSxFF,"hip hop, rap",82
4GNC7GD6oZMSxPGyXy4MNB,"pop, uk pop",78
06HL4z0CvFAxyc27GXpf02,pop,100
5szilpXHcwOqnyKLqGco5j,"atlanta indie, indie pop",68
1AbJ2cmwK400LSvdvBL5Jc,bedroom pop,65
246dkjvS1zLTtiykXe5h60,"dfw rap, melodic rap, pop, rap",86
4V8LLVI7PbaPR0K2TGSxFF,"hip hop, rap",82
4Ga1P7PMIsmqEZqhYZQgDo,"melodic rap, pluggnb, rap",78
718COspgdWOnwOFpJHRZHS,"contemporary country, country",81
4V8LLVI7PbaPR0K2TGSxFF,"hip hop, rap",82
757aE44tKEUQEqRuT6GnEB,"melodic rap, rap, trap",74
06HL4z0CvFAxyc27GXpf02,pop,100
246dkjvS1zLTtiykXe5h60,"dfw rap, melodic rap, pop, rap",86
00FQb4jTyendYWaN8pK0wa,"art pop, pop",88
3TVXtAsR1Inumwj472S9r4,"canadian hip hop, canadian pop, hip hop, pop rap, rap",95
1QAJqy2dA3ihHBFIHRphZj,"ambient pop, dream pop, el paso indie, shoegaze",78
06HL4z0CvFAxyc27GXpf02,pop,100
6QtgPSJPSzcnn7dPZ4VINp,chicago rap,73
6KImCVD70vtIoJWnq6nGn3,pop,83
2FXC3k01G6Gw61bmprjgqS,"irish singer-songwriter, modern rock, pov: indie",79
1vyhD5VmyZ7KMfW5gqLgo5,"reggaeton, reggaeton colombiano, trap latino, urbano latino",83
06HL4z0CvFAxyc27GXpf02,pop,100
4MCBfE4596Uoi2O4DtmEMz,"chicago rap, melodic rap, rap",84
7bXgB6jMjp9ATFy66eO08Z,"pop rap, r&b, rap",83
6y8XlgIV8BLlIg1tT1R10i,"contemporary country, country, country road, modern country rock",67
40ZNYROS4zLfyyBSs2PGe2,"classic oklahoma country, modern country pop",86
4MCBfE4596Uoi2O4DtmEMz,"chicago rap, melodic rap, rap",84
6qqNVTkY8uBg9cP3Jd7DAH,"art pop, pop",86
6qqNVTkY8uBg9cP3Jd7DAH,"art pop, pop",86
0YinUQ50QDB7ZxSCLyQ40k,"cali rap, pop rap, rap, southern hip hop, trap",68
0NIPkIjTV8mB795yEIiPYL,pov: indie,66
0Y5tJX1MQlPlqiwlOH1tJY,"hip hop, rap, slap house",90
