album_id,album_genres,album_release_date,album_popularity
0NGHR9zjS5eFFlqtClA9VV,,2020-04-29,78
4qVzNqB4cskFInYfrC7P0S,,2020-02-10,78
3vi20DRHkqv4HyVg9Rt9wC,,2020-02-07,81
2fenSS68JI1h4Fo296JfGr,,2020-07-24,90
2fenSS68JI1h4Fo296JfGr,,2020-07-24,90
6wTyGUWGCilBFZ837k5aRi,,2020-10-02,83
6m5qlaMzLtNsQDj3DQY5ji,,2020-12-04,79
0sOeI7pbAmIc8aDFyvkBUW,,2020-11-13,77
3TkSm0esbUBPygKvMrwWQn,,2020-05-08,75
5bfpRtBW7RNRdsm3tRyl3R,,2020-08-07,80
4yP0hdKOZPNshxUOjY0cZj,,2020-03-20,88
6wTyGUWGCilBFZ837k5aRi,,2020-10-02,83
3vi20DRHkqv4HyVg9Rt9wC,,2020-02-07,81
2Om5VEKaBd4Afht33ToQGD,,2020-05-29,69
6wTyGUWGCilBFZ837k5aRi,,2020-10-02,83
7rKmLxCFlmtIxGpX4HYgs4,,2020-02-14,77
2QRedhP5RmKJiJ1i8VgDGR,,2020-12-25,83
1ZRAeQ6zsPJ5W1K3DvpRpP,,2020-03-06,73
39xhYyNNDatQtgKw2KdXMz,,2020-05-15,80
04uOXDWUgZmTps35RqDBg4,,2020-08-07,74
00wSTrFxoSzA7eeS1UxHgd,,2020-12-04,76
2CMlkzFI2oDAy5MbyV7OV5,,2020-03-20,81
5iUwaD3wFVwfaAfs9Z0eCh,,2020-01-25,70
4v0IxMbMN975IfxFHzgK9d,,2020-06-19,70
33afeafKvnHqT7p2lYgdhd,,2020-08-14,70
6uhEg4ASZYLIilZFCBFy1r,,2020-05-01,73
5Gn3fFzlWL89j0hGumtXb5,,2020-05-15,73
2Xoteh7uEpea4TohMxjtaq,,2020-12-11,83
31qVWUdRrlb8thMvts0yYL,,2020-02-14,76
4yP0hdKOZPNshxUOjY0cZj,,2020-03-20,88
25TJxI6ZH6XjT8geRQAFz5,,2020-10-23,72
6OQ9gBfg5EXeNAEwGSs6jK,,2020-05-01,80
4otkd9As6YaxxEkIjXPiZ6,,2020-01-17,75
0sOeI7pbAmIc8aDFyvkBUW,,2020-11-13,77
4yP0hdKOZPNshxUOjY0cZj,,2020-03-20,88
6m5qlaMzLtNsQDj3DQY5ji,,2020-12-04,79
2fenSS68JI1h4Fo296JfGr,,2020-07-24,90
3vi20DRHkqv4HyVg9Rt9wC,,2020-02-07,81
2fenSS68JI1h4Fo296JfGr,,2020-07-24,90
