album_id,album_genres,album_release_date,album_popularity
4xkM0BwLM9H2IUcbYzpcBI,,2013-04-19,83
78bpIziExqiI9qztvNFlQu,,2013-09-09,91
1q4B7r3dzzwkarZ1B9bk9e,,2013-07-01,77
6Pqlfg42Sc3ElNuyt5NUiK,,2013-01-01,75
7D2NdGvBHIavgLhmcwhluK,,2013-06-18,79
78bpIziExqiI9qztvNFlQu,,2013-09-09,91
4EK8gtQfdVsmDTji7gBFlz,,2013-10-08,73
78bpIziExqiI9qztvNFlQu,,2013-09-09,91
5FP9keIJnlSCKnkdVOf623,,2013-06-18,76
23KJrzHF1IBfjzpRgTtaJx,,2013-01-01,76
62yjWIhnATHxPqGbgC9Lqr,,2013-12-10,75
1D92WOHWUI2AGQCCdplcXL,,2013-01-01,76
6cowf7fdb5dgKoglTekOK8,,2013-01-01,70
6WnfWrfsfu7T9TXbHIFHX9,,2013-10-15,71
2H6i2CrWgXE1HookLu8Au0,,2013-01-01,80
3IWUFJCM3CvCCQIHQ4vtRK,,2013-05-07,65
0rmhjUgoVa17LZuS8xWQ3v,,2013-09-27,80
5M8gr5RV2eR6UkztC69ogB,,2013-01-01,72
4sgYpkIASM1jVlNC8Wp9oF,,2013-04-05,75
1XslIirSxfAhhxRdn4Li9t,,2013-01-01,72
1lq6KMHFACcE6GQZysxnSZ,,2013-03-05,71
0rmhjUgoVa17LZuS8xWQ3v,,2013-09-27,80
4OTAx9un4e6NfoHuVRiOrC,,2013-08-30,75
20lOt6G8MHv8ZO7ViOmiP7,,2013-01-01,78
64fQ94AVziavTPdnkCS6Nj,,2013-01-01,64
3WrufJir7I61NkvkDwxero,,2013,74
73TNMu44lT0m1h1Nn6Bfiq,,2013-01-01,72
0ks45m1bsP2JsZpM5D2FFA,,2013-08-23,72
0Gf1yE895FKK4YWVRuAeg8,,2013-06-24,81
7Jahqd1kx9Qau0E9x9iZj6,,2013-10-29,63
78bpIziExqiI9qztvNFlQu,,2013-09-09,91
0rmhjUgoVa17LZuS8xWQ3v,,2013-09-27,80
6JLO3HVtVEKLHqbgs6ujdw,,2013-04-05,68
5M8gr5RV2eR6UkztC69ogB,,2013-01-01,72
6rzMufuu8sLkIizM4q9c7J,,2013,75
4EK8gtQfdVsmDTji7gBFlz,,2013-10-08,73
5RlT8X7XGGLKUhoimrDl54,,2013-01-01,62
7p1fX8aUySrBdx4WSYspOu,,2013-11-25,82
0O82niJ0NpcptYRxogeEZu,,2013-03-15,73
23KJrzHF1IBfjzpRgTtaJx,,2013-01-01,76
5FP9keIJnlSCKnkdVOf623,,2013-06-18,76
3jB9yFDwRe3KhtGnHXJntk,,2013-01-01,78
7lZs5r4oQV2nutddffLrg0,,2013-01-01,76
3oEqMQVxXfn2jGRaauU2iv,,2013-09-17,60
1ttGpGzOEi6JDDOHO4qD1y,,2013-06-17,73
3RDqXDc1bAETps54MSSOW0,,2013-10-04,76
3vYaHUkO7laqYdwUQbnsIP,,2013-01-02,70
62yjWIhnATHxPqGbgC9Lqr,,2013-12-10,75
1lM5IfaqcIsXd6UCV3aDSs,,2013-06-03,63
1XslIirSxfAhhxRdn4Li9t,,2013-01-01,72
6Kssm2LosQ0WyLukFZkEG5,,2013-01-01,75
73TNMu44lT0m1h1Nn6Bfiq,,2013-01-01,72
