song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
2hnMS47jN0etwvFPzYk11f,90.807,audio_features,-5.021,0,0.0395,0.188,0.567,0.682,0.765,0.0268,3.42e-05
7aQjPecQdIuNd1sz3KCDhD,111.845,audio_features,-6.029,1,0.0252,0.35,0.89,0.704,0.636,0.0344,0.0
3B4q6KbHbGV51HO3GznBFF,95.721,audio_features,-7.47,1,0.0899,0.314,0.657,0.804,0.696,0.00877,0.000985
3jDdpx9PMlfMBS5tOBHFm9,95.487,audio_features,-5.379,1,0.108,0.164,0.612,0.715,0.833,0.00631,0.0
1Je1IMUlBXcx1Fz0WE7oPT,110.008,audio_features,-6.145,1,0.0324,0.162,0.891,0.768,0.864,0.101,0.0
6MdqqkQ8sSC0WB4i8PyRuQ,88.634,audio_features,-4.674,0,0.288,0.279,0.67,0.867,0.646,0.303,0.0
5g9lS8deSIxItFBmZRC4vN,87.277,audio_features,-6.566,1,0.225,0.0737,0.805,0.801,0.91,0.00239,0.000891
6ZaiqbV2GfUtrUlhsu58fN,90.057,audio_features,-5.631,1,0.0299,0.0653,0.142,0.331,0.471,0.00644,0.0
6Lmx6bz3PGYuNSjKMnYBOa,136.949,audio_features,-6.619,1,0.039,0.111,0.57,0.607,0.815,0.0471,2.81e-05
2KVwlelhxKUy8LVV6JypH3,168.019,audio_features,-7.902,1,0.027,0.108,0.476,0.42,0.672,0.0067,0.0
0tZ3mElWcr74OOhKEiNz1x,166.367,audio_features,-7.291,1,0.184,0.424,0.572,0.412,0.919,0.0124,0.0601
0Q0IVlqMV64kNLlwjPj0Hl,92.409,audio_features,-17.117,0,0.139,0.571,0.506,0.765,0.29,0.0279,0.0
5vYA1mW9g2Coh1HUFUSmlb,108.031,audio_features,-8.685,1,0.0284,0.12,0.543,0.521,0.673,0.00573,0.0
4VQNCzfZ3MdHEwwErNXpBo,93.279,audio_features,-5.968,1,0.247,0.327,0.843,0.872,0.723,0.0293,0.0
6gdhHMWUv1pvkOHqCUGvCp,121.965,audio_features,-5.099,0,0.0507,0.0602,0.354,0.741,0.508,0.0347,6.45e-05
1xKP7GVLY33i5jmx1bB1Kk,80.096,audio_features,-8.874,1,0.0455,0.0654,0.805,0.72,0.538,0.348,0.0
0z1b34WikhOH9ZxU8QDWcv,107.531,audio_features,-8.968,1,0.0277,0.0589,0.752,0.701,0.539,0.000655,0.005
2vfvGlqCB7oertO5VLE0sz,97.044,audio_features,-2.832,0,0.269,0.191,0.608,0.918,0.734,0.0296,8.01e-06
2aIB1CdRRG7YLBu9hNw9nR,143.973,audio_features,-10.068,0,0.0557,0.0611,0.937,0.621,0.834,0.000779,0.456
1szwDbVdIdoQq5mG5GXAmJ,183.578,audio_features,-8.121,0,0.09,0.0573,0.897,0.457,0.752,0.00959,0.00136
2TIEeLrOQrGnO2D2OeDDJu,118.399,audio_features,-9.232,0,0.0293,0.144,0.479,0.856,0.517,0.563,0.000164
2PdIo7ewQPuAsP99LVg9uy,75.034,audio_features,-5.653,1,0.0379,0.137,0.911,0.69,0.681,0.0623,0.0
5Pgwi0iizu96RHxJ4xL3SH,122.632,audio_features,-6.566,1,0.0264,0.0301,0.207,0.572,0.449,0.314,0.0
0e05wFNr6zg1ULcp4NKs1p,121.341,audio_features,-9.137,1,0.027,0.289,0.6,0.687,0.648,0.314,1.37e-06
4eamJr2k9YDH8j58RSTmSc,80.976,audio_features,-5.121,1,0.0791,0.17,0.552,0.708,0.757,0.0362,0.0
6AioOohg4bQZFA4jIYQQ2r,159.23,audio_features,-6.898,0,0.0364,0.0897,0.396,0.375,0.682,0.00152,0.598
4KoNBTm9a55KgLMtEaf3n6,95.169,audio_features,-5.138,0,0.0398,0.198,0.578,0.433,0.946,0.00264,0.0
5PQmSHzWnlgG4EBuIqjac2,93.908,audio_features,-7.682,0,0.247,0.0519,0.523,0.879,0.564,0.0474,9.43e-06
0pwObEOHolQZSldJ2q1wpy,171.441,audio_features,-6.608,1,0.0616,0.133,0.467,0.286,0.728,0.000174,0.836
2S2x5N5VJNn7vqYukvoFFC,92.482,audio_features,-3.701,1,0.0963,0.0623,0.73,0.762,0.838,0.033,0.0
1HL3yEnYq8LEyFQ3QegA5V,101.1,audio_features,-10.764,1,0.0373,0.0938,0.555,0.541,0.677,0.122,0.0191
3vZO25GdYuqFrR1kzZADnp,130.47,audio_features,-13.364,0,0.499,0.0839,0.563,0.607,0.422,0.209,0.0
69QIVIjPMnI1ABLBqh9P1b,175.849,audio_features,-9.759,1,0.0466,0.248,0.822,0.615,0.514,0.393,0.0
6sCtddSFg3foJn4K2pIhfQ,81.593,audio_features,-6.915,0,0.335,0.338,0.358,0.696,0.636,0.158,1.28e-05
00WvmRXTkPBZNhhRK3xfdy,98.219,audio_features,-5.534,1,0.0281,0.126,0.753,0.775,0.816,0.164,0.0
2naqSVQHgiaoEpxtkVOhmK,93.058,audio_features,-6.275,1,0.0527,0.0492,0.964,0.704,0.884,0.549,0.000364
59MIR30ATtW8kTaX3SCpq0,124.062,audio_features,-6.646,1,0.0291,0.3,0.706,0.638,0.819,0.202,4.1e-05
3cbTV3IZZvSBYVcl0xuZbY,119.284,audio_features,-7.409,1,0.0556,0.0534,0.584,0.654,0.53,0.000113,0.0197
57dG9il4j7Hi7G8Cqgi0Ts,100.718,audio_features,-7.432,1,0.0323,0.131,0.87,0.8,0.464,0.741,1.54e-06
35SRuRfp5BvD1yArmXKNHO,130.451,audio_features,-3.96,0,0.136,0.101,0.279,0.413,0.967,0.00176,1.09e-06
2OFmcOC5m9iAvt4kcdXBSz,165.908,audio_features,-7.598,1,0.0508,0.0506,0.768,0.517,0.489,0.191,5.99e-06
5XrfFo0JFOnWD9ZMNXGkQh,95.415,audio_features,-7.091,1,0.0289,0.104,0.292,0.543,0.681,0.0482,8.43e-05
5hzoEKZvvov9EKzrx419Ys,84.754,audio_features,-5.573,1,0.292,0.725,0.553,0.684,0.555,0.204,0.0
2IY559smG7SXYk229NA2Vl,163.045,audio_features,-6.539,1,0.0415,0.348,0.728,0.571,0.818,0.151,0.0
