song_id,song_name,song_duration,song_popularity,artist_id,album_id
2hnMS47jN0etwvFPzYk11f,Santeria,182746,80,0EdvGhlC1FkGItLOWQzG4J,14eK347GdWO4mBBx78tsut
7aQjPecQdIuNd1sz3KCDhD,Lovefool,193953,82,1tqZaCwM57UFKjWoYwMLrw,56vFkneGivqQcoNQq362iZ
3B4q6KbHbGV51HO3GznBFF,What I Got,170906,76,0EdvGhlC1FkGItLOWQzG4J,14eK347GdWO4mBBx78tsut
3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,213093,78,6V3F8MZrOKdT9fU686ybE9,6plavTFCGXv5vpy0jZVtOV
1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,173026,84,0uq5PttqEjj3IH1bzwcrXF,3x2jF7blR6bFHtk4MccsyJ
6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,304600,80,2P3cjUru4H3fhSXXNxE9kA,2zGZLQiFl9UubtrVmtIkbi
5g9lS8deSIxItFBmZRC4vN,Ambitionz Az A Ridah,278386,80,1ZwdS5xdxEREPySFridCfh,78iX7tMceN0FsnmabAtlOC
6ZaiqbV2GfUtrUlhsu58fN,Step On Me,230185,77,1tqZaCwM57UFKjWoYwMLrw,56vFkneGivqQcoNQq362iZ
6Lmx6bz3PGYuNSjKMnYBOa,"Heads Carolina, Tails California",209760,73,3ltFy7g6KKQPPttsdOMlq3,2Jsqpx8EeRWIjBFhCX4hvn
2KVwlelhxKUy8LVV6JypH3,Push,238666,76,3Ngh2zDBRPEriyxQDAMKd1,4vUXTcKz7tXxrNl84meN6i
0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,229466,76,2d0hyoQ5ynDBnkvAbJKORj,24E6rDvGDuYFjlGewp4ntF
0Q0IVlqMV64kNLlwjPj0Hl,Killing Me Softly With His Song,298773,80,2WKdxPFRD7IqZvlIAvhMgY,18XFe4CPBgVezXkxZP6rTb
5vYA1mW9g2Coh1HUFUSmlb,3AM,225946,74,3Ngh2zDBRPEriyxQDAMKd1,4vUXTcKz7tXxrNl84meN6i
4VQNCzfZ3MdHEwwErNXpBo,All Eyez On Me (ft. Big Syke),307773,80,1ZwdS5xdxEREPySFridCfh,78iX7tMceN0FsnmabAtlOC
6gdhHMWUv1pvkOHqCUGvCp,One In A Million,270760,72,0urTpYCsixqZwgNTkPJOJ4,79EIRdmpPSIWfRlxaZdJbG
1xKP7GVLY33i5jmx1bB1Kk,Piensa En Mí,177040,76,28NFZuZbEm7yzMpv1q1Rb7,3jVJ1fTyUxYdpzb8Pt9V6U
0z1b34WikhOH9ZxU8QDWcv,One Headlight,312626,74,0jJNGWrpjGIHUdTTJiIYeB,2BOlaNQt6WJ1HO5pQcKHGh
2vfvGlqCB7oertO5VLE0sz,ATLiens,230693,73,1G9G7WwrXka3Z1r7aIDjI7,1IaBCF26OjgYwUCEPaIyC0
2aIB1CdRRG7YLBu9hNw9nR,The Beautiful People,218826,76,2VYQTNDsvvKN9wmU5W7xpj,7APnZJwayR3lH9aUDPDYQB
1szwDbVdIdoQq5mG5GXAmJ,The Distance,179600,69,6A43Djmhbe9100UwnI7epV,0xqBjioTJ32aszn90qV2m1
2TIEeLrOQrGnO2D2OeDDJu,Time Marches On,185360,68,2BQVRw9md4UKcGUrDXABCD,5zSPDpefI09DHOSdQLJTW6
2PdIo7ewQPuAsP99LVg9uy,Wrong Way,136146,69,0EdvGhlC1FkGItLOWQzG4J,14eK347GdWO4mBBx78tsut
5Pgwi0iizu96RHxJ4xL3SH,Strawberry Wine,291533,69,0aqrM7Fo3Ml66Kc5JAzmjt,3rVrwVrTgiFmCBZCmYBryn
0e05wFNr6zg1ULcp4NKs1p,Two Dozen Roses,204333,68,36eTeLNx8ErucrEyRm6JOo,53ggnni69yCjLQIboZCc3e
4eamJr2k9YDH8j58RSTmSc,Doin' Time,253840,68,0EdvGhlC1FkGItLOWQzG4J,14eK347GdWO4mBBx78tsut
6AioOohg4bQZFA4jIYQQ2r,Forty Six & 2,363066,71,2yEwvVSSSUkcLeSTNyHKh8,6yWMN087PgSimbcVmHLEwG
4KoNBTm9a55KgLMtEaf3n6,If You Could Only See,261519,69,6qXwLwTLdA44HYsA26vaNU,6IQxEwIABLLej0bEYdrB0V
5PQmSHzWnlgG4EBuIqjac2,If I Ruled the World (Imagine That) (feat. Lauryn Hill),282373,73,20qISvAhX20dpIbOOzGK3q,78Fgb88MY0ECc4GVMejqTg
0pwObEOHolQZSldJ2q1wpy,Stinkfist,312120,71,2yEwvVSSSUkcLeSTNyHKh8,6yWMN087PgSimbcVmHLEwG
2S2x5N5VJNn7vqYukvoFFC,How Do U Want It (ft. K-Ci & JoJo),287546,70,1ZwdS5xdxEREPySFridCfh,78iX7tMceN0FsnmabAtlOC
1HL3yEnYq8LEyFQ3QegA5V,Crash into Me,316466,66,2TI7qyDE0QfyOlnbtfDo7L,3Z72KfamjH9Wc5m9mgVqI7
3vZO25GdYuqFrR1kzZADnp,Ready or Not,226986,75,2WKdxPFRD7IqZvlIAvhMgY,18XFe4CPBgVezXkxZP6rTb
69QIVIjPMnI1ABLBqh9P1b,Twisted,260666,69,2r09Inibex3C4ZNTUVSG3m,0BzXvdpUKDEk612hLc6rZV
