song_id,song_name,song_duration,song_popularity,artist_id,album_id
3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,232106,87,4F84IBURUo98rz4r61KF70,6D9urpsOWWKtYvF6PaorGE
0COqiPhxzoWICwFCS4eZcp,Bring Me To Life,235893,87,5nGIFgo0shDenQYSE0Sn7c,02w1xMzzdF2OJxTeh1basm
2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya!,235213,85,1G9G7WwrXka3Z1r7aIDjI7,1UsmQ3bpJTyK6ygoOOjG1r
2nLtzopw4rPReszdYBJU6h,Numb,185586,88,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3
4RY96Asd9IefaL3X4LOLZ8,In Da Club,193466,77,3q7HBObVc0L8jNeTe5Gofh,4ycNE7y1rp5215g1kkqk1P
5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),236133,81,6vWDO969PvNqNYHIOW5v0m,6oxVabMIqCMJRYN1GqR3Vf
6I9VzXrHxO9rA9A5euc8Ak,Toxic,198800,85,26dSoYclwsYLMAKD3tpOr4,0z7pVBGOD7HCIB7S8eLkLI
69Ej1xrGjOcHvIMtMKxK0G,Dile,204600,85,33ScadVnbm2X8kkUqOkC6Z,4vOvr0tdZWoIGjnHe9jLqz
1oTo3ijRbaDAtrjJrGAPSw,I Miss You,227240,76,6FBDaR13swtiWwGhX1WQsP,6DMUAqxiFfLdqXv0vqcrQA
23oxJmDc1V9uLUSmN2LIvx,Ocean Avenue,198266,76,3zxKH0qp3nBCuPZCZT5Vaf,24IBCzEJlHBI0ioxlSuSPA
41bIQPBE1lFN0mmw6Lmssz,21 Questions,224426,76,3q7HBObVc0L8jNeTe5Gofh,4ycNE7y1rp5215g1kkqk1P
3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You,228706,83,3DiDSECUqqY1AuBP8qtaIa,6TqRKHLjDu5QZuC8u5Woij
2I9foKseoFQh07p6sD2voE,Many Men (Wish Death),256226,74,3q7HBObVc0L8jNeTe5Gofh,4ycNE7y1rp5215g1kkqk1P
0M955bMOoilikPXwKLYpoi,I Hate Everything About You,231480,77,2xiIXseIJcq3nG7C8fHeBj,13topfW33NjnACjnRiZBX7
77loZpT5Y5PRP1S451P9Yz,The Reason,232800,84,2MqhkhX4npxDZ62ObR5ELO,2zE1YKY7Okj10Tjl09jjth
4Yf5bqU3NK4kNOypcrLYwU,Faint,162600,82,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3
