artist_id,artist_genres,artist_popularity
2sil8z5kiy4r76CRTXxBCA,"neo mellow, permanent wave, pop rock, post-grunge",69
3HVdAiMNjYrQIKlOGxoGh5,"alternative metal, hard rock, industrial metal, industrial rock, nu metal, post-grunge, rock",65
1ZwdS5xdxEREPySFridCfh,"g funk, gangster rap, hip hop, rap, west coast rap",77
5LfGQac0EIXyAN8aUwmNAQ,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",74
1ZwdS5xdxEREPySFridCfh,"g funk, gangster rap, hip hop, rap, west coast rap",77
5AyEXCtu3xnnsTGCo4RVZh,slowcore,65
3RNrq3jvMZxD9ZyoOZbQOD,"alternative metal, funk metal, hard rock, nu metal, post-grunge, rap metal, rock",73
19ra5tSw0tWufvUp8GotLo,new wave pop,70
2Mu5NfyYm8n5iTomuKAEHl,"alternative r&b, conscious hip hop, hip hop, neo soul, new jersey rap, r&b, soul",69
3HVdAiMNjYrQIKlOGxoGh5,"alternative metal, hard rock, industrial metal, industrial rock, nu metal, post-grunge, rock",65
2Mu5NfyYm8n5iTomuKAEHl,"alternative r&b, conscious hip hop, hip hop, neo soul, new jersey rap, r&b, soul",69
0Grjlu7ncIuCaSYvCs9fcd,pop rock,56
72OaDtakiy6yFqkt4TsiFt,"dance pop, pop",67
2sil8z5kiy4r76CRTXxBCA,"neo mellow, permanent wave, pop rock, post-grunge",69
4ytkhMSAnrDP8XzRNlw9FS,jazz trio,60
5eAWCfyUhZtHHtBdNk56l1,"alternative metal, nu metal, rap metal, rock",76
2Xu7q46Hf02xOoEIm4E1Qs,"bronx hip hop, east coast hip hop, hardcore hip hop",58
014WIDx7H4BRCHB1faiisK,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",73
3RNrq3jvMZxD9ZyoOZbQOD,"alternative metal, funk metal, hard rock, nu metal, post-grunge, rap metal, rock",73
1HwM5zlC5qNWhJtM00yXzG,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",67
5LfGQac0EIXyAN8aUwmNAQ,"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk",74
5gznATMVO85ZcLTkE9ULU7,"permanent wave, rock",67
4Eqd24yS5YcxI8b6Xfuwr8,"alternative metal, pop rock, post-grunge",49
5ZEAzHE2TzAwUcOj6jMIgf,"bubblegum pop, movie tunes",51
25IG9fa7cbdmCIy3OnuH57,"contemporary country, country, country dawn",64
0rG0AZBscc8S8q1ahIsasI,"bounce, crunk, dirty south rap, new orleans rap, southern hip hop, trap",56
03r4iKL2g2442PT9n2UKsx,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock",66
05oH07COxkXKIMt6mIPRee,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",62
0dEvJpkqhrcn64d3oI8v79,"canadian pop, canadian rock, pop rock, post-grunge",56
3ngKsDXZAssmljeXCvEgOe,pop rock,56
1G9G7WwrXka3Z1r7aIDjI7,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",72
14ZxDAK6ITtZZqPdiWrvSn,post-grunge,54
12mkoe71zJDWs4j0rCeXGR,dirty south rap,46
1ZwdS5xdxEREPySFridCfh,"g funk, gangster rap, hip hop, rap, west coast rap",77
