album_id,album_genres,album_release_date,album_popularity
30ly6F6Xl0TKmyBCU50Khv,,1997-05-20,79
0PrcwzkQVEy4y6JPvT5bix,,1997-11-22,73
6dVIqQ8qmQ5GBnJ9shOYGE,,1997-05-28,79
7dRdaGSxgcBdJnrOviQRuB,,1997-03-04,76
7o4UsmV37Sg5It2Eb7vHzu,,1997-10-27,76
3x2uer6Xh0d5rF8toWpRDA,,1997-10-14,73
7o4UsmV37Sg5It2Eb7vHzu,,1997-10-27,76
2gToC0XAblE9h3UZD6aAaQ,,1997-04-08,70
30ly6F6Xl0TKmyBCU50Khv,,1997-05-20,79
7HvIrSkKGJCzd8AKyjTJ6Q,,1997-02-10,72
7o4UsmV37Sg5It2Eb7vHzu,,1997-10-27,76
52AeC4gwbxDfFlLHgK1ByD,,1997-09-29,72
6dVIqQ8qmQ5GBnJ9shOYGE,,1997-05-28,79
5dR0fhE3oveLRSUMMQ3oRB,,1997-01-01,63
7dRdaGSxgcBdJnrOviQRuB,,1997-03-04,76
3YwF2y9Y3FfEy2NOtDuDZZ,,1997-01-01,60
2CoVyQi2zIifUNBcVR0gEH,,1997,60
3uN87hwClF0hult2cxMbAW,,1997-03-25,69
3hHmYc6mrl6NkmRW1ZwYvm,,1997-01-01,71
4UMe0Ods7kygK6OISasZe9,,1997-11-04,70
36STfe5P9Cln52ch4nw3i9,,1997-06-03,64
2gToC0XAblE9h3UZD6aAaQ,,1997-04-08,70
36STfe5P9Cln52ch4nw3i9,,1997-06-03,64
7M3cxHsH8qYoVtD50ABfvU,,1997-06-17,65
7zURSbIVZ5vl3NIKkrVRvl,,1997-01-01,67
2A4zIVdm7JjHaNo9cop985,,1997-10-06,66
554gpRastI7dbOcir9eAkL,,1997-01-01,55
1wbY6VUchNsZLaDi22eD3J,,1997-01-01,67
21YtqAiqXNGuvWNBS0JvOy,,1997,63
0fQdoem8dnrl80YcZzQ8f0,,1997-09-16,65
6dVIqQ8qmQ5GBnJ9shOYGE,,1997-05-28,79
0B98S6H0OAGWHaXFpjhqKu,,1997-01-01,61
38alWeQVP9UUAGJvLptys9,,1997-11-10,68
7dRdaGSxgcBdJnrOviQRuB,,1997-03-04,76
2gToC0XAblE9h3UZD6aAaQ,,1997-04-08,70
7KDqRmr937ylvGilPGWxfD,,1997-11-18,60
5XulhFmZovJ84JlWPRVqtZ,,1997-04-22,67
2esWeP8Ln1sXA0jbDmi3Zq,,1997-10-03,70
50EmY7MXVsXoUEdwieYbud,,1997-01-01,63
2PSgMApk089eV6e5LPbQeS,,1997-02-04,65
3qr4pTBWEU1SVf01j6RAx3,,1997-01-01,66
