album_id,album_genres,album_release_date,album_popularity
6ZG5lRT77aJ3btmArcykra,,2000-07-10,85
6ZG5lRT77aJ3btmArcykra,,2000-07-10,85
6t7956yu5zYf5A829XRiHC,,2000-05-23,83
5gO2acKSOaJnP0Mcy8IpU6,,2000,73
6hPkbAV3ZXpGZBGUvL6jVM,,2000-10-24,84
2tm3Ht61kqqRZtIYsBjxEj,,2000-10-31,75
5LEXck3kfixFaA3CqVE7bC,,2000-05-16,74
6hPkbAV3ZXpGZBGUvL6jVM,,2000-10-24,84
6t7956yu5zYf5A829XRiHC,,2000-05-23,83
6IvosVciDOQ9NAPaKwhtLY,,2000-03-07,70
6hPkbAV3ZXpGZBGUvL6jVM,,2000-10-24,84
5v7Icroz1sQsK2sQyLrWzE,,2000-06-27,71
2ewYJg5AuA9bXWrvOs1mtB,,2000-10-01,65
3MT88SSyxQGbqYXj4LVk3b,,2000-08-08,74
20RMokVwJ2wjQ0s8FOdOFC,,2000-03-21,70
5PmgtkodFl2Om3hMXONDll,,2000-05-16,73
2tm3Ht61kqqRZtIYsBjxEj,,2000-10-31,75
5mi7FKaWE5CtcOjdyxScA7,,2000-10-17,77
6hPkbAV3ZXpGZBGUvL6jVM,,2000-10-24,84
1VKNHcrUppE8i5oAhg4o6k,,2000,60
6CYyrh3J08jXacgo9wHwsU,,2000-08-22,64
5v7Icroz1sQsK2sQyLrWzE,,2000-06-27,71
20RMokVwJ2wjQ0s8FOdOFC,,2000-03-21,70
6t7956yu5zYf5A829XRiHC,,2000-05-23,83
3MT88SSyxQGbqYXj4LVk3b,,2000-08-08,74
187HV0h26fG3mkRsySp5Lj,,2000-09-29,63
3cADvHRdKniF9ELCn1zbGH,,2000-10-31,66
2ww2PXKiHk7rNv26rjVJ5z,,2000,69
5mi7FKaWE5CtcOjdyxScA7,,2000-10-17,77
3g3iZ2Zpx2KvqOVV3VFYdd,,2000-11-01,68
0Q9SljCrM0CL0bR23MuP69,,2000-01-01,72
05owfigVGpgPe7RKJG1hum,,2000,66
7gskILm9UyDvFlmmAoqn2g,,2000-01-01,59
7wyEph8JrTyNFNPmRCu3pU,,2000-10-01,69
5LEXck3kfixFaA3CqVE7bC,,2000-05-16,74
3Hocp9QorapDRHSyZ1AOVL,,2000-11-14,63
0Fc7RtFLwtDz5pD622l7kQ,,2000-06-13,61
5mi7FKaWE5CtcOjdyxScA7,,2000-10-17,77
6hPkbAV3ZXpGZBGUvL6jVM,,2000-10-24,84
4uNwpYU5QyX2u0kkkEFLR4,,2000-10-31,59
4BcmNEt6VK0KBVsVY8yClD,,2000-05-16,57
6t7956yu5zYf5A829XRiHC,,2000-05-23,83
0GeWd0yUKXHbCXVag1mJvO,,2000-01-01,64
6t7956yu5zYf5A829XRiHC,,2000-05-23,83
09OM7urF0SXgJqbFcllYQs,,2000-11-14,67
0emt7fmxNjW3lb37nTOXR0,,2000,66
3k0JikEiL0wvgmX0x72geJ,,2000-01-25,58
6hPkbAV3ZXpGZBGUvL6jVM,,2000-10-24,84
2kT80DHqRtHQzDhQ2RCoIV,,2000-01-01,57
7vEJAtP3KgKSpOHVgwm3Eh,,2000-11-13,73
6zuCJaxmHKNKN5hMDF556U,,2000-04-18,61
368bh2s0aVeChSmOHvmXxz,,2000-11-12,63
2PIXzzS8WEzv8Ws92qspEH,,2000-01-01,59
5LEXck3kfixFaA3CqVE7bC,,2000-05-16,74
5NwzdF5qHEtXT6SepzhWJv,,2000-01-01,55
3g3iZ2Zpx2KvqOVV3VFYdd,,2000-11-01,68
6GjwtEZcfenmOf6l18N7T7,,2000-10-02,69
2BU2SNYoIPtZvGEJckdIhx,,2000-01-01,59
1OmZcrLO7y9cL7pq8Ge0LL,,2000-09-19,55
75zBkbUSaFzpyPa1mBDjON,,2000-10-03,61
3eWFPHtloHTw9Ilod4Ivi6,,2000-01-01,57
0NxA1D1taWpPdIc6uIlAi9,,2000-11-13,65
5PmgtkodFl2Om3hMXONDll,,2000-05-16,73
2OivwIlbg7qwTg8SLGB0rV,,2000-04-05,71
5v7Icroz1sQsK2sQyLrWzE,,2000-06-27,71
0Hkn7bDEG0kyUxI6gQdHzB,,2000-01-01,60
6GjwtEZcfenmOf6l18N7T7,,2000-10-02,69
2RmMKj20xouC3Mqq1CyZ3c,,2000-01-01,56
79cxLehm2WE9NMIRcJaqK9,,2000-08-13,58
5cT0D5QzJo8coTaeT4OynR,,2000-05-23,63
6ZG5lRT77aJ3btmArcykra,,2000-07-10,85
6iVOwFVjFRoQPgj8GUwSsi,,2000-12-05,63
2ERJFuFlmwOV0bxl8VOtdU,,2000-12-12,65
0EKaJQaxiszKS8DBUDhbtz,,2000-08-21,57
2tm3Ht61kqqRZtIYsBjxEj,,2000-10-31,75
7lbksDekncvHf1FfZ5y1li,,2000,53
