song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
2gam98EZKrF9XuOkU13ApN,114.328,audio_features,-6.098,0,0.0506,0.154,0.868,0.808,0.97,0.0569,6.13e-05
7j31rVgGX9Q2blT92VBEA0,111.647,audio_features,-3.063,1,0.0632,0.184,0.856,0.463,0.857,0.0506,0.0
4wH4dJgrsxONID6KS2tDQM,132.722,audio_features,-4.81,1,0.0397,0.121,0.787,0.796,0.777,0.0261,0.000358
01YROQCnF1AQm7SCWJmD2o,167.624,audio_features,-12.823,1,0.0502,0.145,0.647,0.569,0.508,0.768,0.0
15DeqWWQB4dcEWzJg15VrN,89.011,audio_features,-4.931,1,0.0303,0.329,0.539,0.668,0.672,0.111,0.0
2kQuhkFX7uSVepCD3h29g5,118.978,audio_features,-5.171,0,0.0467,0.107,0.924,0.939,0.742,0.321,0.0
4wzjNqjKAKDU82e8uMhzmr,92.956,audio_features,-2.189,0,0.0399,0.127,0.464,0.545,0.932,0.000665,0.0
66ZcOcouenzZEnzTJvoFmH,119.961,audio_features,-3.502,1,0.0343,0.178,0.73,0.756,0.77,0.191,0.0
70L6nHORQsblY813yNqUR3,124.01,audio_features,-3.663,1,0.0537,0.142,0.17,0.47,0.859,0.000362,0.00691
5wQnmLuC1W7ATsArWACrgW,96.95,audio_features,-4.103,1,0.0752,0.222,0.236,0.217,0.905,0.000289,0.00011
5hnyJvgoWiQUYZttV4wXy6,104.011,audio_features,-4.53,1,0.0274,0.132,0.144,0.56,0.595,0.199,6.47e-05
56sk7jBpZV0CD31G9hEU3b,122.023,audio_features,-3.668,1,0.0339,0.126,0.506,0.553,0.853,0.000684,0.0
70wYA8oYHoMzhRRkARoMhU,130.433,audio_features,-3.313,1,0.112,0.28,0.321,0.467,0.988,0.000152,0.0484
2nGFzvICaeEWjIrBrL2RAx,96.038,audio_features,-7.844,1,0.0362,0.133,0.542,0.739,0.511,0.167,1.34e-06
4KTtYhxFtFL7mBwnjkKfLm,130.991,audio_features,-6.408,1,0.199,0.0857,0.625,0.81,0.755,0.291,0.0
7k6IzwMGpxnRghE7YosnXT,99.99,audio_features,-4.802,0,0.0294,0.0655,0.739,0.803,0.454,0.352,0.0
10Nmj3JCNoMeBQ87uw5j8k,96.184,audio_features,-2.36,1,0.0437,0.346,0.73,0.556,0.913,0.0193,8.59e-06
0faXHILILebCGnJBPU6KJJ,167.024,audio_features,-4.441,0,0.0644,0.106,0.269,0.392,0.964,7.13e-05,0.0387
2N5zMZX7YeL1tico8oQxa9,111.963,audio_features,-1.609,1,0.0339,0.0826,0.612,0.835,0.741,0.0172,0.0577
0O45fw2L5vsWpdsOdXwNAR,117.0,audio_features,-5.562,0,0.0789,0.0519,0.964,0.967,0.583,0.0584,0.0
2aI21FnmY7TJVKeMaoQZ0t,116.948,audio_features,-6.328,1,0.139,0.0543,0.809,0.872,0.872,0.0476,0.00112
6brl7bwOHmGFkNw3MBqssT,92.791,audio_features,-8.336,1,0.31,0.189,0.58,0.452,0.574,0.246,0.0
2aibwv5hGXSgw7Yru8IYTO,104.655,audio_features,-3.674,1,0.0499,0.119,0.599,0.427,0.9,0.116,1.75e-05
30cSNer6TV8x2utjULVeQ5,137.046,audio_features,-4.905,1,0.0361,0.413,0.527,0.677,0.671,0.004,5.07e-05
32mVHdy0bi1XKgr0ajsBlG,105.586,audio_features,-2.098,1,0.0323,0.0962,0.821,0.658,0.877,0.173,0.0
3lPr8ghNDBLc2uZovNyLs9,120.0,audio_features,-3.727,1,0.0439,0.0877,0.782,0.668,0.921,0.0492,0.00517
4NeOWqHmlrGRuBvsLJC9rL,119.952,audio_features,-5.881,0,0.224,0.682,0.808,0.771,0.68,0.277,1.18e-05
5imShWWzwqfAJ9gXFpGAQh,176.739,audio_features,-5.82,1,0.115,0.249,0.663,0.578,0.756,0.157,0.000232
1D066zixBwqFYqBhKgdPzp,129.056,audio_features,-7.721,0,0.317,0.126,0.829,0.906,0.583,0.0569,0.0
0Ti2dlF2xLjXblvdU5fCxM,143.519,audio_features,-4.542,1,0.0533,0.0974,0.686,0.308,0.873,0.00022,0.000729
6fTgbkBiMITtHUmik95ClX,140.496,audio_features,-5.608,1,0.0453,0.372,0.432,0.552,0.836,0.00942,0.0
1zN6ynJG4PdR61YWv4PQ3Y,146.975,audio_features,-4.893,1,0.0456,0.0525,0.47,0.473,0.871,0.0216,0.0
3FP8A246XpuafFofRhDlWG,153.932,audio_features,-4.261,1,0.0914,0.102,0.233,0.429,0.96,6.46e-05,6.27e-06
1Q2fYlSdwuutWj3QplhY9q,196.578,audio_features,-3.892,1,0.147,0.105,0.316,0.185,0.948,0.0104,0.0
4OSbctVD37ycS0H3rwRm72,195.711,audio_features,-3.494,0,0.159,0.259,0.39,0.2,0.977,0.00165,1.1e-05
5gB2IrxOCX2j9bMnHKP38i,103.042,audio_features,-5.562,1,0.0607,0.199,0.558,0.562,0.934,0.00211,0.0
3HE50TVRquwXe9yv2HFoNL,149.864,audio_features,-4.68,0,0.0371,0.163,0.217,0.433,0.778,0.00838,0.0
4dyx5SzxPPaD8xQIid5Wjj,138.185,audio_features,-6.005,1,0.0377,0.105,0.662,0.699,0.812,0.0164,0.000763
1KhrAWvLIjRlQIJtSTgvsi,122.918,audio_features,-5.365,1,0.0292,0.113,0.736,0.605,0.864,0.13,0.000827
4bVuIlGQBMWS7vIhcx8Ae4,136.002,audio_features,-5.134,0,0.0277,0.265,0.33,0.537,0.674,0.0088,0.0
3Lc65aYhtNRO19Fnq2oMb8,98.023,audio_features,-3.064,0,0.107,0.0856,0.591,0.66,0.978,0.0247,0.0
4iuNZTcvT9diFySSzVsnVS,93.135,audio_features,-6.486,1,0.172,0.205,0.754,0.569,0.596,0.452,7.92e-05
2jdAk8ATWIL3dwT47XpRfu,134.018,audio_features,-8.69,0,0.0273,0.0805,0.29,0.667,0.361,0.575,0.00506
0aJrYfARfCKzv6gXjhs4SZ,102.477,audio_features,-8.314,1,0.045,0.132,0.694,0.792,0.647,0.255,0.000223
48NXpYRuvv9izul4oXhqS9,110.002,audio_features,-5.892,0,0.0873,0.0466,0.965,0.887,0.701,0.106,0.00948
2hns6Dv29Yrg68AVTJiAyA,140.004,audio_features,-4.569,1,0.0274,0.0756,0.46,0.688,0.734,0.00462,0.0
2Fs18NaCDuluPG1DHGw1XG,103.027,audio_features,-3.848,1,0.0731,0.223,0.655,0.582,0.952,0.00324,0.0
7zMcNqs55Mxer82bvZFkpg,99.953,audio_features,-6.941,1,0.0231,0.119,0.289,0.621,0.417,0.288,0.0
2olVm1lHicpveMAo4AUDRB,118.773,audio_features,-5.109,1,0.0313,0.097,0.962,0.768,0.829,0.0964,2.92e-05
5FMXrphygZ4z3gVDHGWxgl,116.735,audio_features,-6.412,0,0.0758,0.0754,0.66,0.606,0.899,0.333,0.000102
1WzAeadSKJhqykZFbJNmQv,100.511,audio_features,-4.483,1,0.0241,0.0696,0.785,0.744,0.637,0.337,0.000222
2d6m2F4I7wCuAKtSsdhh83,122.252,audio_features,-3.679,0,0.106,0.125,0.309,0.467,0.883,0.000321,0.000152
234RqTZmnDTnxWlVciXHLD,145.927,audio_features,-3.245,0,0.0618,0.245,0.294,0.428,0.919,0.0503,0.0
6o3s08kk2fQI37vxGZDrJ1,82.038,audio_features,-5.029,0,0.23,0.29,0.626,0.835,0.757,0.00647,0.0
4AniPkv5vgdE1n6VKreiyI,113.083,audio_features,-4.271,1,0.0337,0.0925,0.249,0.707,0.642,0.204,0.0
16MVSD0mGI4RMQT83Qzm69,167.964,audio_features,-3.771,0,0.0289,0.196,0.472,0.476,0.777,0.0103,0.0
3SktMqZmo3M9zbB7oKMIF7,123.799,audio_features,-9.883,1,0.0342,0.24,0.237,0.753,0.326,0.731,0.00131
1LkoYGxmYpO6QSEvY5C0Zl,174.009,audio_features,-4.525,1,0.0472,0.363,0.544,0.317,0.887,0.000449,9.23e-06
0Om9WAB5RS09L80DyOfTNa,76.009,audio_features,-6.462,1,0.0251,0.121,0.425,0.58,0.491,0.575,0.0
1qHRFZE8qykNXYZadzmi1m,148.1,audio_features,-5.876,1,0.027,0.262,0.613,0.674,0.646,0.486,8.37e-05
4OyzSXRSadNQt5EMwASdap,173.85,audio_features,-6.453,1,0.0625,0.233,0.363,0.452,0.523,0.563,0.0
1lATXTBJDHwawvT1UfxWu3,107.45,audio_features,-6.889,1,0.0391,0.282,0.466,0.469,0.79,0.000148,0.372
2gvmxusSOe3vNjNDjQWaso,110.464,audio_features,-3.881,0,0.0324,0.0938,0.746,0.596,0.679,0.18,0.0
27ze5t5tIDPlVits0KRbxT,128.044,audio_features,-10.645,1,0.0345,0.12,0.894,0.779,0.589,0.332,0.0
5aDoUmxBsbdpS16alksb5Z,101.529,audio_features,-15.499,1,0.0276,0.195,0.412,0.566,0.246,0.813,1.48e-06
3FAclTFfvUuQYnEsptbK8w,122.728,audio_features,-13.964,0,0.0373,0.0861,0.378,0.403,0.422,0.134,2.05e-05
6zKF4293k44ItKWJJgrhXv,177.018,audio_features,-2.908,0,0.0663,0.261,0.209,0.197,0.956,7.61e-05,0.00992
5OusUgzHz6Ulb3GZT7WUo5,137.993,audio_features,-4.008,1,0.0314,0.23,0.716,0.625,0.848,0.105,0.0
