song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
2HbKqm4o0w5wEeEFXm2sD4,71.994,audio_features,-7.355,1,0.122,0.224,0.344,0.716,0.531,0.0703,0.0
01Lr5YepbgjXAWR9iOEyH1,131.965,audio_features,-8.193,0,0.089,0.111,0.211,0.772,0.413,0.0361,0.0
3w3y8KPTfNeOKPiqUTakBh,143.994,audio_features,-4.165,1,0.0431,0.309,0.867,0.726,0.698,0.049,0.0
0nJW01T7XtvILxQgC5J7Wh,72.795,audio_features,-8.648,1,0.0434,0.088,0.387,0.612,0.28,0.932,0.0
7DfFc7a6Rwfi3YQMRbDMau,129.83,audio_features,-11.195,1,0.0532,0.0973,0.2,0.721,0.339,0.409,0.00153
3GZD6HmiNUhxXYf8Gch723,123.061,audio_features,-4.892,1,0.226,0.167,0.497,0.913,0.603,0.0272,0.000503
6jgkEbmQ2F2onEqsEhiliL,91.771,audio_features,-7.063,0,0.0281,0.184,0.46,0.501,0.765,0.00294,0.49
2iUmqdfGZcHIhS3b9E9EWq,154.961,audio_features,-3.906,1,0.0586,0.313,0.725,0.471,0.924,0.00301,0.0
0W4Kpfp1w2xkY3PrV714B7,79.936,audio_features,-9.074,1,0.0304,0.0915,0.353,0.685,0.466,0.794,2.06e-06
3LlAyCYU26dvFZBDUIMb7a,89.938,audio_features,-3.015,1,0.0321,0.329,0.428,0.505,0.71,0.19,0.00025
6FE2iI43OZnszFLuLtvvmg,102.071,audio_features,-4.689,1,0.124,0.157,0.756,0.72,0.791,0.0384,0.0
4QhWbupniDd44EDtnh2bFJ,107.989,audio_features,-6.104,0,0.0466,0.791,0.15,0.4,0.65,0.0118,7.62e-05
3Hvg5tRKsQlX25wYwgMF9p,127.463,audio_features,-10.088,1,0.0333,0.227,0.573,0.67,0.609,0.749,6.74e-05
6REbwUNlppTfcnV4d4ZoZi,74.236,audio_features,-5.892,1,0.277,0.0899,0.189,0.577,0.447,0.00627,0.00022
