song_id,song_name,song_duration,song_popularity,artist_id,album_id
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,240693,87,3y24n3XhZ96wgwRXjvS17T,0BJYNipGyMrw4ngKDJXzXZ
5QLHGv0DfpeXLNFo7SFEy1,1979 - Remastered 2012,266200,80,40Yq4vzPs9VNUrIBG5Jr2i,55RhFRyQFihIyGf61MgcfV
6xkryXuiZU360Lngd4sx13,Fantasy,243493,79,4iHNK0tOyZPYnBU7nGAgpQ,1ibYM4abQtSVQFQWvDSo4J
6iy4PoAuZBMvtrlDX4VxC7,Check Yes Or No,200666,74,5vngPClqofybhPERIqQMYd,2j7URVIN8GPGqzb8xi2hYW
6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,258466,77,40Yq4vzPs9VNUrIBG5Jr2i,55RhFRyQFihIyGf61MgcfV
7ygpwy2qP3NbrxVkHvUhXY,Wonderwall - Remastered,258773,80,2DaxqgrOhkeH0fpeiQq2f4,6tOe4eAF8xNhEkl9WyvsE4
1nLnpLXvl68RZCSjfkyiaa,Brain Stew,193000,73,7oPftvlwr6VrsViSDV7fJY,7d3nOmFvL51roNElAdpi9d
33ZXjLCpiINn8eQIDYEPTD,"Shook Ones, Pt. II",325506,79,6O2zJ0tId7g07yzHtX0yap,1cCAb1vN8uUsdfEylVmTLs
5lWRaa0fBxDE5yU91npPq7,Just A Girl,209200,75,0cQbJU1aAzvbEmTuljWLlF,3VekjWskUut57hx6W9wqL8
4IYKjN1DrYzxKXt0umJqsG,I Got 5 On It,253533,76,3z3g65U7mmyyBmmDfsQK9x,5pMShIZc6oWiEtcQvXsKfb
37EJtTS7jT5WUyXGZzrwnI,Santa Monica,191506,72,694QW15WkebjcrWgQHzRYF,27qNa5ef0TpYV17dBY01U0
6urCAbunOQI4bLhmGpX7iS,Don't Speak,263560,81,0cQbJU1aAzvbEmTuljWLlF,3VekjWskUut57hx6W9wqL8
2a1iMaoWQ5MnvLFBDv4qkf,High and Dry,257480,79,4Z8W4fKeB5YxbusRsdQVPb,35UJLpClj5EDrhpNIi4DFg
1dyTcli07c77mtQK3ahUZR,Just,234800,76,4Z8W4fKeB5YxbusRsdQVPb,35UJLpClj5EDrhpNIi4DFg
0NLBwQBYJhEM9t3KAMPFVR,Sold (The Grundy County Auction Incident),152186,71,7mPcfx7PhnBh6n4HMCd61A,5UPjyfi3zD7Oak7frjH8zk
0pdfN7nOHMYmKykzu1cyfm,Any Man Of Mine,246760,73,5e4Dhzv426EvQe3aDb64jL,3wDeIA9tJU0uNlsroUdcYK
3IvcWWehbBcBR4YZxlGM9R,"I Like It, I Love It",205706,71,6roFdX1y5BYSbp60OTJWMd,6l9E1hjtJqivhVIageAWM8
2JJSGhPpATm8lXeYjD95fw,Desvelado,221226,77,4EEZg8R3dxbTCCQ1DVWtHg,2BCS2taG5BuYeL3QPCbcz2
2aBxt229cbLDOvtL7Xbb9x,Always Be My Baby,258133,75,4iHNK0tOyZPYnBU7nGAgpQ,1ibYM4abQtSVQFQWvDSo4J
02ZdZqhpfrPnxwyakXgxB8,Lump,134200,73,1lZvg4fNAqHoj6I9N8naBM,7qh8188T5LB7bdCBlk6SO1
4YFcGTdgmEuw8xTO4XrxbB,Zero - Remastered 2012,160173,72,40Yq4vzPs9VNUrIBG5Jr2i,55RhFRyQFihIyGf61MgcfV
4vDBJeeQCbhP9FaPPMsYkY,Give Me One Reason,268333,74,7oPgCQqMMXEXrNau5vxYZP,3XsOzkIBoHsxZ7jP3QF2oB
