song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
0QZ5yyl6B6utIWkxeBDxQN,86.997,audio_features,-9.51,1,0.0378,0.641,0.1,0.545,0.366,0.969,0.267
7H0ya83CMmgFcOhw0UB6ow,147.067,audio_features,-7.311,0,0.0297,0.145,0.601,0.508,0.792,0.229,0.124
3pXF1nA74528Edde4of9CC,96.991,audio_features,-5.556,0,0.195,0.0963,0.189,0.765,0.356,0.223,0.0
3fqwjXwUGN6vbzIwvyFMhx,48.718,audio_features,-10.888,1,0.0298,0.0821,0.512,0.392,0.37,0.205,0.0096
6FBzhcfgGacfXF3AmtfEaX,100.0,audio_features,-8.911,0,0.116,0.128,0.409,0.414,0.473,0.663,0.0523
6Ox1rvlwEpB49drasQm6RF,93.07,audio_features,-9.84,0,0.0955,0.116,0.307,0.538,0.471,0.0946,0.0185
7fBv7CLKzipRk6EC6TWHOB,113.003,audio_features,-7.063,0,0.0515,0.135,0.137,0.585,0.564,0.0671,0.0
6K4t31amVTZDgR3sKmwUJJ,116.879,audio_features,-4.083,1,0.0284,0.167,0.785,0.64,0.74,0.0115,0.00678
5E30LdtzQTGqRvNd7l6kG5,85.012,audio_features,-9.461,1,0.0329,0.123,0.337,0.588,0.521,0.0678,0.149
1yj1ZztSGITJ5Nf4mfH92c,150.004,audio_features,-3.621,1,0.0297,0.208,0.616,0.517,0.877,0.00147,0.0
43PuMrRfbyyuz4QpZ3oAwN,160.108,audio_features,-10.598,1,0.185,0.135,0.276,0.525,0.433,0.107,0.0
3kQfBtkQqgN1fAMfhks8TU,76.557,audio_features,-8.302,0,0.0261,0.0798,0.213,0.552,0.634,0.00994,0.202
0kEZlJh4mK1QRfb3CT5LPk,105.977,audio_features,-7.092,0,0.0349,0.423,0.192,0.753,0.68,0.326,4.15e-05
3iVcZ5G6tvkXZkZKlMpIUs,110.034,audio_features,-5.974,1,0.238,0.0827,0.558,0.796,0.766,0.0742,0.0
6tO5bxNnMuh1c3cziSpecA,106.058,audio_features,-6.188,1,0.0835,0.0984,0.195,0.849,0.648,0.0706,0.00636
11iIikXxC6NP0Ma8vMD27x,82.282,audio_features,-5.093,1,0.033,0.0876,0.433,0.467,0.757,0.0807,0.908
51EC3I1nQXpec4gDk0mQyP,81.404,audio_features,-6.741,0,0.0904,0.105,0.312,0.402,0.526,0.113,8.33e-06
2kSb3wYSOV996xA2NSmpck,115.263,audio_features,-7.776,1,0.0355,0.106,0.303,0.574,0.479,0.179,0.0803
3CRDbSIZ4r5MsZ0YwxuEkn,169.977,audio_features,-5.677,0,0.141,0.0602,0.648,0.734,0.637,0.0462,2.29e-05
5rgrBsAFYMun6yhtnLKRPz,132.609,audio_features,-8.065,1,0.0463,0.157,0.29,0.543,0.449,0.345,0.0
2GiJYvgVaD2HtM8GqD9EgQ,120.041,audio_features,-7.627,0,0.0533,0.26,0.518,0.611,0.797,0.00543,0.00137
6GnhWMhgJb7uyiiPEiEkDA,120.058,audio_features,-8.442,1,0.178,0.147,0.19,0.843,0.435,0.47,0.0
52ojopYMUzeNcudsoz7O9D,151.836,audio_features,-6.74,1,0.0495,0.0491,0.49,0.47,0.809,0.272,0.00671
5QDGKcQLqOJvoiu8eScEaM,110.551,audio_features,-11.44,1,0.232,0.344,0.178,0.489,0.406,0.0336,0.0
1tm7c4V0kqLiN0XPVnoUcT,112.082,audio_features,-7.243,1,0.187,0.139,0.187,0.686,0.621,0.0656,0.000221
22VdIZQfgXJea34mQxlt81,107.949,audio_features,-5.526,0,0.0425,0.105,0.583,0.705,0.769,0.113,0.0
0y60itmpH0aPKsFiGxmtnh,101.003,audio_features,-5.279,0,0.0278,0.0943,0.672,0.764,0.705,0.0371,1.94e-05
34oWbFBfGEElvgO0a5c9V4,117.532,audio_features,-8.372,0,0.191,0.0839,0.815,0.943,0.595,0.0673,0.0
4jTiyLlOJVJj3mCr7yfPQD,143.072,audio_features,-4.992,0,0.134,0.116,0.758,0.732,0.69,0.291,0.0
5kNe7PE09d6Kvw5pAsx23n,166.052,audio_features,-9.245,1,0.0349,0.116,0.4,0.595,0.389,0.418,1.39e-06
6fhgO6p9DsTyHqPctyzDkV,82.789,audio_features,-14.509,0,0.045,0.11,0.473,0.583,0.309,0.824,0.207
0PJIbOdMs3bd5AT8liULMQ,78.521,audio_features,-3.724,1,0.0964,0.112,0.604,0.418,0.724,0.213,0.0
7JXZq0JgG2zTrSOAgY8VMC,99.947,audio_features,-8.651,1,0.0534,0.107,0.378,0.697,0.235,0.62,0.000144
5jROdl6MhcmP3O7h2sVgtw,113.038,audio_features,-7.411,1,0.0296,0.182,0.605,0.642,0.762,0.00967,5.72e-05
6QFQqqYye5lAcnhCALvxKJ,125.98,audio_features,-7.394,0,0.0352,0.115,0.0663,0.78,0.748,0.00448,0.000546
7FYH5AW3bVfZHJIQpq3UOA,97.972,audio_features,-5.474,1,0.0613,0.325,0.395,0.824,0.733,0.0362,0.0
32OlwWuMpZ6b0aN2RZOeMS,114.988,audio_features,-7.223,1,0.0824,0.0344,0.928,0.856,0.609,0.00801,8.15e-05
2d8JP84HNLKhmd6IYOoupQ,148.075,audio_features,-3.803,1,0.128,0.354,0.817,0.746,0.873,0.0244,0.0
04aAxqtGp5pv12UXAg4pkq,176.042,audio_features,-2.868,0,0.0729,0.102,0.56,0.393,0.858,0.00359,0.0
2Z8WuEywRWYTKe1NybPQEW,74.989,audio_features,-5.355,1,0.0393,0.113,0.566,0.645,0.713,0.00835,0.0
5M4yti0QxgqJieUYaEXcpw,77.935,audio_features,-6.217,0,0.0325,0.0844,0.155,0.424,0.615,0.0158,0.000389
4PhsKqMdgMEUSstTDAmMpg,134.078,audio_features,-9.836,0,0.0476,0.135,0.0713,0.572,0.631,0.222,0.0
5jsw9uXEGuKyJzs0boZ1bT,149.789,audio_features,-6.684,1,0.0615,0.0486,0.755,0.752,0.754,0.0151,0.0
50kpGaPAhYJ3sGmk6vplg0,100.418,audio_features,-9.828,1,0.438,0.28,0.515,0.609,0.378,0.835,0.0
4frLb7nWtsz2ymBE6k2GRP,119.829,audio_features,-8.275,0,0.0348,0.0771,0.406,0.659,0.291,0.405,0.0
1Ser4X0TKttOvo8bgdytTP,185.023,audio_features,-6.226,1,0.136,0.0721,0.123,0.689,0.564,0.187,0.0
7B5Npv8NjjTCzk8PLpU66h,109.821,audio_features,-6.057,0,0.0309,0.109,0.152,0.331,0.341,0.528,0.0
2X485T9Z5Ly0xyaghN73ed,125.012,audio_features,-5.875,0,0.0443,0.111,0.577,0.602,0.881,0.00462,0.0266
5NQbUaeTEOGdD6hHcre0dZ,190.05,audio_features,-5.738,1,0.318,0.625,0.603,0.618,0.717,0.00256,0.0
