song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
7KA4W4McWYRpgf0fWsJZWB,78.558,audio_features,-9.222,1,0.0959,0.109,0.62,0.558,0.559,0.371,7.49e-06
3EaJDYHA0KnX88JvDhL9oa,172.041,audio_features,-4.023,1,0.062,0.119,0.769,0.603,0.784,0.446,8.32e-06
2bRKxuH1o7pTmb1y4GfdEc,0.0,audio_features,-28.46,1,0.0,0.111,0.0,0.0,0.00342,0.791,1.0
1R0a2iXumgCiFb7HEZ7gUE,135.917,audio_features,-6.719,0,0.0386,0.0607,0.193,0.615,0.534,0.106,1.76e-05
7sO5G9EABYOXQKNPNiE9NR,100.007,audio_features,-8.28,1,0.206,0.114,0.333,0.88,0.428,0.149,5.05e-05
0yc6Gst2xkRu0eMLeRMGCX,94.485,audio_features,-9.013,1,0.0273,0.109,0.182,0.37,0.467,0.0205,0.572
5mCPDVBb16L4XQwDdbRUpz,111.98,audio_features,-11.377,1,0.0396,0.109,0.364,0.809,0.463,0.256,0.085
5BbdKBZO0TH0GhfxUfyhL9,119.996,audio_features,-5.426,0,0.0706,0.143,0.255,0.877,0.517,0.217,0.0
2tgQaL85WoRfgEa4hFQgrE,87.194,audio_features,-6.705,1,0.0254,0.105,0.877,0.536,0.574,0.75,0.00277
6PGoSes0D9eUDeeAafB2As,126.058,audio_features,-7.343,1,0.0924,0.153,0.779,0.8,0.585,0.264,0.0
0VE4kBnHJUgtMf0dy6DRmW,172.054,audio_features,-6.745,1,0.127,0.0888,0.351,0.562,0.689,0.00465,2.23e-06
6IZvVAP7VPPnsGX6bvgkqg,138.842,audio_features,-7.056,0,0.0572,0.154,0.37,0.665,0.535,0.0786,1.68e-05
6me7F0aaZjwDo6RJ5MrfBD,79.109,audio_features,-11.661,1,0.0721,0.109,0.504,0.555,0.216,0.557,0.00416
5TXDeTFVRVY7Cvt0Dw4vWW,139.999,audio_features,-16.169,0,0.259,0.106,0.18,0.746,0.251,0.782,0.00203
6NFyWDv5CjfwuzoCkw47Xf,95.045,audio_features,-10.178,0,0.0682,0.0911,0.0499,0.75,0.404,0.216,0.000357
0uxSUdBrJy9Un0EYoBowng,123.426,audio_features,-4.009,0,0.117,0.174,0.783,0.773,0.75,0.109,0.0
1mMLMZYXkMueg65jRRWG1l,128.027,audio_features,-5.069,1,0.0303,0.265,0.625,0.551,0.801,0.013,6.03e-06
7zFXmv6vqI4qOt4yGf3jYZ,74.038,audio_features,-8.533,0,0.0321,0.0749,0.358,0.658,0.294,0.422,5.2e-05
7KXjTSCq5nL1LoYtL7XAwS,150.011,audio_features,-6.638,0,0.102,0.0958,0.421,0.908,0.621,0.000282,5.39e-05
1P17dC1amhFzptugyAO7Il,128.07,audio_features,-6.471,0,0.123,0.126,0.506,0.766,0.709,0.204,1.41e-05
4lH6nENd1y81jp7Yt9lTBX,110.964,audio_features,-6.497,0,0.0475,0.101,0.0894,0.784,0.486,0.0538,0.497
2R4AlwtrrkMaRKojcTIzmL,75.515,audio_features,-10.469,0,0.0517,0.178,0.521,0.551,0.529,0.296,0.0093
71BWZa1liIRyUiuJ3MB66o,154.918,audio_features,-12.849,1,0.0313,0.0616,0.144,0.454,0.385,0.287,9.97e-05
2yLa0QULdQr0qAIvVwN6B5,160.015,audio_features,-6.509,1,0.136,0.197,0.417,0.613,0.764,0.0527,0.0
