song_id,song_name,song_duration,song_popularity,artist_id,album_id
4EWCNWgDS8707fNSZ1oaA5,Heartless,211000,88,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,242373,88,4gzpq5DPGxSnKTe4SA8HAU,1CEODgTmTwLyabvwd7HBty
0LQtEJt7x0s6knb6RKdRYc,Chicken Fried,238146,80,6yJCxee7QumYr820xdIsjo,08XFx1OZMZnRCh0JrKTIgT
6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",177826,84,5LfGQac0EIXyAN8aUwmNAQ,67v63ubEsvDUQkYMzI7A9t
5R8dQOPq8haW94K7mgERlO,Poker Face,237200,79,1HY2Jd0NmPuamShAr6KMms,1jpUMnKpRlng1OJN7LJauV
0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),231400,84,0jnsk9HBra6NMjO2oANoPY,5j1wrOAOm5KFd17pPiSvle
2VOomzT6VavJOGBeySqaMc,Disturbia,238626,82,5pKCCKE2ajJHZ9KAiaK11H,3JSWZWeTHF4HDGt5Eozdy7
0ntQJM78wzOLVeCUAW7Y45,Sex on Fire,203346,84,2qk9voo8llSGYcZ6xrBzKx,5CZR6ljD0x9fTiS4mh9wMp
2q4rjDy9WhaN3o9MvDbO21,Kiss Me Thru The Phone,193386,80,6GMYJwaziB4ekv1Y6wCDWS,2zwyBK8ea29FqWuY8IiRJu
2x7MyWybabEz6Y6wvHuwGE,Just Dance,241933,77,1HY2Jd0NmPuamShAr6KMms,1jpUMnKpRlng1OJN7LJauV
1EryAkZ0VHstC6haIxVBiE,Sextape,241533,79,6Ghvu1VvMGScGpOUJBAHNH,1GjjBpY2iDwSQs5bykQI5e
3dmqIB2Qxe2XZobw9gXxJ6,Mary Jane's Last Dance,273600,76,4tX2TplrkIP4v05BNC903e,3q6Bz38jmqRDkXI7j5Hb9Y
1vcxF91pWs9uNwDROuiCPB,Savior,242280,79,6Wr3hh341P84m3EI8qdn9O,4ebodSLpRqbuQjpGlDZglH
5ChkMS8OtdzJeqyybCc9R5,Billie Jean,293826,83,3fMbdgg4jU18AjLCKBhRSm,1C2h7mLntPSeVYciMRTF4a
3S2R0EVwBSAVMd5UMgKTL0,Thriller,357266,79,3fMbdgg4jU18AjLCKBhRSm,1C2h7mLntPSeVYciMRTF4a
6ihL9TjfRjadfEePzXXyVF,Gives You Hell,213106,73,3vAaWhdBR38Q02ohXqaNHT,3BCMpDOcQlbCZpf5vnTadZ
7Hqig8kp32q2Ire3ECQvWM,Paparazzi,208306,75,1HY2Jd0NmPuamShAr6KMms,1jpUMnKpRlng1OJN7LJauV
1IAzD1muglOxOcPbUHs70R,Whatever You Like,249533,76,4OBJLual30L7gRl5UkeRcT,5PfepkNWgRR2DI02Y8AawC
5VGlqQANWDKJFl0MBG3sg2,Use Somebody,230760,80,2qk9voo8llSGYcZ6xrBzKx,5CZR6ljD0x9fTiS4mh9wMp
1y4eb6hmAvsqlDOl3fx9kk,Hot N Cold,220226,73,6jJ0s89eD6GaHleKKya26X,0r2BUyPTmpbfuz4rR39mLl
5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream,198440,82,67hb7towEyKvt5Z8Bx306c,5B6XfyHHYawyLkEvNvhSPh
34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,232000,80,21E3waRsmPlU7jZsS13rcj,6dTn9vJSxVTIGm4Cu5dH4x
7jk7gqyEonmVVYahZN5zhW,Circus,192360,79,26dSoYclwsYLMAKD3tpOr4,2tve5DGwub1TtbX1khPX5j
33kKQSeqM2ecEcKF0LNSRT,Whatever It Is,208213,73,6yJCxee7QumYr820xdIsjo,08XFx1OZMZnRCh0JrKTIgT
4S518ci8UY4op0Xyp6Hx6o,Toes,262773,74,6yJCxee7QumYr820xdIsjo,08XFx1OZMZnRCh0JrKTIgT
005lwxGU1tms6HGELIcUv9,I Kissed A Girl,179640,72,6jJ0s89eD6GaHleKKya26X,0r2BUyPTmpbfuz4rR39mLl
5FgPwJ7Nh2FVmIXviKl2VF,Make You Feel My Love,212040,76,4dpARuHxo51G3z768sgnrY,59ULskOkBMij4zL8pS7mi0
6etwirSInfuJrSOlogS6Sh,American Boy,284733,80,5T0MSzX9RC5NA6gAI6irSn,1fpyVGMhF1vdl4XTFo1IH0
1jq28NGw6wdtFKx8MBPy6C,Burn It to the Ground,212346,77,6deZN1bslXzeGvOLaLMOIF,0GQ9AZBJSj109gmSdSrviC
49FYlytm3dAAraYgpoJZux,Umbrella,275986,86,5pKCCKE2ajJHZ9KAiaK11H,3JSWZWeTHF4HDGt5Eozdy7
3NZJlJemX3mzjf56MqC5ML,Forever,278573,79,7bXgB6jMjp9ATFy66eO08Z,248cu9M1nYCijfXswwZ8uW
0JiY190vktuhSGN6aqJdrt,So What,215160,79,1KCSPY1glIKqW2TotWuXOR,1LOJfNDxQhbpssKx7oM7at
56pHllZT7QOacB0bP56ofx,Chasing Pavements,210506,74,4dpARuHxo51G3z768sgnrY,59ULskOkBMij4zL8pS7mi0
1ZLtE9tSJdaUiIJ9YoKHQe,Decode,261959,75,74XFHRwlV6OrjEM0A2NCMF,70iJhodSPkl7FR1VW4n0KF
3GCL1PydwsLodcpv0Ll1ch,You Belong With Me,231133,71,06HL4z0CvFAxyc27GXpf02,2dqn5yOQWdyGwOpOIi9O4x
1EzrEOXmMH3G43AXT1y7pA,I'm Yours,242946,80,4phGZZrJZRo4ElhRtViYdl,04G0YylSjvDQZrjOfE5jA5
3B3eOgLJSqPEA0RfboIQVM,Skinny Love,238520,74,4LEiUm1SRbFMgfqnQTwUbQ,7EJ0OT5ZqybXxcYRa6mccM
3AydAydLzyyZutA0375XIz,A-Punk,137760,71,5BvJzeQpmsdsFp4HGUYUEx,7n8NJkGKAl2np1bXiRn0CY
3pxCXv0NACYfYnLjFcQW5D,Addicted,222826,72,2AVVj8ezW2mJ0v8u7XydiF,6Nft5QnHcxYvLwAQc3mo8O
0CwYG1UnRmOx8Q1EzElCIL,Second Chance,222066,72,70BYFdaZbEKbeauJ670ysI,4PeRcYNYVB1mD4wemj5zld
4fixebDZAVToLbUCuEloa2,Womanizer,224400,79,26dSoYclwsYLMAKD3tpOr4,2tve5DGwub1TtbX1khPX5j
0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,267080,83,5pKCCKE2ajJHZ9KAiaK11H,3JSWZWeTHF4HDGt5Eozdy7
6ScJMrlpiLfZUGtWp4QIVt,A Milli,221840,72,55Aa2cqylxrFIXC767Z865,5BGzOpea6At0Nd7tYtYZOP
0GegHVxeozw3rdjte45Bfx,White Winter Hymnal,147026,72,4EVpmkEwrLYEg6jIsiPMIb,5GRnydamKvIeG46dycID6v
2kS6td1yvmpNgZTt1q5pQq,Hayloft,181680,77,0e86yPdC41PGRkLp2Q1Bph,0X7S0TEZ5NJsSxmyTnfYi2
7CNd7rjfVt74TFlcOcnZgN,In Color,290680,71,5yhxqYI0JBwUKfXpSEjiM8,3mb6QMOelljOicaqCo4F6i
1vrd6UOGamcKNGnSHJQlSt,Love Story,235266,70,06HL4z0CvFAxyc27GXpf02,2dqn5yOQWdyGwOpOIi9O4x
0TcJ7QWpggdSg8t0fHThHm,LoveGame,216333,72,1HY2Jd0NmPuamShAr6KMms,1jpUMnKpRlng1OJN7LJauV
6Q5uDNuuFYa8ToL3CCoHPC,Poison Tree,196893,76,31uyAcnY0kjjKKIQZMKX4i,2oztVYt7jDJBTysn00vM6E
