song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
4EWCNWgDS8707fNSZ1oaA5,87.999,audio_features,-5.983,0,0.136,0.248,0.654,0.79,0.647,0.0515,0.0
1mea3bSkSGXuIRvnydlB5b,138.015,audio_features,-7.115,0,0.0287,0.109,0.417,0.486,0.617,0.0954,3.23e-06
0LQtEJt7x0s6knb6RKdRYc,169.861,audio_features,-4.25,1,0.0418,0.114,0.805,0.566,0.713,0.645,0.0
6TfBA04WJ3X1d1wXhaCFVT,126.115,audio_features,-3.159,1,0.0638,0.197,0.601,0.55,0.917,0.00428,0.0
5R8dQOPq8haW94K7mgERlO,118.999,audio_features,-4.62,1,0.0787,0.121,0.787,0.851,0.806,0.118,1.64e-06
0CAfXk7DXMnon4gLudAp7J,128.008,audio_features,-5.64,0,0.0791,0.139,0.304,0.918,0.609,0.0928,0.0
2VOomzT6VavJOGBeySqaMc,124.921,audio_features,-4.515,0,0.0571,0.168,0.722,0.707,0.813,0.0863,0.0
0ntQJM78wzOLVeCUAW7Y45,153.398,audio_features,-5.653,1,0.054,0.136,0.374,0.542,0.905,0.00172,0.0104
2q4rjDy9WhaN3o9MvDbO21,149.998,audio_features,-3.781,1,0.112,0.0677,0.795,0.758,0.712,0.0185,0.0
2x7MyWybabEz6Y6wvHuwGE,118.992,audio_features,-4.541,0,0.0311,0.181,0.745,0.822,0.739,0.0264,4.26e-05
1EryAkZ0VHstC6haIxVBiE,89.981,audio_features,-6.475,1,0.027,0.116,0.0964,0.367,0.634,0.000824,0.0759
3dmqIB2Qxe2XZobw9gXxJ6,169.515,audio_features,-9.058,0,0.0608,0.328,0.531,0.464,0.655,0.0272,1.34e-06
1vcxF91pWs9uNwDROuiCPB,112.49,audio_features,-3.424,0,0.0485,0.425,0.478,0.554,0.932,0.00154,0.000142
5ChkMS8OtdzJeqyybCc9R5,117.046,audio_features,-3.051,0,0.0401,0.036,0.847,0.92,0.654,0.0236,0.0153
3S2R0EVwBSAVMd5UMgKTL0,118.459,audio_features,-4.913,1,0.0747,0.914,0.813,0.773,0.859,0.0855,0.000187
6ihL9TjfRjadfEePzXXyVF,100.008,audio_features,-6.44,1,0.0387,0.0627,0.552,0.718,0.691,0.0159,0.0
7Hqig8kp32q2Ire3ECQvWM,114.906,audio_features,-3.973,0,0.0438,0.094,0.397,0.762,0.692,0.113,0.0
1IAzD1muglOxOcPbUHs70R,150.053,audio_features,-6.162,0,0.0709,0.261,0.467,0.68,0.687,0.0161,0.0
5VGlqQANWDKJFl0MBG3sg2,137.028,audio_features,-5.356,1,0.0432,0.201,0.173,0.276,0.715,0.00552,0.000417
1y4eb6hmAvsqlDOl3fx9kk,132.032,audio_features,-3.956,1,0.0418,0.0688,0.861,0.706,0.841,7.95e-05,0.0
5r5cp9IpziiIsR6b93vcnQ,126.975,audio_features,-5.594,0,0.0458,0.0589,0.716,0.871,0.701,0.257,7.52e-06
34ceTg8ChN5HjrqiIYCn9Q,171.86,audio_features,-5.693,1,0.115,0.235,0.713,0.673,0.683,0.522,0.0
7jk7gqyEonmVVYahZN5zhW,114.98,audio_features,-5.215,0,0.052,0.0713,0.761,0.791,0.733,0.147,0.000381
33kKQSeqM2ecEcKF0LNSRT,83.969,audio_features,-6.633,1,0.0284,0.212,0.72,0.686,0.576,0.443,1.66e-05
4S518ci8UY4op0Xyp6Hx6o,129.971,audio_features,-5.398,1,0.0378,0.0897,0.821,0.801,0.759,0.657,0.0
