song_id,tempo,type,loudness,mode,speechiness,liveness,valence,danceability,energy,acousticness,instrumentalness
4KULAymBBJcPRpk1yO4dOG,77.639,audio_features,-7.746,1,0.0459,0.102,0.155,0.429,0.453,0.554,2e-06
3vkCueOmm7xQDoJ17W1Pm3,113.95,audio_features,-14.958,1,0.0321,0.158,0.121,0.504,0.308,0.868,0.135
2YSzYUF3jWqb9YP9VXmpjE,136.952,audio_features,-8.399,1,0.271,0.205,0.138,0.663,0.67,0.0464,8.92e-05
4rXLjWdF2ZZpXCVTfWcshS,130.001,audio_features,-6.747,0,0.0903,0.285,0.22,0.847,0.622,0.119,0.0
3rUGC1vUpkDG9CZFHMur1t,111.018,audio_features,-3.18,0,0.0319,0.114,0.844,0.75,0.733,0.256,0.0
1Iq8oo9XkmmvCQiGOfORiz,100.012,audio_features,-7.346,1,0.036,0.127,0.176,0.596,0.658,0.0504,0.0
4MjDJD8cW7iVeWInc2Bdyj,139.056,audio_features,-5.009,0,0.068,0.58,0.13,0.787,0.621,0.15,0.000402
2IGMVunIBsBLtEQyoI1Mu7,99.968,audio_features,-8.603,1,0.174,0.0901,0.732,0.868,0.538,0.269,3.34e-06
7aqfrAY2p9BUSiupwk3svU,163.92,audio_features,-7.779,1,0.32,0.382,0.248,0.47,0.64,0.0277,0.0
6wsqVwoiVH2kde4k4KKAFU,117.995,audio_features,-4.441,0,0.0539,0.104,0.817,0.927,0.619,0.0186,0.0
1kuGVB7EU95pJObxwvfwKS,138.005,audio_features,-5.745,1,0.0578,0.291,0.35,0.511,0.532,0.177,0.0
5KD6AEm19QnMbfWpfoOHMl,109.994,audio_features,-9.319,1,0.0338,0.0889,0.0662,0.793,0.512,0.186,3.81e-05
7dJYggqjKo71KI9sLzqCs8,123.026,audio_features,-6.128,0,0.097,0.122,0.392,0.75,0.674,0.228,8.91e-05
5mjYQaktjmjcMKcUIcqz4s,169.982,audio_features,-8.307,0,0.0946,0.219,0.416,0.628,0.523,0.701,0.00274
3IX0yuEVvDbnqUwMBB3ouC,129.979,audio_features,-3.446,1,0.0955,0.0647,0.748,0.627,0.879,0.00193,6.87e-06
71BqAINEnezjQfxE4VuJfq,77.983,audio_features,-13.178,1,0.055,0.0603,0.306,0.629,0.413,0.345,7.62e-05
0PAcdVzhPO4gq1Iym9ESnK,139.971,audio_features,-5.775,0,0.0308,0.117,0.429,0.656,0.757,0.492,0.0
1Lo0QY9cvc8sUB2vnIOxDT,97.994,audio_features,-5.52,1,0.0262,0.115,0.67,0.712,0.603,0.186,0.0
7mXuWTczZNxG5EDcjFEuJR,140.098,audio_features,-7.118,0,0.0449,0.415,0.873,0.646,0.736,0.216,0.0
5aIVCx5tnk0ntmdiinnYvw,117.187,audio_features,-3.495,0,0.0755,0.137,0.519,0.673,0.722,0.0856,0.0
6wf7Yu7cxBSPrRlWeSeK0Q,78.403,audio_features,-17.665,1,0.0307,0.098,0.142,0.444,0.0911,0.959,1.05e-06
4pCbJC43j3gSqG6Fen6upD,79.014,audio_features,-5.836,1,0.0306,0.368,0.462,0.583,0.351,0.494,0.0
7iQXYTyuG13aoeHxGG28Nh,96.057,audio_features,-2.248,1,0.262,0.179,0.345,0.911,0.778,0.0887,2.16e-05
4NioO5R9sHEZh4cGzMHyNt,109.946,audio_features,-8.285,1,0.0342,0.149,0.192,0.626,0.547,0.0656,1.67e-05
3Ua0m0YmEjrMi9XErKcNiR,120.001,audio_features,-5.445,1,0.0419,0.357,0.362,0.629,0.733,0.0025,0.0
67nepsnrcZkowTxMWigSbb,111.975,audio_features,-5.275,0,0.351,0.396,0.397,0.557,0.774,0.012,0.0
1yeB8MUNeLo9Ek1UEpsyz6,146.01,audio_features,-4.56,1,0.0528,0.384,0.142,0.645,0.729,0.0377,0.0
7K3BhSpAxZBznislvUMVtn,203.759,audio_features,-5.456,1,0.0389,0.142,0.478,0.492,0.675,0.467,0.0
