album_id,album_genres,album_release_date,album_popularity
6PbnGueEO6LGodPfvNldYf,,2023-08-25,90
2Cn1d2KgbkAqbZCJ1RzdkA,,2023-09-15,87
4czdORdCWP9umpbhFXK2fW,,2023-10-06,95
5qmZefgh78fN3jsyPPlvuw,,2023-06-16,84
3UOV8XvCwMKaATRNXrYCjN,,2023-09-15,88
64LU4c1nfjz1t4VnGhagcg,,2023-10-26,98
4FftCsAcXXD1nFO9RFUNFO,,2023-10-13,100
54dZypaXHAIDzBe9ujAZ63,,2023-08-04,85
4czdORdCWP9umpbhFXK2fW,,2023-10-06,95
18NOKLkZETa4sWwLMIm0UZ,,2023-07-28,93
1xJHno7SmdVtZAtXbdbDZp,,2023-09-08,94
64LU4c1nfjz1t4VnGhagcg,,2023-10-26,98
6DmPNcfpkXBVRJsEIJY9tl,,2023-09-22,86
18ogtNq9F7DmMkNYO6Xb4k,,2023-09-01,86
1xJHno7SmdVtZAtXbdbDZp,,2023-09-08,94
64LU4c1nfjz1t4VnGhagcg,,2023-10-26,98
6i7mF7whyRJuLJ4ogbH2wh,,2023-03-03,89
5Uly85dJHHDfHQCsyUQ8gw,,2023-03-24,81
4jox3ip1I39DFC2B7R5qLH,,2023-06-29,93
22sXXkKgjEuawIFL1e1tRw,,2023-07-28,84
3AafSrFIbJPH6BJHiJm1Cd,,2023-07-13,83
6PbnGueEO6LGodPfvNldYf,,2023-08-25,90
4FftCsAcXXD1nFO9RFUNFO,,2023-10-13,100
64LU4c1nfjz1t4VnGhagcg,,2023-10-26,98
4xc3Lc9yASZgEJGH7acWMB,,2023-03-24,87
18NOKLkZETa4sWwLMIm0UZ,,2023-07-28,93
4czdORdCWP9umpbhFXK2fW,,2023-10-06,95
6i7mF7whyRJuLJ4ogbH2wh,,2023-03-03,89
4czdORdCWP9umpbhFXK2fW,,2023-10-06,95
1xJHno7SmdVtZAtXbdbDZp,,2023-09-08,94
64LU4c1nfjz1t4VnGhagcg,,2023-10-26,98
02X1cQOUcwYPxgFfqHeitI,,2023-08-11,74
1o59UpKw81iHR0HPiSkJR0,,2023-10-27,92
