song_id,song_name,song_duration,song_popularity,artist_id,album_id
0W4NhJhcqKCqEP2GIpDCDq,Love,255333,85,1vfezMIyCr4XUdYRaKIKi3,4zEAsP0RIfbGARdtsgAaUV
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,207626,83,5K4W6rqBFWDnAN6FQUkS6x,5ll74bqtkcXlKE7wwkMq4g
0d28khcov6AiegSCpG5TuT,Feel Good Inc.,222640,85,3AA28KZvwAUcZuOKwyblJQ,0bUTHlWbkSQysoM3VsWldT
0ZUo4YjG4saFnEJhdWp9Bt,Before He Cheats,199946,81,4xFUf1FHVy696Q1JQZMTRj,0kys2jaKAiDPfNBd4z7LAg
2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",229093,80,4UXqAaa6dQYAk18Lv7PEgX,5nkUSlIhtoJZMOUlB0sNCp
4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies,186634,76,20JZFwl6HVl6yg8a4H3ZqK,2YeOhhJg3OWpN0F1VYPxtW
5Z01UMMf7V1o0MzF86s6WJ,Lose Yourself,326466,80,7dGJo4pcD2V6oG8kP0tJRR,5qENHeCSlwWpEzb25peRmQ
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),218093,86,0EmeFodog0BfCgMzAIvKQp,5ppnlEoj4HdRRdRihnY3jU
0lP4HYLmvowOKdsQ7CVkuq,The Kill,231533,81,0RqtSIYZmd4fiBKVFqyIqD,5sHvTCk793vr9EkSKcD7IT
2wGSgTmgSF3xjRrHkTc25R,Hate It Or Love It,206400,85,0NbfKEOTQCcwd6o7wSDOHI,4PrPbmm0gKvaD3rerOXFg8
0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",180266,80,4UXqAaa6dQYAk18Lv7PEgX,5nkUSlIhtoJZMOUlB0sNCp
3o7TMr6RmIusYH7Kkg7ujR,Coming Undone,199773,78,3RNrq3jvMZxD9ZyoOZbQOD,2c7ynrgZP08xNtkJi9MhjF
0k2GOhqsrxDTAbFFSdNJjT,Temperature,218573,83,3Isy6kedDrgPYoTS1dazA9,32Bu3ETQhR1PFCj3ndDlYf
7GQjJEwqlp6m5HNWVQd6OR,Good Directions,215853,75,1By9QBFnjZAoI83BZppHlt,01XmoBPJ8VwC6IyOEvGhy5
4RCWB3V8V0dignt99LZ8vH,Hey There Delilah,232533,81,1g1yxsNVPhMUl9GrMjEb2o,4vUClKTFaDWnsHE8rK52GY
