album_id,album_genres,album_release_date,album_popularity
3mH6qwIy9crq0I9YQbOuDf,,2016-08-20,86
7gsWAHLeT0w7es6FofOXk1,,2016-06-10,82
4oL7pMxnb04uuRI7ReXmuh,,2016-02-25,81
4AdZV63ycxFLF6Hcol0QnB,,2016-11-24,83
2ODvWsOgouMbaA5xf0RkJe,,2016-11-25,89
4oL7pMxnb04uuRI7ReXmuh,,2016-02-25,81
40GMAhriYJRO1rsY4YdrZb,,2016-05-06,84
2uSbIkeZ2TszTDfbzmkhyL,,2016-01-26,70
4AdZV63ycxFLF6Hcol0QnB,,2016-11-24,83
4POiurFeB5bDsF9yBwOxbh,,2016-10-31,72
4PgleR09JVnm3zY1fW3XBA,,2016-11-17,82
7caGY3YPOchIO8xLvTKWN4,,2016-12-02,78
2zbTrm2pIAErzFSopinkbN,,2016-04-08,74
3jJKDKdlwRS584zUlHV2Ly,,2016-04-13,74
42WVQWuf1teDysXiOupIZt,,2016-09-16,81
2OQEAqShAl6SodrGhmYZ4Z,,2016-09-16,76
17dsllSewkPuKbkGWU4chD,,2016-08-03,70
7caGY3YPOchIO8xLvTKWN4,,2016-12-02,78
3mH6qwIy9crq0I9YQbOuDf,,2016-08-20,86
4UlGauD7ROb3YbVOFMgW5u,,2016-01-28,84
2OQEAqShAl6SodrGhmYZ4Z,,2016-09-16,76
1DTBcVfk3zXPHRmgpY6rFZ,,2016-05-13,77
5s0rmjP8XOPhP6HhqOhuyC,,2016-12-09,82
5qfhZ5YkZ4LhEUbYgjrWt6,,2016-10-21,70
4UlGauD7ROb3YbVOFMgW5u,,2016-01-28,84
42WVQWuf1teDysXiOupIZt,,2016-09-16,81
54lNPJ6xq2QXwG6jLEIf6C,,2016,76
3mH6qwIy9crq0I9YQbOuDf,,2016-08-20,86
6f6tko6NWoH00cyFOl4VYQ,,2016-09-16,76
1DTBcVfk3zXPHRmgpY6rFZ,,2016-05-13,77
3J8W9AOjQhnBLCX33m3atT,,2016-06-16,74
3mH6qwIy9crq0I9YQbOuDf,,2016-08-20,86
1DTBcVfk3zXPHRmgpY6rFZ,,2016-05-13,77
2ODvWsOgouMbaA5xf0RkJe,,2016-11-25,89
7oiJYvEJHsmYtrgviAVIBD,,2016-10-28,81
0epcJ1L57tp3SF30aKyeWa,,2016-07-15,69
5s0rmjP8XOPhP6HhqOhuyC,,2016-12-09,82
2ODvWsOgouMbaA5xf0RkJe,,2016-11-25,89
1DTBcVfk3zXPHRmgpY6rFZ,,2016-05-13,77
40GMAhriYJRO1rsY4YdrZb,,2016-05-06,84
0rSLgV8p5FzfnqlEk4GzxE,,2016-07-29,74
7slouenWhZDdDZibkS4nR3,,2016-01-15,68
4MTh1JiOhgK2BQQjKI5RyI,,2016-06-10,75
5s0rmjP8XOPhP6HhqOhuyC,,2016-12-09,82
4rFrdkSWs0dtj0rWPzOk1v,,2016-04-01,74
5s0rmjP8XOPhP6HhqOhuyC,,2016-12-09,82
7mgdTKTCdfnLoa1HXHvLYM,,2016-05-27,69
2ODvWsOgouMbaA5xf0RkJe,,2016-11-25,89
4Coa8Eb9SzjrkwWEom963Q,,2016-06-17,73
2zbTrm2pIAErzFSopinkbN,,2016-04-08,74
2OQEAqShAl6SodrGhmYZ4Z,,2016-09-16,76
2eV6DIPDnGl1idcjww6xyX,,2016-10-21,77
4he4SQup02hEIQdwhZlZlk,,2016-06-10,76
5qBu7Ab6alstSCAzxTJMb1,,2016-06-17,66
5tBOCi2TekXZ1IbrmlBZO4,,2016-08-19,69
3pEgGUv379EDinvg1TN7Kt,,2016-04-29,73
40GMAhriYJRO1rsY4YdrZb,,2016-05-06,84
2msN7XBgV3JCjQ7Tq3t7i9,,2016-11-18,63
4PgleR09JVnm3zY1fW3XBA,,2016-11-17,82
25paSmOYSF03s81DCNqQn3,,2016-04-08,75
65ayND23IInUPHJKsaAqe7,,2016-09-23,71
4hhvgHjPqUOAYkclDkhL2T,,2016-12-02,64
3Wv4X8OA65pGpFzBkuUgAh,,2016-11-18,73
6twKQ0EsUJHVlAr6XBylrj,,2016-01-15,76
3mH6qwIy9crq0I9YQbOuDf,,2016-08-20,86
2zbTrm2pIAErzFSopinkbN,,2016-04-08,74
75614DWrksimeV4oXUhaYP,,2016-07-26,63
7spHo6tjPR8hbJab6I0Bwo,,2016-03-08,69
4m8XN9CKqve1ExYBnNu5kt,,2016-01-29,75
40GMAhriYJRO1rsY4YdrZb,,2016-05-06,84
5TxhzESD1pW7osKlZRFNYD,,2016-08-05,68
1xz1n7gyY02veDxH50SQHQ,,2016-11-04,71
5v6iBhIlflzR9rEd1LAMbd,,2016-08-12,71
